postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines
SW100AA,SW10 0AA,SW,1000,646.2,1000,,,100,646.2,888.9,,,,,,0,0,0,0,0,0,0,4,9,13,,,,,0,0,0
SW100AD,SW10 0AD,SW,79.7,69.4,107,,14,83.3,83.3,,18.7,14,20,,1,17.3,17.3,,0,0,0,1,4,0,4,131,49,,9,161,161,
SW100AF,SW10 0AF,SW,70.1,61.6,79.91,,13,67,67,,19.5,16.1,20,,1.3,17.8,17.8,,0,0,0,3,27,0,27,629,562,,524,641,641,
SW100AG,SW10 0AG,SW,72,64.4,79.67,,,64.5,64.5,,19.2,17.3,20,,,17.3,17.3,,0,0,0,0,11,0,11,518,352,,,518,518,
SW100AH,SW10 0AH,SW,59.5,58.5,76.33,,,58.5,58.5,,13.1,14.3,20,,,14.3,14.3,,0,0,0,0,6,0,6,255,137,,,255,255,
SW100AJ,SW10 0AJ,SW,107,166.1,593,9,,110,170.2,396,20,19.8,39,1,,16,20.3,36.4,0,0,1,0,30,8,38,378,304,11,,346,347,351
SW100AN,SW10 0AN,SW,103.5,198.2,1000,6,,97.1,211,666.7,10,13.2,20,0,,9.8,7.9,0,0,0,1,0,12,3,15,265,160,0,,155,124,0
SW100AP,SW10 0AP,SW,76.3,163.2,1000,5,14.5,92.4,180.7,865,10,13.6,36,1,8,11,10.8,9,0,1,1,2,31,4,35,293,186,84,135,202,189,83
SW100AQ,SW10 0AQ,SW,107,104.1,205,,,104.1,104.1,,17.2,15.3,21,,,15.3,15.3,,0,0,0,0,9,0,9,311,177,,,276,276,
SW100AR,SW10 0AR,SW,78.2,143.3,1000,5,25,88.8,154,610.3,17.8,16.4,36,0,7,8.1,8.6,12,0,0,1,1,21,3,24,205,166,0,253,95,83,0
SW100AS,SW10 0AS,SW,78.1,159.4,1000,,,89.3,159.4,1000,10,13.4,19.98,,,10.1,9.3,0,0,0,0,0,12,1,13,317,137,,,238,219,0
SW100AW,SW10 0AW,SW,79.9,139.7,1000,7,,101.5,146.4,1000,18.3,15.1,20,1,,10.3,9.8,0,0,0,1,0,19,1,20,183,138,149,,117,111,0
SW100AX,SW10 0AX,SW,79.7,196.1,1000,,18,88.8,203.8,750,20,16,20,,1,12.6,10.4,0,0,0,0,1,19,4,23,232,215,,45,180,149,0
SW100AZ,SW10 0AZ,SW,79.8,134.9,460,,,105.9,134.9,395.5,20,18.5,36,,,16.6,18.6,36,0,0,0,0,18,2,20,311,276,,,266,280,406
SW100BE,SW10 0BE,SW,500,555.6,1000,,,125,555.6,900,,,,,,0,0,0,0,0,0,0,4,5,9,,,,,0,0,0
SW100BF,SW10 0BF,SW,250,520.7,1000,,,123.6,520.7,948.5,30,55,115,,,1.4,6.1,11.2,0,0,0,0,14,13,27,973,973,,,0,72,150
SW100BG,SW10 0BG,SW,63.5,77.3,205,1.5,,84.9,84.9,,16.7,14.4,21,0.5,,15.8,15.8,,2,0,0,0,20,0,20,532,408,77,,524,524,
SW100BL,SW10 0BL,SW,78.2,91.3,331,,30,78.6,95.5,331,20,18.3,36,,10,17.6,18.9,36,0,0,0,1,14,1,15,458,450,,551,452,422,2
SW100BN,SW10 0BN,SW,77.9,79.8,205,,10,84.5,84.5,,20,17.5,21,,1,18.6,18.6,,0,0,0,1,15,0,15,665,333,,35,707,707,
SW100BP,SW10 0BP,SW,76.9,84.5,205,,,84.5,84.5,,19.5,16.4,21,,,16.4,16.4,,0,0,0,0,22,0,22,691,502,,,691,691,
SW100BQ,SW10 0BQ,SW,156,140.3,205,,,140.3,140.3,,20.5,17.2,21,,,17.2,17.2,,0,0,0,0,6,0,6,108,82,,,72,72,
SW100BS,SW10 0BS,SW,78.1,117.6,593,,,89.6,117.6,593,19.5,18,39,,,16.8,18,39,0,0,0,0,17,1,18,717,321,,,632,597,0
SW100BT,SW10 0BT,SW,77.5,64.5,79.67,,16,72,72,,20,16.1,20,,1.5,18.4,18.4,,0,0,0,2,13,0,13,364,193,,179,393,393,
SW100BU,SW10 0BU,SW,78.1,92.4,205,,16,96.6,96.6,,19.5,14.6,21,,1,15.4,15.4,,0,0,0,1,18,0,18,450,231,,64,447,447,
SW100BY,SW10 0BY,SW,65.9,57.3,79.6,7,,64.4,64.4,,14.6,13.3,20,1,,15,15,,0,0,1,0,7,0,7,118,70,15,,133,133,
SW100DA,SW10 0DA,SW,67.6,56,79.67,4.6,,64.9,64.9,,17.9,13.9,20,1,,16.1,16.1,,0,3,2,0,29,0,29,212,30,23,,230,230,
SW100DD,SW10 0DD,SW,1000,656,1000,,,117.2,656,941.2,10,10,10,,,1.1,0.4,0,0,0,0,0,9,17,26,203,203,,,23,8,0
SW100DE,SW10 0DE,SW,79.7,146,460,,,83.6,146,395.5,20,21.1,36,,,17.4,21.1,36,0,0,0,0,8,2,10,473,436,,,415,473,705
SW100DF,SW10 0DF,SW,73.5,63.6,78.12,,14,70.6,70.6,,19.5,15.8,20,,1,17.9,17.9,,0,0,0,1,7,0,7,1248,742,,60,1418,1418,
SW100DG,SW10 0DG,SW,52.3,48.6,78.74,7,24,56.3,56.3,,10,13.3,20,1,5.7,15.6,15.6,,0,0,1,3,15,0,15,159,178,48,154,168,168,
SW100DN,SW10 0DN,SW,73.1,81.6,205,,,81.6,81.6,,19.5,17.2,21,,,17.3,17.3,,0,0,0,0,8,0,8,403,359,,,352,352,
SW100DQ,SW10 0DQ,SW,78.1,88.2,205,,,88.2,88.2,,20,20,21,,,20,20,,0,0,0,0,9,0,9,426,504,,,379,379,
SW100DW,SW10 0DW,SW,78.1,81.4,205,,16.5,87.6,87.6,,19.5,14,21,,1,15.2,15.2,,0,0,0,2,21,0,21,264,200,,280,263,263,
SW100DX,SW10 0DX,SW,69.3,76.6,205,8.2,25,92.5,92.5,,10,10.7,21,1,7.5,12.6,12.6,,0,0,5,2,28,0,28,475,235,92,573,503,503,
SW100DY,SW10 0DY,SW,60.5,126.6,460,,25,75.3,132.2,417,10,14.3,36,,7,10.5,14.7,36,0,0,0,1,15,3,18,557,382,,156,482,580,1067
SW100DZ,SW10 0DZ,SW,54.8,93.6,460,,21.5,70.6,104.3,374,10,11.9,36,,5.5,10,12.9,36,0,0,0,4,24,3,27,582,413,,767,512,511,502
SW100EA,SW10 0EA,SW,107,126,593,10,24,111.8,131.1,526.5,19.5,16,39,1,4,15.6,16.7,37.5,0,0,1,1,41,2,43,586,446,32,48,598,584,302
SW100EB,SW10 0EB,SW,78.1,94.6,331,9,10.5,95.1,101.9,331,16.8,14.6,36,1,1,15.1,15.7,36,0,0,1,2,34,1,35,492,368,173,13,472,459,0
SW100ED,SW10 0ED,SW,75.6,89.1,331,3,17.3,90.7,97.1,331,10,14.2,36,1,7.3,14.5,15.1,36,0,1,0,3,37,1,38,444,365,0,203,459,451,161
SW100EE,SW10 0EE,SW,76.6,101.7,460,,11.3,81.5,110.7,374,10,14.6,36,,1,13.8,16,36,0,0,0,3,27,3,30,627,529,,327,634,573,25
SW100EF,SW10 0EF,SW,65.8,107.1,593,10,20,97.7,112.7,593,10,13.3,39,1,12,12.9,13.7,39,0,0,1,1,32,1,33,348,311,42,379,356,346,0
SW100EG,SW10 0EG,SW,59.1,85.8,331,7.7,,79,91.6,331,10,10.9,36,1,,10.3,11.6,36,0,0,3,0,38,2,40,498,313,124,,513,526,776
SW100EH,SW10 0EH,SW,107,116.7,460,,10,92.3,119.4,363.3,10,15.6,36,,1,13.7,15.9,36,0,0,0,1,36,4,40,480,372,,440,440,457,615
SW100EJ,SW10 0EJ,SW,40,47.8,107,5.5,20,60.2,60.2,,10,9.9,20,1,2,12.8,12.8,,0,1,1,1,9,0,9,247,217,138,167,280,280,
SW100EL,SW10 0EL,SW,76.3,99.1,331,,,75.9,99.1,331,10,15.4,36,,,13.3,15.4,36,0,0,0,0,10,1,11,434,318,,,469,434,87
SW100EN,SW10 0EN,SW,78,103.5,593,6.5,26,93.8,112.3,462,17.8,15.4,39,1,7,15.4,16.5,37.5,0,0,2,2,38,2,40,578,375,61,322,597,588,431
SW100EP,SW10 0EP,SW,107,114.7,331,2,,111.3,118.4,331,18.4,15.7,36,1,,15.6,16.2,36,0,1,0,0,30,1,31,645,623,8,,623,603,0
SW100ER,SW10 0ER,SW,74.5,101.5,593,8.7,,86.8,110.2,462,10,13.2,39,1,,12.8,14.4,37.5,0,0,3,0,30,2,32,594,519,235,,590,553,0
SW100ES,SW10 0ES,SW,66.4,102,331,,25,83,110.6,331,10,13.6,36,,2,12.3,14.9,36,0,0,0,1,8,1,9,305,105,,105,154,293,1412
SW100EW,SW10 0EW,SW,73,90.2,205,3,,93.1,93.1,,10,13.3,21,1,,13.7,13.7,,0,1,0,0,30,0,30,402,260,0,,335,335,
SW100EY,SW10 0EY,SW,78.1,72.5,107,,25,79.3,79.3,,10,12.9,19.53,,10,13.4,13.4,,0,0,0,1,7,0,7,324,387,,0,278,278,
SW100EZ,SW10 0EZ,SW,76.4,74.2,79.67,,,74.2,74.2,,20,18.8,20,,,18.8,18.8,,0,0,0,0,9,0,9,973,1018,,,973,973,
SW100FU,SW10 0FU,SW,75.2,65.9,79.67,4,,72.8,72.8,,20,17.6,20,1,,19.4,19.4,,1,0,1,0,18,0,18,415,468,384,,419,419,
SW100HA,SW10 0HA,SW,66.7,47.3,75.97,9,16,70.7,70.7,,19.9,12.5,20,1,1,20,20,,0,0,1,1,3,0,3,181,52,35,31,280,280,
SW100HG,SW10 0HG,SW,1000,707,1000,,,35,707,875,,,,,,0,0,0,0,0,0,0,1,4,5,,,,,0,0,0
SW100HH,SW10 0HH,SW,79.7,155.4,593,,,94.6,155.4,439.2,20,20.5,39,,,17.1,20.6,36.5,0,0,0,0,28,6,34,421,268,,,409,384,264
SW100HJ,SW10 0HJ,SW,66.7,153.3,593,,,80,153.3,593,20,20.2,39,,,17,20.1,39,0,0,0,0,6,1,7,391,262,,,391,335,0
SW100HL,SW10 0HL,SW,78.1,79.8,107,,,79.8,79.8,,19.5,17,19.53,,,17,17,,0,0,0,0,5,0,5,619,445,,,619,619,
SW100HN,SW10 0HN,SW,205,200.7,331,,,103,200.7,331,21,26.7,36,,,19.8,26.7,36,0,0,0,0,4,3,7,212,175,,,163,182,206
SW100HP,SW10 0HP,SW,79.7,116.1,331,,,73.2,116.2,331,19.8,19.3,36,,,16,19.3,36,0,0,0,0,5,1,6,410,452,,,410,342,0
SW100HQ,SW10 0HQ,SW,240,501.5,1000,,,120,501.5,883,50,50,50,,,0,2.5,5,0,0,0,0,10,10,20,724,724,,,0,36,72
SW100HR,SW10 0HR,SW,75.5,84.8,205,,,84.8,84.8,,20,19.3,21,,,19.2,19.2,,0,0,0,0,9,0,9,404,434,,,404,404,
SW100HS,SW10 0HS,SW,79.7,269.1,1096,,,103.6,269,1096,20,24.8,49,,,20,24.8,49,0,0,0,0,5,1,6,520,744,,,520,434,0
SW100HU,SW10 0HU,SW,78.9,104.4,331,,30,89.2,111.2,331,15.6,15.7,36,,5,14.7,16.6,36,0,0,0,1,10,1,11,263,157,,0,228,287,881
SW100HW,SW10 0HW,SW,150,391.7,1000,,,100,391.7,800,,,,,,0,0,0,0,0,0,0,14,10,24,,,,,0,0,0
SW100HX,SW10 0HX,SW,79.7,142.2,331,,,104.4,142.2,331,20,22.8,36,,,20.2,22.8,36,0,0,0,0,5,1,6,634,490,,,634,529,0
SW100HY,SW10 0HY,SW,331,246.3,460,,,55,246.4,374,36,25.6,36,,,10,25.6,36,0,0,0,0,2,3,5,845,842,,,1008,845,736
SW100HZ,SW10 0HZ,SW,76.3,198.5,460,,,67,198.6,374,20,25.4,36,,,17.5,25.4,36,0,0,0,0,4,3,7,597,392,,,232,426,685
SW100JA,SW10 0JA,SW,79.1,90.2,205,,,90.2,90.2,,20,18.4,21,,,18.5,18.5,,0,0,0,0,6,0,6,177,171,,,177,177,
SW100JB,SW10 0JB,SW,93.3,103.7,331,,,78.4,103.7,331,10,15.5,36,,,13.2,15.5,36,0,0,0,0,9,1,10,217,208,,,197,217,394
SW100JD,SW10 0JD,SW,72.3,76.1,107,,,76.2,76.2,,18.5,17.2,20,,,17.2,17.2,,0,0,0,0,6,0,6,145,62,,,145,145,
SW100JE,SW10 0JE,SW,58.6,84,205,,,84,84,,14.6,14.9,21,,,15,15,,0,0,0,0,7,0,7,281,174,,,281,281,
SW100JF,SW10 0JF,SW,77.8,81.9,205,,13,90.5,90.5,,20,16.4,21,,1,18.4,18.4,,0,0,0,1,8,0,8,202,151,,5,202,202,
SW100JG,SW10 0JG,SW,93.3,186.8,593,,,95,186.8,462,20,23.1,39,,,18.3,23.1,37.5,0,0,0,0,6,2,8,189,179,,,162,166,175
SW100JH,SW10 0JH,SW,78.1,77.3,107,,,77.4,77.4,,19.5,15.9,20,,,16,16,,0,0,0,0,5,0,5,347,362,,,347,347,
SW100JL,SW10 0JL,SW,79.7,133.4,460,8,,93.7,140.4,374,20,18.4,36,1,,16.1,19.4,36,0,0,1,0,15,3,18,451,380,0,,422,426,443
SW100JN,SW10 0JN,SW,53.5,67.3,205,,,67.3,67.3,,14.4,13.4,21,,,13.4,13.4,,0,0,0,0,14,0,14,369,222,,,369,369,
SW100JP,SW10 0JP,SW,73.9,110.3,1096,10,14,74.5,118.9,1096,14.4,14.6,49,1,1,14.3,15.8,49,0,0,1,1,22,1,23,609,576,426,36,616,589,0
SW100JQ,SW10 0JQ,SW,93.3,174,1096,,,90.2,174,1096,10.6,16.2,49,,,13.2,16.2,49,0,0,0,0,11,1,12,262,177,,,238,218,0
SW100JR,SW10 0JR,SW,150,212,1000,,,103.9,212,722.2,20,20,30,,,2.6,2.1,0,0,0,0,0,85,18,103,550,544,,,58,48,0
SW100JW,SW10 0JW,SW,107,140.9,460,,,113.2,140.9,460,20,17.9,36,,,16.3,17.9,36,0,0,0,0,23,2,25,515,519,,,472,474,497
SW100JZ,SW10 0JZ,SW,73.9,89.9,205,,,90,90,,19.5,15.7,21,,,15.7,15.7,,0,0,0,0,20,0,20,383,431,,,383,383,
SW100LA,SW10 0LA,SW,70.4,65.8,79.91,,,65.8,65.8,,19.3,16.6,20,,,16.6,16.6,,0,0,0,0,10,0,10,1222,639,,,1222,1222,
SW100LB,SW10 0LB,SW,77.2,94,331,5,16,79.7,98.1,331,19.5,16.4,36,1,1,15.7,17.1,36,0,1,0,1,38,3,41,331,243,197,5,324,334,469
SW100LD,SW10 0LD,SW,59.7,51.9,107,4,,75.8,75.8,,7.4,9.3,19.98,0.5,,13.5,13.5,,1,0,1,0,4,0,4,151,95,9,,222,222,
SW100LF,SW10 0LF,SW,79.8,148.7,593,,,99.3,148.7,593,20,19.9,39,,,17.8,19.9,39,0,0,0,0,9,1,10,359,208,,,319,287,0
SW100LG,SW10 0LG,SW,74.5,72.2,107,,,72.2,72.2,,19.5,15,20,,,14.9,14.9,,0,0,0,0,11,0,11,408,415,,,408,408,
SW100LJ,SW10 0LJ,SW,79.7,87.5,331,,11,76.3,92.3,331,20,19.2,36,,1,19.3,20.3,36,0,0,0,1,15,1,16,337,213,,1,368,358,213
SW100LL,SW10 0LL,SW,79.7,72.8,79.67,,,72.8,72.8,,20,18,20,,,18,18,,0,0,0,0,6,0,6,60,16,,,60,60,
SW100LQ,SW10 0LQ,SW,79.7,129.7,331,,,101,129.8,331,20,20.6,36,,,18.4,20.6,36,0,0,0,0,7,1,8,312,282,,,316,312,287
SW100LR,SW10 0LR,SW,40,50.2,80,5,12,58.8,58.8,,11,13,20,1,1,15.4,15.4,,1,0,1,1,15,0,15,152,40,4,42,180,180,
SW100LU,SW10 0LU,SW,73.7,60.5,80,7,,65.9,65.9,,19.5,15.2,20,1,,16.6,16.6,,0,0,1,0,10,0,10,438,85,84,,473,473,
SW100NA,SW10 0NA,SW,107,128.2,331,,,87.6,128.2,331,10,15.9,36,,,11.8,15.8,36,0,0,0,0,5,1,6,712,385,,,617,712,1186
SW100NB,SW10 0NB,SW,49.5,61.8,205,3,11,75.6,75.6,,12,12.3,21,1,1,15.1,15.1,,0,1,0,1,8,0,8,563,274,132,1,688,688,
SW100ND,SW10 0ND,SW,107,148.1,593,,,98.7,148.1,593,14.8,16.8,39,,,14.3,16.8,39,0,0,0,0,9,1,10,274,247,,,274,247,0
SW100NH,SW10 0NH,SW,78.1,87.2,205,7.5,20,96.4,96.4,,16.5,14.4,21,2,6,15.6,15.6,,0,0,2,4,47,0,47,413,297,36,277,414,414,
SW100NJ,SW10 0NJ,SW,78.1,92.6,331,,,75.6,92.6,331,19.5,17.6,36,,,16.3,17.6,36,0,0,0,0,14,1,15,559,371,,,468,522,1269
SW100NL,SW10 0NL,SW,72.4,84.4,205,,11,92.6,92.6,,19.3,15.2,21,,1,16.7,16.7,,0,0,0,1,9,0,9,174,151,,180,173,173,
SW100NN,SW10 0NN,SW,91.7,108.8,205,,,108.9,108.9,,15,15.2,21,,,15.3,15.3,,0,0,0,0,8,0,8,296,257,,,296,296,
SW100NQ,SW10 0NQ,SW,72.4,67.7,79.67,,,67.7,67.7,,19.5,17.4,20,,,17.4,17.4,,0,0,0,0,10,0,10,455,200,,,410,410,
SW100NR,SW10 0NR,SW,71.6,88.7,205,,,88.6,88.6,,14.6,14.7,21,,,14.6,14.6,,0,0,0,0,11,0,11,541,545,,,492,492,
SW100NS,SW10 0NS,SW,79.1,95.3,150,,24,105.4,105.4,,19.2,16.5,20,,8,10.6,10.6,,0,0,0,1,7,0,7,117,62,,11,82,82,
SW100NU,SW10 0NU,SW,76.4,103,593,,13.3,81.6,112.3,526.5,19.7,17,39,,1.7,17.2,18.6,37.5,0,0,0,3,27,2,29,318,238,,206,273,307,766
SW100NW,SW10 0NW,SW,76.6,98.4,331,3,22,99.4,112.2,331,18.5,16,36,1,6,16.9,17.9,36,0,1,0,2,17,1,18,396,326,0,230,384,392,536
SW100NX,SW10 0NX,SW,70.9,91.2,460,9,,76.8,95.1,460,19.5,16.4,36,1,,16.1,17.1,36,0,0,1,0,20,1,21,443,360,38,,461,462,490
SW100NZ,SW10 0NZ,SW,77.6,67.3,205,1.7,,92,92,,16.6,12.2,21,0.7,,16.4,16.4,,2,1,0,0,8,0,8,539,432,105,,702,702,
SW100PA,SW10 0PA,SW,107,250.5,1000,5,,117.3,258.2,761.6,19.8,16,36,1,,15.2,13,5.1,0,1,0,0,25,7,32,324,222,16,,318,253,20
SW100PB,SW10 0PB,SW,107,306.2,1000,,,106.8,306.2,784.8,19.5,19.8,39,,,13.6,14,15,0,0,0,0,12,5,17,286,115,,,260,185,5
SW100PE,SW10 0PE,SW,107,104.2,205,,,104.2,104.2,,13.5,14.8,21,,,14.8,14.8,,0,0,0,0,13,0,13,214,206,,,181,181,
SW100PF,SW10 0PF,SW,92.6,208.5,1096,,,81.7,208.5,1096,10,17.3,49,,,12.7,17.3,49,0,0,0,0,7,1,8,188,106,,,135,118,0
SW100PG,SW10 0PG,SW,75.1,145,593,8,,67.3,172.4,593,19.8,18.1,39,0,,17.3,21.6,39,0,0,1,0,4,1,5,283,265,122,,324,259,0
SW100PH,SW10 0PH,SW,78.9,82.8,107,,,82.8,82.8,,19.5,16.1,20,,,16.1,16.1,,0,0,0,0,8,0,8,548,427,,,548,548,
SW100PL,SW10 0PL,SW,69.3,115.3,331,6,23,69.4,144.1,331,14.8,16.6,36,1,2,14.8,20.9,36,0,0,1,1,5,2,7,274,166,13,24,354,308,195
SW100PN,SW10 0PN,SW,107,178.1,593,,,118.9,178.1,593,14.4,17.1,39,,,14,17.1,39,0,0,0,0,7,1,8,432,265,,,370,324,0
SW100PP,SW10 0PP,SW,107,125.2,331,,,95.7,125.1,331,10,14.9,36,,,12,15,36,0,0,0,0,7,1,8,902,597,,,338,677,3051
SW100PQ,SW10 0PQ,SW,79.8,94.3,205,,12,106,106,,20,15.4,21,,1,17.4,17.4,,0,0,0,1,7,0,7,262,179,,452,198,198,
SW100PR,SW10 0PR,SW,78.1,152.9,1096,8,10,77.2,175.1,713.5,19.5,19,49,1,1,18,21.8,42.5,0,0,1,1,11,2,13,249,162,0,0,266,249,151
SW100PS,SW10 0PS,SW,79.9,73.7,107,9,,84.5,84.5,,10,12.9,20,1,,15,15,,0,0,1,0,6,0,6,435,480,422,,364,364,
SW100PT,SW10 0PT,SW,78.9,102.1,331,,,81.3,102.1,331,16.9,16.6,36,,,14.8,16.6,36,0,0,0,0,11,1,12,554,300,,,530,508,265
SW100PU,SW10 0PU,SW,78.1,118.9,593,7,,111.2,136.6,593,20,16.6,39,1,,17.9,19.1,39,0,1,2,0,18,1,19,343,270,85,,348,330,0
SW100PW,SW10 0PW,SW,51,90.7,205,,,90.7,90.7,,10,12.2,21,,,12.2,12.2,,0,0,0,0,9,0,9,339,142,,,339,339,
SW100PX,SW10 0PX,SW,74,97.6,331,7.3,11,90.8,117.4,331,10,13.9,36,1,1,14.3,16.7,36,0,0,3,1,16,2,18,291,153,62,0,319,313,262
SW100PZ,SW10 0PZ,SW,69.4,89.6,593,8,10,68.7,99,462,17.9,15,39,1,1,14.9,16.7,37.5,0,0,2,1,24,2,26,420,318,124,0,393,411,626
SW100QA,SW10 0QA,SW,66.7,73.8,205,8,26,90,90,,10,12.4,21,1,5,15.1,15.1,,0,0,1,1,7,0,7,189,151,9,421,182,182,
SW100QB,SW10 0QB,SW,78.1,187.3,1000,7,,84.5,193.5,875,19.5,16.2,20,1,,9,7.8,0,0,0,1,0,25,4,29,524,134,12,,293,252,0
SW100QD,SW10 0QD,SW,78.1,162.9,1096,6.5,10,86.9,177.4,811.3,20,18.5,49,1,1,16.9,20.2,43.3,0,1,1,1,28,4,32,331,230,3,229,290,293,311
SW100QF,SW10 0QF,SW,78.1,108.7,331,9,,102.6,113.4,331,19.8,17.6,36,1,,17.5,18.4,36,0,0,1,0,20,1,21,336,280,67,,318,333,637
SW100QJ,SW10 0QJ,SW,79.6,205.1,1000,8,,86.9,213,875,17,14.6,20,1,,9.7,8.1,0,0,0,1,0,21,4,25,414,228,0,,256,215,0
SW100QP,SW10 0QP,SW,39.8,55.7,205,7.7,22.6,65.4,65.4,,10,10.1,21,1,7.8,11.3,11.3,,0,0,3,5,32,0,32,546,435,286,686,532,532,
SW100QR,SW10 0QR,SW,53,87.6,500,,26,61.4,97.9,500,10,12.6,20,,15,8.7,8,0,0,0,0,2,11,1,12,104,68,,64,83,76,0
SW100QT,SW10 0QT,SW,68.5,66.5,107,8,22,76.8,76.8,,10,11.1,19.53,1,1,13.1,13.1,,0,0,1,1,10,0,10,558,314,62,5,607,607,
SW100QZ,SW10 0QZ,SW,78.1,135.3,500,6,,101.6,151.4,500,19.5,15.7,19.53,1,,11,9.6,0,0,0,1,0,7,1,8,519,115,11,,369,323,0
SW100RB,SW10 0RB,SW,7.8,7.8,12.92,6.5,13,,,,1,0.9,1.09,0.8,1,,,,0,1,3,1,0,0,0,178,176,118,238,,,
SW100RD,SW10 0RD,SW,10.4,10.8,15.81,8,12.7,,,,1,0.9,1.09,0.8,1,,,,0,0,4,6,0,0,0,140,141,78,181,,,
SW100RE,SW10 0RE,SW,5.2,7.6,14.67,4.6,13.2,,,,0.9,0.9,1.13,0.9,1,,,,0,6,3,5,0,0,0,151,85,82,244,,,
SW100RG,SW10 0RG,SW,12.3,13.5,54.71,6.3,15.4,55,55,,1,1.9,18.39,1,1,18,18,,0,3,5,9,1,0,1,305,82,76,448,233,233,
SW100RH,SW10 0RH,SW,39.1,55.3,331,5.7,20.8,58.8,78.2,331,8.9,8.7,36,1,4.2,10.1,11.9,36,0,2,1,5,13,1,14,352,323,108,344,321,331,460
SW100RJ,SW10 0RJ,SW,44.1,46.6,79.67,,22,51.4,51.4,,8.1,9.2,20,,4,10.4,10.4,,0,0,0,1,5,0,5,220,170,,227,218,218,
SW100RL,SW10 0RL,SW,3.8,3.7,6.55,3.7,,,,,0.8,0.7,1.01,0.7,,,,,2,3,2,0,0,0,0,118,134,118,,,,
SW100RN,SW10 0RN,SW,79.7,77.1,79.91,,,77.1,77.1,,20,19,20,,,19,19,,0,0,0,0,11,0,11,377,95,,,342,342,
SW100RP,SW10 0RP,SW,6.6,16.5,55.17,4.9,,47.3,47.3,,0.9,4.9,19.53,0.9,,15.7,15.7,,1,2,5,0,3,0,3,155,84,98,,307,307,
SW100RQ,SW10 0RQ,SW,76.8,121,1096,4.5,,90,129.6,517.8,19.5,16.3,49,0.8,,14.3,15.9,31.4,0,3,1,0,49,5,54,545,341,84,,503,499,453
SW100RR,SW10 0RR,SW,2.8,11.2,76.33,3.1,,76,76,,0.8,3,19.98,0.9,,20,20,,2,4,2,0,1,0,1,119,118,125,,75,75,
SW100RS,SW10 0RS,SW,39.8,51.8,79.67,,,51.9,51.9,,7.3,9.6,20,,,9.6,9.6,,0,0,0,0,7,0,7,203,76,,,203,203,
SW100RT,SW10 0RT,SW,42.2,47.1,79.66,8,,54.8,54.8,,11,10.6,20,0,,12.6,12.6,,0,0,1,0,5,0,5,241,149,0,,241,241,
SW100SA,SW10 0SA,SW,75.2,107.1,593,10,,68.2,115.9,593,18.5,16.4,39,1,,15.7,17.8,39,0,0,1,0,10,1,11,325,180,888,,269,244,0
SW100SB,SW10 0SB,SW,70,143.8,1096,8,,75.8,154.3,1096,10,13.8,49,1,,11.9,14.8,49,0,0,1,0,12,1,13,227,203,487,,167,154,0
SW100SE,SW10 0SE,SW,205,167.7,331,8,,166.8,199.6,331,21,18.4,36,1,,18.3,21.8,36,0,0,1,0,4,1,5,594,139,0,,657,594,343
SW100SF,SW10 0SF,SW,39.8,73.2,331,8,,51.8,79.7,331,9.5,10.9,36,1,,9.2,11.9,36,0,0,1,0,9,1,10,656,280,40,,695,717,920
SW100SN,SW10 0SN,SW,78.1,105.7,460,,24,84.9,108.8,395.5,16.1,15.9,36,,8,14.5,16.2,36,0,0,0,1,24,2,26,574,179,,0,496,530,935
SW100SQ,SW10 0SQ,SW,48.9,142.6,1096,,25,59,153.3,1096,10,14.1,49,,6,11.5,14.9,49,0,0,0,1,10,1,11,345,249,,4,403,376,107
SW100SR,SW10 0SR,SW,76.7,82.3,331,,11,69.1,98.2,331,19.5,16.9,36,,1.5,18.5,20.4,36,0,0,0,2,8,1,9,442,365,,164,368,455,1153
SW100SS,SW10 0SS,SW,52,96.4,331,,12,64.3,102.4,331,10,13.7,36,,1,11.1,14.6,36,0,0,0,1,12,2,14,320,323,,52,334,317,212
SW100ST,SW10 0ST,SW,77.2,64.4,107,10,12.5,76.5,76.5,,19.6,14.8,20,1,5.5,17.2,17.2,,0,0,1,2,13,0,13,174,81,2,40,208,208,
