postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines
WC1R4PD,WC1R 4PD,WC,69.7,59,107,8,21.5,74.5,74.5,,10,11.4,20,1,1,15.5,15.5,,0,0,1,4,13,0,13,237,155,0,306,216,216,
WC1R4PF,WC1R 4PF,WC,23.4,67.2,205,1,21.8,135,135,,1.3,6,21,0,1.1,13.1,13.1,,1,0,0,9,7,0,7,150,100,7,161,92,92,
WC1R4PS,WC1R 4PS,WC,107,131.1,593,,20.7,147.8,182.1,593,10,11.6,39,,1.2,14.6,16.5,39,0,0,0,6,12,1,13,343,305,,237,311,287,0
WC1R4PZ,WC1R 4PZ,WC,107,237.4,1096,,23,139.7,273.1,673.3,10,17.8,49,,1,13.7,20.6,41.3,0,0,0,2,9,3,12,292,172,,33,283,213,2
WC1R4QF,WC1R 4QF,WC,20.5,19.6,23.4,6,21.4,,,,1.2,1.2,1.25,1,1.1,,,,0,0,1,8,0,0,0,227,158,1,256,,,
WC1R4QG,WC1R 4QG,WC,107,110.7,205,,22.7,143.8,143.8,,10,10.6,21,,1.3,14.1,14.1,,0,0,0,3,8,0,8,265,307,,286,191,191,
WC1R4RA,WC1R 4RA,WC,78.1,85.6,205,,,85.6,85.6,,14.6,14.9,21,,,14.9,14.9,,0,0,0,0,10,0,10,245,256,,,220,220,
WC1R4RB,WC1R 4RB,WC,107,109.3,205,,18,139.7,139.7,,10,10.5,21,,1,13.7,13.7,,0,0,0,2,6,0,6,342,209,,23,334,334,
WC1R4RE,WC1R 4RE,WC,79.9,83,205,,23,103,103,,10,11.6,21,,1,15.2,15.2,,0,0,0,2,6,0,6,435,390,,150,458,458,
WC1R4RH,WC1R 4RH,WC,79.7,131.9,460,,,90.9,131.9,460,20,19.8,36,,,17.8,19.8,36,0,0,0,0,8,1,9,418,247,,,397,418,587
WC1R4SE,WC1R 4SE,WC,79.9,81.7,107,,,81.8,81.8,,10,13.7,20,,,13.8,13.8,,0,0,0,0,8,0,8,185,111,,,186,186,
WC1R5DJ,WC1R 5DJ,WC,23,22.6,23.44,,22.5,,,,1.2,1.2,1.24,,1.2,,,,0,0,0,6,0,0,0,154,86,,154,,,
WC1V6AX,WC1V 6AX,WC,23.1,22.5,24.13,,22.4,,,,1.2,1.2,1.23,,1.2,,,,0,0,0,5,0,0,0,289,238,,173,,,
WC1V6DR,WC1V 6DR,WC,107,129.2,593,7,20.6,133.6,158.8,461.3,10,12.1,39,0.8,1.2,13.1,14.9,37,0,1,4,5,36,3,39,325,110,13,72,203,323,1759
WC1V6PJ,WC1V 6PJ,WC,107,125.4,205,,,125.4,125.4,,10,12.1,21,,,12.1,12.1,,0,0,0,0,16,0,16,454,501,,,255,255,
WC1V6RL,WC1V 6RL,WC,22.1,17.6,23.44,7.5,22.8,,,,1.1,1.2,1.91,1.5,1,,,,0,0,2,4,0,0,0,31,17,0,31,,,
WC1V7AA,WC1V 7AA,WC,18.9,17.9,23.48,,18,,,,1,1,1.26,,1,,,,0,0,0,9,0,0,0,68,2,,53,,,
WC1V7HH,WC1V 7HH,WC,20.7,20.3,24.38,,20.4,,,,1.2,1.1,1.25,,1.2,,,,0,0,0,5,0,0,0,211,254,,211,,,
WC1V7QH,WC1V 7QH,WC,23.2,30.2,78.12,9,22.6,67.5,67.5,,1.1,3.8,19.53,0,1,15.5,15.5,,0,0,1,7,2,0,2,254,29,1,14,841,841,
WC1X0AG,WC1X 0AG,WC,107,129.2,331,,,112.4,129.2,331,20,17.6,36,,,16.1,17.6,36,0,0,0,0,12,1,13,297,227,,,272,251,0
WC1X0AH,WC1X 0AH,WC,107,126.3,331,,19,114.8,137.6,331,15.8,16,36,,8.5,14.6,16.8,36,0,0,0,2,17,2,19,431,326,,182,432,434,451
WC1X0AU,WC1X 0AU,WC,51,59.6,107,,,59.6,59.6,,10,12.1,20,,,10.6,10.6,,0,0,0,0,8,0,8,461,397,,,403,403,
WC1X0AZ,WC1X 0AZ,WC,79,100.7,331,,19,82.1,109.8,331,14.8,15.8,36,,1,11.1,13.9,36,0,0,0,1,8,1,9,402,196,,172,284,338,777
WC1X0BA,WC1X 0BA,WC,92.6,100.5,205,,,100.5,100.5,,14.4,14.9,21,,,14.9,14.9,,0,0,0,0,8,0,8,323,322,,,323,323,
WC1X0BD,WC1X 0BD,WC,78.6,78,205,,17.5,95.3,95.3,,10,11.5,21,,1,14.4,14.4,,0,0,0,2,7,0,7,608,310,,201,724,724,
WC1X0BF,WC1X 0BF,WC,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,16,16,,,,,,0,0
WC1X0BG,WC1X 0BG,WC,93.5,83.8,107,8,,92.2,92.2,,10,12.5,20,0,,13.8,13.8,,0,0,1,0,9,0,9,494,354,0,,548,548,
WC1X0BP,WC1X 0BP,WC,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,15,15,,,,,,0,0
WC1X0DT,WC1X 0DT,WC,107,82.1,107,,16,90.4,90.4,,10,11.1,19.53,,1,12.4,12.4,,0,0,0,1,8,0,8,595,362,,70,587,587,
WC1X0DX,WC1X 0DX,WC,70.5,103.5,331,,13,95.9,108.3,331,20,17.2,36,,1,17.1,18.1,36,0,0,0,1,18,1,19,768,243,,3,745,727,411
WC1X0EG,WC1X 0EG,WC,78.6,58.5,79.76,8,12,69.2,69.2,,20,13.4,20,1,1,16.1,16.1,,0,0,1,1,9,0,9,257,173,146,5,297,297,
WC1X0EH,WC1X 0EH,WC,107,115.7,331,4,18.5,125.6,132.4,331,10,14,36,6,4,15,15.7,36,0,1,0,4,29,1,30,496,450,271,387,488,501,889
WC1X0EJ,WC1X 0EJ,WC,107,135.5,460,,14,100.2,139.6,395.5,10,16.6,36,,1,14.2,17.1,36,0,0,0,1,26,4,30,575,494,,0,493,517,674
WC1X0ER,WC1X 0ER,WC,79.8,86.3,205,,14,94.3,94.3,,20,16.7,21,,1,18.6,18.6,,0,0,0,1,9,0,9,318,336,,6,353,353,
WC1X0ES,WC1X 0ES,WC,107,122.7,460,6,13.8,123.3,162.2,395.5,10,11.5,36,1,1,11.8,15.3,36,0,0,1,4,12,2,14,195,133,16,99,201,222,346
WC1X0ET,WC1X 0ET,WC,16.8,90.3,331,7,14,139.7,187.5,331,1.3,9.2,36,1,1,13.7,19.3,36,0,0,1,4,3,1,4,138,105,0,76,171,201,293
WC1X0EX,WC1X 0EX,WC,107,96.8,205,,18,119.3,119.3,,10,9.3,21,,1,11.7,11.7,,0,0,0,2,7,0,7,326,233,,117,293,293,
WC1X0GD,WC1X 0GD,WC,79.7,175.9,1000,7,15,88.3,190.4,666.7,19.1,14.3,20,0,1,9.1,7.5,0,0,0,1,2,28,6,34,181,153,8,5,109,90,0
WC1X0HA,WC1X 0HA,WC,107,131.3,331,,21.5,135.2,167.8,331,10,13.2,36,,1,13.4,17.2,36,0,0,0,2,5,1,6,423,256,,466,457,408,166
WC1X0HB,WC1X 0HB,WC,107,148.4,593,8,18.3,165.8,237,593,10,12.6,39,1,1,16.6,20.3,39,0,0,1,3,5,1,6,410,276,249,709,264,220,0
WC1X0HF,WC1X 0HF,WC,18.3,16.6,22.35,5,19,,,,1,0.8,1.2,1,0.8,,,,0,1,0,5,0,0,0,42,31,14,48,,,
WC1X0HR,WC1X 0HR,WC,59.4,85.6,331,,13,66.3,92.8,331,11.2,14.7,36,,1,13.8,16,36,0,0,0,1,9,1,10,454,343,,0,378,454,1134
WC1X0HS,WC1X 0HS,WC,107,117.2,460,,17,92.9,126.3,460,10,13.4,36,,1,12.4,14.5,36,0,0,0,1,10,1,11,636,696,,16,443,403,0
WC1X0HT,WC1X 0HT,WC,107,146.7,331,,,113.2,146.7,331,19.1,18.7,36,,,15.6,18.8,36,0,0,0,0,11,2,13,353,165,,,173,325,1166
WC1X0HU,WC1X 0HU,WC,107,150.2,460,,20,105.3,163.3,395.5,10,15.8,36,,5,12.1,16.9,36,0,0,0,1,8,2,10,1162,494,,4746,612,571,408
WC1X0HX,WC1X 0HX,WC,107,77.3,107,,16,88.5,88.5,,10,10.3,19.53,,1,12,12,,0,0,0,2,11,0,11,272,184,,38,315,315,
WC1X0HZ,WC1X 0HZ,WC,79.8,144.1,593,,13,96.5,149.8,505.7,19.8,18.5,39,,1,16.4,19.2,38,0,0,0,1,20,3,23,670,602,,97,731,636,7
WC1X0JG,WC1X 0JG,WC,107,127.7,331,6,26,129.9,150,331,13.6,15.6,36,1,10,15.6,17.6,36,0,0,1,1,9,1,10,433,310,53,318,417,439,638
WC1X0JP,WC1X 0JP,WC,52,115.7,593,,21.3,130.5,196.6,593,5,9.5,39,,1.2,12.8,16.6,39,0,0,0,6,6,1,7,1280,382,,397,1951,1672,0
WC1X0JS,WC1X 0JS,WC,107,146.3,460,8,18,143,200.1,352.5,10,14.6,36,0.7,1,14.2,20.1,36,0,0,3,6,16,6,22,283,243,25,218,265,310,429
WC1X0JX,WC1X 0JX,WC,37.7,67.8,205,,20,115.6,115.6,,3.1,6.2,21,,1.2,11.2,11.2,,0,0,0,5,5,0,5,229,158,,123,244,244,
WC1X0JZ,WC1X 0JZ,WC,107,114.5,331,,21.2,156,181,331,10,11.2,36,,1.2,15.5,18.4,36,0,0,0,5,6,1,7,652,271,,298,465,626,1591
WC1X0LG,WC1X 0LG,WC,22.5,97.4,331,,19.5,156,191,331,1.3,9.5,36,,1.2,15.5,19.6,36,0,0,0,6,4,1,5,370,178,,255,591,509,178
WC1X0LQ,WC1X 0LQ,WC,9.7,19.3,79.66,8.6,16,80,80,,1.2,3.4,20,1,1,20,20,,0,0,5,2,1,0,1,213,189,164,241,189,189,
WC1X0LR,WC1X 0LR,WC,107,116.4,331,,19.1,123.4,155.9,331,10,12,36,,1.1,12.9,16.5,36,0,0,0,13,27,5,32,359,261,,218,343,338,312
WC1X0LS,WC1X 0LS,WC,77.6,74.6,79.91,,,74.6,74.6,,19.8,19.6,20,,,19.6,19.6,,0,0,0,0,8,0,8,606,379,,,606,606,
WC1X0LT,WC1X 0LT,WC,79.7,73.4,205,,20.3,87.9,87.9,,10,11.7,21,,2,14.4,14.4,,0,0,0,6,22,0,22,398,342,,88,447,447,
WC1X0LX,WC1X 0LX,WC,92.6,97.7,205,,21,108.6,108.6,,14.8,13.8,21,,1,15.7,15.7,,0,0,0,1,7,0,7,703,558,,0,602,602,
WC1X0NB,WC1X 0NB,WC,78.1,92,205,,23,103.3,103.3,,19.5,15.8,21,,1,18.3,18.3,,0,0,0,1,6,0,6,664,623,,40,768,768,
WC1X0ND,WC1X 0ND,WC,78.1,104.8,593,7,18.7,121,151,461.3,10,12.5,39,1,1.4,16.5,18.4,37,0,0,2,16,31,3,34,493,353,123,306,587,545,105
WC1X0NF,WC1X 0NF,WC,79,118.5,593,,,86.9,118.5,593,19.5,16.8,39,,,15.3,16.8,39,0,0,0,0,15,1,16,445,279,,,386,362,0
WC1X0PA,WC1X 0PA,WC,54.8,93.8,331,6,18,74.4,102.9,331,10,13.7,36,0,1,12.6,15.2,36,0,0,1,1,16,2,18,510,427,79,483,562,535,318
WC1X0PB,WC1X 0PB,WC,107,107.2,331,,23,100.3,125.9,331,10,12.6,36,,1.5,12.5,15.1,36,0,0,0,2,8,1,9,608,322,,59,639,730,1460
WC1X0PE,WC1X 0PE,WC,65.8,75.4,107,,,75.4,75.4,,10,12,15.94,,,12,12,,0,0,0,0,9,0,9,770,783,,,770,770,
WC1X0PF,WC1X 0PF,WC,77.7,89.1,205,,22,97.5,97.5,,10,13.2,21,,1,14.8,14.8,,0,0,0,1,8,0,8,655,367,,77,727,727,
WC1X0PG,WC1X 0PG,WC,44.9,56.5,107,,23,63.2,63.2,,10,10.1,19.99,,1,11.8,11.8,,0,0,0,1,5,0,5,162,57,,4,194,194,
WC1X0PQ,WC1X 0PQ,WC,72.6,64.2,107,,23,74.5,74.5,,10,12.1,20,,1,15,15,,0,0,0,1,4,0,4,162,89,,14,199,199,
WC1X8AZ,WC1X 8AZ,WC,107,88.3,107,,,88.2,88.2,,10,11.7,19.98,,,11.7,11.7,,0,0,0,0,9,0,9,258,158,,,229,229,
WC1X8BD,WC1X 8BD,WC,54.8,50.1,77.19,7.7,20,56.8,56.8,,16.3,13.5,20,0.7,4,15.6,15.6,,0,0,3,2,28,0,28,630,531,279,289,692,692,
WC1X8EB,WC1X 8EB,WC,107,121.3,331,,24,111.1,129.4,331,10,15.1,36,,1,14.5,16.3,36,0,0,0,1,11,1,12,413,390,,39,405,410,458
WC1X8EH,WC1X 8EH,WC,54.8,71.4,205,,16,83.7,83.7,,13,12.4,21,,1,13.6,13.6,,0,0,0,2,9,0,9,396,376,,77,335,335,
WC1X8EJ,WC1X 8EJ,WC,54.8,54.4,78.13,,16,60.7,60.7,,10,11.6,19.53,,1,11.5,11.5,,0,0,0,1,6,0,6,373,336,,100,356,356,
WC1X8EL,WC1X 8EL,WC,79.9,149.8,500,,18,83,166.1,415.5,10,15,36,,1,11.3,13,18,0,0,0,1,6,2,8,272,241,,244,232,174,0
WC1X8ER,WC1X 8ER,WC,76.7,70.7,79.91,,,70.7,70.7,,19.6,17.1,19.98,,,17,17,,0,0,0,0,6,0,6,422,447,,,423,423,
WC1X8ES,WC1X 8ES,WC,76.3,75,79.67,,,75,75,,20,19.7,20,,,19.7,19.7,,0,0,0,0,9,0,9,324,270,,,288,288,
WC1X8EW,WC1X 8EW,WC,69.5,63.8,79.99,,,63.8,63.8,,19.5,17.5,20,,,17.5,17.5,,0,0,0,0,6,0,6,64,64,,,64,64,
WC1X8HR,WC1X 8HR,WC,16.2,44,330,,15.4,,330,330,1.1,5.5,50,,1.1,,50,50,0,0,0,10,0,1,1,220,146,,73,,804,804
WC1X8JR,WC1X 8JR,WC,23.3,102.6,331,,19.8,205,268,331,1.2,10.2,36,,1,21,28.5,36,0,0,0,4,1,1,2,581,510,,364,1432,1015,598
WC1X8JX,WC1X 8JX,WC,150,200.9,1000,,19.5,125,291.7,625,1.2,1.1,1.26,,1.2,0,0,0,0,0,0,6,8,4,12,79,48,,79,0,0,0
WC1X8JY,WC1X 8JY,WC,50,67.9,150,,22.8,90.4,90.4,,1.2,1.1,1.27,,1.2,0,0,,0,0,0,6,12,0,12,122,75,,122,0,0,
WC1X8JZ,WC1X 8JZ,WC,50,127.9,1000,10,22.5,78.5,190.4,750,1.2,1.1,1.26,1,1.2,0,0,0,0,0,1,6,10,2,12,35,28,0,35,0,0,0
WC1X8LR,WC1X 8LR,WC,17.5,66.5,331,8,17.2,107,219,331,1.2,6.5,36,0,1,10,23,36,0,0,1,5,1,1,2,162,143,0,149,222,111,0
WC1X8NX,WC1X 8NX,WC,54.8,57.4,79.67,,19,63.8,63.8,,10,12.7,20,,1,14.5,14.5,,0,0,0,1,6,0,6,521,465,,242,481,481,
WC1X8PN,WC1X 8PN,WC,18.4,44.4,205,8,16.7,121.3,121.3,,1,4,21,1,1,12,12,,0,0,1,7,3,0,3,146,79,37,160,100,100,
WC1X8PP,WC1X 8PP,WC,23.4,60.7,205,7,20.7,109,109,,1.3,6.5,21,1,1.1,12.6,12.6,,0,1,1,7,8,0,8,279,269,77,129,321,321,
WC1X8PX,WC1X 8PX,WC,55.9,70.9,460,8,17.8,67.4,89.2,460,15.7,13.7,36,1,2,16.5,17.6,36,0,0,1,5,17,1,18,320,164,27,83,360,384,790
WC1X8QF,WC1X 8QF,WC,19.6,16.2,23.44,7.5,18.7,,,,1.1,1.9,9.54,5,1,,,,0,0,2,7,0,0,0,99,92,9,69,,,
WC1X8RB,WC1X 8RB,WC,23.7,64.2,205,7,22,139.7,139.7,,1.4,5.8,21,0,1.3,13.7,13.7,,0,0,1,4,3,0,3,81,40,0,78,85,85,
WC1X8SF,WC1X 8SF,WC,21.7,21.4,22.01,,21.4,,,,1.1,1.1,1.25,,1.2,,,,0,0,0,5,0,0,0,235,77,,235,,,
WC1X8SL,WC1X 8SL,WC,18.5,62.4,331,8.5,19.1,205,268,331,1.2,6,36,0.5,1.1,21,28.5,36,0,0,2,7,1,1,2,245,222,9,232,564,282,0
WC1X8SP,WC1X 8SP,WC,77.8,59.1,107,,21.8,72.5,72.5,,18.7,13.7,20,,4.6,16.9,16.9,,0,0,0,5,14,0,14,419,229,,481,396,396,
WC1X8TL,WC1X 8TL,WC,51.5,136.3,593,,21.7,80,251,593,10.6,13.8,39,,1.3,20,26.3,39,0,0,0,3,2,1,3,134,68,,45,268,179,0
WC1X8TP,WC1X 8TP,WC,23.2,57.2,205,7.3,21.3,115.8,115.8,,1.3,7.4,21,1,1.3,16.2,16.2,,0,0,3,4,5,0,5,187,58,6,104,288,288,
WC1X8TU,WC1X 8TU,WC,107,106.8,460,,18.5,107,177.6,460,10,8.9,36,,1,10,15.2,36,0,0,0,4,4,1,5,251,155,,67,273,348,645
WC1X8UB,WC1X 8UB,WC,23.4,79,331,,21.1,114.2,145.1,331,1.3,7.4,36,,1.1,11,14.6,36,0,0,0,8,6,1,7,224,191,,146,150,250,849
WC1X8UE,WC1X 8UE,WC,64.7,83.2,460,,20.6,79,102.8,460,10,13.1,36,,1.8,15.3,16.6,36,0,0,0,5,15,1,16,327,330,,395,304,285,0
WC1X9AA,WC1X 9AA,WC,20,91.4,331,,17.6,156,214.3,331,1.2,9.1,36,,1.2,15.5,22.3,36,0,0,0,5,2,1,3,307,287,,142,568,378,0
WC1X9AB,WC1X 9AB,WC,20,104.5,593,5,17.8,79.5,303,526.5,1.1,7.6,39,1,1,7.5,22.5,37.5,0,1,0,8,2,2,4,173,70,0,138,53,114,175
WC1X9AD,WC1X 9AD,WC,79.9,83.1,107,,,83,83,,12,14.4,20,,,14.4,14.4,,0,0,0,0,5,0,5,402,333,,,402,402,
WC1X9AE,WC1X 9AE,WC,13.3,14.5,20.71,10,15.8,,,,1.1,1.1,1.26,1,1.3,,,,0,0,1,4,0,0,0,305,302,348,294,,,
WC1X9AF,WC1X 9AF,WC,74.6,239,1096,,,67.6,239,1096,20,23.1,49,,,18,23.2,49,0,0,0,0,5,1,6,384,55,,,384,320,0
WC1X9AJ,WC1X 9AJ,WC,59.3,99.3,460,,27,58,108.3,460,15.2,15.3,36,,6,13.7,16.5,36,0,0,0,1,7,1,8,342,194,,132,372,326,0
WC1X9AN,WC1X 9AN,WC,61,67,107,,,67,67,,14.5,13.7,19.07,,,13.8,13.8,,0,0,0,0,5,0,5,200,176,,,160,160,
WC1X9AP,WC1X 9AP,WC,61.5,87.8,205,,18,105.3,105.3,,10,12,21,,1,14.8,14.8,,0,0,0,1,4,0,4,421,212,,113,498,498,
WC1X9AZ,WC1X 9AZ,WC,54.8,129.4,593,,13,60,148.8,593,10,15.7,39,,1,14,18.2,39,0,0,0,1,5,1,6,170,164,,222,159,133,0
WC1X9BA,WC1X 9BA,WC,55,48.5,107,9,13,66.8,66.8,,10,10.1,20,1,1,14.7,14.7,,0,0,1,2,6,0,6,183,124,158,127,206,206,
WC1X9BD,WC1X 9BD,WC,107,132.2,1096,,15.3,101.1,159.6,1096,10,11.2,49,,1,11.4,13.6,49,0,0,0,4,16,1,17,350,234,,93,327,308,0
WC1X9BG,WC1X 9BG,WC,71.6,106.2,460,3,17,95.4,118.2,460,14.5,14.6,36,0,1,15,16.3,36,0,1,0,1,15,1,16,372,154,38,12,264,322,1199
WC1X9BH,WC1X 9BH,WC,107,108,593,,17,88.3,112.3,593,10,13.1,39,,1,12.3,13.6,39,0,0,0,1,20,1,21,408,186,,104,383,365,0
WC1X9BJ,WC1X 9BJ,WC,66.3,98.7,331,,22,64.1,112.6,331,18.4,18.2,36,,4.5,17.3,20.7,36,0,0,0,2,9,2,11,363,336,,39,369,422,662
WC1X9BN,WC1X 9BN,WC,67.8,72.5,205,8,17,89.1,89.1,,12.5,12.3,21,0,1,15.5,15.5,,0,0,1,3,14,0,14,388,192,0,24,411,411,
WC1X9BP,WC1X 9BP,WC,78.9,93.2,331,,20,84.9,96.6,331,13.8,15.1,36,,1,14.8,15.8,36,0,0,0,1,20,1,21,432,263,,46,452,430,0
WC1X9BS,WC1X 9BS,WC,107,135,331,,,95.8,135,331,14.8,17.6,36,,,14,17.7,36,0,0,0,0,5,1,6,922,529,,,922,769,0
WC1X9BZ,WC1X 9BZ,WC,79.8,253.6,1096,,,85,253.5,1096,20,23.2,49,,,18,23.2,49,0,0,0,0,5,1,6,384,281,,,384,320,0
WC1X9DB,WC1X 9DB,WC,54.8,60.1,107,,18,73.1,73.1,,10,9.7,20,,0.8,12.5,12.5,,0,0,0,4,13,0,13,411,385,,327,406,406,
WC1X9DS,WC1X 9DS,WC,20.6,73.6,460,8,20.2,,460,460,1,5.4,36,1,1,,36,36,0,0,1,6,0,1,1,115,40,76,121,,0,0
WC1X9EA,WC1X 9EA,WC,16.3,15.2,19.47,8.5,16.1,,,,1.1,1,1.25,1,1,,,,0,0,2,14,0,0,0,233,169,39,244,,,
WC1X9EB,WC1X 9EB,WC,15,14.8,19.87,7,16.3,,,,1.1,1,1.25,1,1.1,,,,0,1,2,15,0,0,0,192,152,125,193,,,
WC1X9ED,WC1X 9ED,WC,15.8,15.5,18.77,5,16.1,,,,1.1,1,1.25,1,1,,,,0,0,1,19,0,0,0,188,116,424,165,,,
WC1X9EE,WC1X 9EE,WC,107,94.3,460,,17.7,111.3,143,460,10,8.3,36,,1.1,10.6,12.9,36,0,0,0,7,10,1,11,236,169,,114,298,271,0
WC1X9EF,WC1X 9EF,WC,16.9,15.5,20.04,9,16.4,,,,1.1,1,1.25,1,1,,,,0,0,1,7,0,0,0,296,364,103,282,,,
WC1X9EG,WC1X 9EG,WC,16.4,15.7,19.06,10,17.3,,,,1.1,1,1.16,1,1,,,,0,0,1,4,0,0,0,265,155,17,261,,,
WC1X9ES,WC1X 9ES,WC,80,109.1,331,,16,102.3,113.7,331,17,15.7,36,,10,14.9,15.9,36,0,0,0,1,19,1,20,329,188,,181,293,320,830
WC1X9EX,WC1X 9EX,WC,61.9,93.7,205,,15,172.3,172.3,,5.6,9.2,21,,1,17.3,17.3,,0,0,0,3,3,0,3,237,252,,148,325,325,
WC1X9EZ,WC1X 9EZ,WC,156,219.4,460,,,126.6,219.4,374,15.5,21.1,36,,,12.2,21.1,36,0,0,0,0,5,3,8,656,537,,,385,574,889
WC1X9HA,WC1X 9HA,WC,107,132,1096,,20.1,118.3,166.7,586,10,11.2,49,,1.1,11.3,14.3,40.3,0,0,0,9,26,3,29,325,236,,258,312,290,102
WC1X9HB,WC1X 9HB,WC,107,115.5,331,,16.3,127.1,152.6,331,10,11.5,36,,1,12.4,15.4,36,0,0,0,6,14,2,16,508,372,,488,387,452,908
WC1X9HE,WC1X 9HE,WC,107,89.3,205,,21.2,118.6,118.6,,10,8.5,21,,1.2,11.6,11.6,,0,0,0,6,14,0,14,433,301,,107,388,388,
WC1X9HF,WC1X 9HF,WC,107,128.2,331,,,96.9,128.1,331,10,16.2,36,,,13.2,16.2,36,0,0,0,0,13,2,15,350,178,,,333,304,117
WC1X9HG,WC1X 9HG,WC,62.2,100.1,331,8,16,94.7,116.2,331,10,14.3,36,1,1,14.8,16.7,36,0,0,1,1,10,1,11,416,315,121,619,437,424,299
WC1X9JD,WC1X 9JD,WC,74.2,64.2,79.54,,23,72.4,72.4,,19.8,15.1,20,,1,18,18,,0,0,0,1,5,0,5,128,110,,159,121,121,
WC1X9JH,WC1X 9JH,WC,16.1,14.7,20.53,7.7,17,,,,1.1,1.1,1.27,1.1,1.1,,,,0,0,7,21,0,0,0,331,224,131,335,,,
WC1X9JX,WC1X 9JX,WC,107,135.3,331,,19,88.1,144.2,331,18.2,18.2,36,,0,14.6,19.5,36,0,0,0,1,10,3,13,630,572,,0,590,630,765
WC1X9LE,WC1X 9LE,WC,55.1,58.8,107,6,,67.5,67.5,,10,11.1,20,0,,12.8,12.8,,0,0,1,0,6,0,6,546,521,521,,551,551,
WC1X9LF,WC1X 9LF,WC,86,97,331,7,12,91.6,111.6,331,10,11.9,36,1,1,11.7,13.8,36,0,0,1,1,11,1,12,283,104,4,0,288,306,503
WC1X9LG,WC1X 9LG,WC,107,99.9,205,,20.5,115.7,115.7,,10,12,21,,1,14.2,14.2,,0,0,0,2,10,0,10,549,318,,236,557,557,
WC1X9LN,WC1X 9LN,WC,20.9,42.9,205,,18.6,95.3,95.3,,1.1,6.5,21,,1.1,18.3,18.3,,0,0,0,13,6,0,6,385,211,,191,740,740,
WC1X9LQ,WC1X 9LQ,WC,77.8,65.1,79.67,,15,72.3,72.3,,19.5,16.1,20,,1,18.3,18.3,,0,0,0,1,7,0,7,687,461,,20,782,782,
WC1X9LR,WC1X 9LR,WC,18.6,40.4,107,9,17,107,107,,1.3,3.6,10,0.5,1.3,10,10,,0,0,2,3,2,0,2,158,170,10,224,127,127,
WC1X9LS,WC1X 9LS,WC,77.3,74.1,79.91,,,74.2,74.2,,19.8,18.2,20,,,18.2,18.2,,0,0,0,0,6,0,6,295,323,,,295,295,
WC1X9LX,WC1X 9LX,WC,75.6,97.8,331,,17.1,143.6,162.3,331,10,10.5,36,,1.1,16,18,36,0,0,0,8,9,1,10,359,226,,101,494,494,488
WC1X9LZ,WC1X 9LZ,WC,18.8,95.8,331,,16,146.2,215.5,331,1.2,9.6,36,,1.1,14.4,22.5,36,0,0,0,12,5,3,8,422,240,,290,510,621,806
WC1X9NB,WC1X 9NB,WC,77.9,98.3,460,,24,85,107.1,460,19.5,16,36,,1,16.6,17.7,36,0,0,0,2,16,1,17,580,463,,104,592,602,769
WC1X9ND,WC1X 9ND,WC,18.7,47.8,107,,18.3,107,107,,1.2,4.1,10,,1,10,10,,0,0,0,4,2,0,2,197,137,,93,406,406,
WC1X9NH,WC1X 9NH,WC,16.3,53.2,205,4.5,17,156,156,,1,5,21,0.5,1,15.5,15.5,,1,0,1,3,2,0,2,191,114,33,323,57,57,
WC1X9NL,WC1X 9NL,WC,107,109.2,205,,19,135,135,,10,10.4,21,,1,13.1,13.1,,0,0,0,2,7,0,7,485,416,,364,381,381,
WC1X9NT,WC1X 9NT,WC,93.4,94.7,205,,22.5,109.2,109.2,,10,12,21,,1,14.2,14.2,,0,0,0,2,10,0,10,516,333,,32,613,613,
WC1X9NW,WC1X 9NW,WC,205,261.6,593,,21,156,301.7,593,21,20.2,39,,1,15.5,23.3,39,0,0,0,1,4,2,6,158,20,,1,158,105,0
WC1X9NX,WC1X 9NX,WC,54.9,72.2,205,,19,76.7,76.7,,10,12.8,21,,1,13.8,13.8,,0,0,0,1,12,0,12,299,231,,0,299,299,
