postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines
WC1X9PA,WC1X 9PA,WC,93.3,128.4,331,,,88,128.5,331,18.9,19,36,,,15.6,19,36,0,0,0,0,5,1,6,501,247,,,369,334,156
WC1X9PD,WC1X 9PD,WC,79.7,96,331,,16,84.6,98.3,331,19.5,16.7,36,,1,16,17.1,36,0,0,0,1,34,2,36,356,199,,267,353,338,90
WC1X9PF,WC1X 9PF,WC,78.1,93.3,331,,,85.8,93.3,331,19.5,16.1,36,,,15.5,16.1,36,0,0,0,0,32,1,33,336,258,,,310,316,498
WC1X9PG,WC1X 9PG,WC,107,110.1,205,,21,129.9,129.9,,19.5,14,21,,1,16.9,16.9,,0,0,0,2,9,0,9,506,444,,234,510,510,
WC1X9PJ,WC1X 9PJ,WC,69.2,53.5,77.54,,14.5,73,73,,19,13.3,20,,1,19.5,19.5,,0,0,0,2,4,0,4,535,541,,234,685,685,
WC1X9PR,WC1X 9PR,WC,69.6,62.5,77.09,,16,69.1,69.1,,19.8,17,20,,1,19.3,19.3,,0,0,0,1,7,0,7,414,346,,53,466,466,
WC1X9PT,WC1X 9PT,WC,93.4,100.2,205,,13,112.6,112.6,,12.1,13.7,21,,1,15.6,15.6,,0,0,0,2,14,0,14,353,249,,146,383,383,
WC1X9PX,WC1X 9PX,WC,73.9,82.9,331,,21.3,82.7,113.8,331,12.1,12.6,36,,1.3,15.7,18.3,36,0,0,0,4,7,1,8,562,351,,401,667,643,473
WC1X9QA,WC1X 9QA,WC,22.7,35.9,107,,21.6,107,107,,1.2,2.7,10,,1.2,10,10,,0,0,0,5,1,0,1,48,44,,20,93,93,
WC1X9QE,WC1X 9QE,WC,79.5,115.2,331,,,79.3,115.2,331,14.8,17.2,36,,,14.1,17.2,36,0,0,0,0,12,2,14,572,397,,,541,490,185
WC1X9QG,WC1X 9QG,WC,65.9,64.7,107,,30,71.8,71.8,,11.3,12,20,,13,12,12,,0,0,0,1,5,0,5,239,237,,353,121,121,
WC1X9QP,WC1X 9QP,WC,78.7,140.3,331,,,102.2,140.3,331,20,22,36,,,19.2,22,36,0,0,0,0,5,1,6,299,214,,,302,299,285
WC1X9QR,WC1X 9QR,WC,70.2,123.4,593,,15,82.7,130.1,462,17,16.5,39,,1,14.6,17.4,37.5,0,0,0,1,14,2,16,214,194,,0,194,201,245
WC1X9QT,WC1X 9QT,WC,56.8,54.1,72.15,,27,56.8,56.8,,17,14.9,20,,4,16,16,,0,0,0,1,10,0,10,419,349,,194,441,441,
WC1X9QW,WC1X 9QW,WC,79.7,104.4,205,,,104.3,104.3,,19,17.5,21,,,17.5,17.5,,0,0,0,0,6,0,6,543,384,,,543,543,
WC1X9QZ,WC1X 9QZ,WC,107,104.2,205,,19.8,142.6,142.6,,10,10,21,,1,14,14,,0,0,0,5,11,0,11,311,198,,179,372,372,
WC1X9RA,WC1X 9RA,WC,107,80,205,3,19,123.3,123.3,,10,7.5,21,1,1,11.8,11.8,,0,1,0,3,6,0,6,217,166,22,213,143,143,
WC1X9RD,WC1X 9RD,WC,65.1,131.9,460,9,18.2,156,247.3,356.8,5.6,12.9,36,0.5,1,15.5,24.8,36,0,0,2,9,6,5,11,253,155,74,175,221,257,301
WC2A1AA,WC2A 1AA,WC,18.6,14.7,24.14,4,19,,,,0.9,0.9,1.23,0.5,1,,,,1,0,1,5,0,0,0,106,82,21,119,,,
WC2A1AF,WC2A 1AF,WC,22.7,20.1,24.2,8,21.7,,,,1.2,1.1,1.27,0,1.3,,,,0,0,1,7,0,0,0,158,105,0,158,,,
WC2A1LS,WC2A 1LS,WC,20.4,17.3,21.73,,17.4,,,,1.2,1.1,1.26,,1.2,,,,0,0,0,5,0,0,0,583,156,,467,,,
WC2A1PU,WC2A 1PU,WC,160,137,160,,,137,137,,30,26.7,30,,,26.7,26.7,,0,0,0,0,15,0,15,244,191,,,244,244,
WC2A2AT,WC2A 2AT,WC,500,517.7,1000,,22,134.5,521.5,833.3,1.3,1.3,1.26,,1,0,0,0,0,0,0,1,58,72,130,,,,0,0,0,0
WC2A2JR,WC2A 2JR,WC,150,134.8,150,,23,144.2,144.2,,10.6,10.6,20,,1,1.7,1.7,,0,0,0,1,12,0,12,21,21,,33,1,1,
WC2A3HP,WC2A 3HP,WC,11.5,77.2,330,5.3,17.5,160,245,330,1.1,12,50,0.7,1,30,40,50,0,1,2,2,1,1,2,427,290,0,245,238,609,979
WC2A3JX,WC2A 3JX,WC,21.5,20,23.24,10,21.4,,,,1.2,1.2,1.28,1,1.3,,,,0,0,1,8,0,0,0,223,256,284,104,,,
WC2A3UP,WC2A 3UP,WC,21.1,19.6,24.38,8,20.6,,,,1.1,1.1,1.26,0,1.2,,,,0,0,1,12,0,0,0,52,43,46,53,,,
WC2B4AB,WC2B 4AB,WC,79.7,64.9,79.98,,24,69,69,,19,15.4,20,,1,16.8,16.8,,0,0,0,1,10,0,10,334,265,,452,323,323,
WC2B4AG,WC2B 4AG,WC,43.9,50.1,79.75,,23.5,57.7,57.7,,10,10.5,20,,1,13.1,13.1,,0,0,0,2,7,0,7,400,163,,181,463,463,
WC2B4AH,WC2B 4AH,WC,66.9,57.7,79.98,,24,71,71,,19,12.8,20,,1,17.6,17.6,,0,0,0,2,5,0,5,300,180,,94,382,382,
WC2B4AW,WC2B 4AW,WC,21.2,18.7,23.44,8,19.9,,,,1,1,1.25,1,1,,,,0,0,1,9,0,0,0,114,75,114,114,,,
WC2B4AY,WC2B 4AY,WC,78.8,87.6,150,,,87.7,87.7,,19.9,18.3,20,,,14.7,14.7,,0,0,0,0,20,0,20,174,155,,,131,131,
WC2B4AZ,WC2B 4AZ,WC,60.2,54.3,78.77,,21,62.5,62.5,,17.9,13.9,20,,3,16.6,16.6,,0,0,0,2,8,0,8,243,147,,23,298,298,
WC2B4BD,WC2B 4BD,WC,77.8,70.2,79.76,,,70.1,70.1,,19.5,18.3,20,,,18.3,18.3,,0,0,0,0,7,0,7,495,401,,,495,495,
WC2B4BJ,WC2B 4BJ,WC,51.9,47.1,79.76,,20.3,68.6,68.6,,7,9.2,20,,1.8,15,15,,0,0,0,4,5,0,5,472,170,,117,756,756,
WC2B4BQ,WC2B 4BQ,WC,79.8,64.9,79.98,,23.5,78.8,78.8,,19.1,14.4,20,,1,18.8,18.8,,0,0,0,2,6,0,6,127,100,,136,124,124,
WC2B4BS,WC2B 4BS,WC,78.9,61.1,79.98,,24.5,79.5,79.5,,19.8,14.6,20,,4,20,20,,0,0,0,2,4,0,4,202,116,,405,101,101,
WC2B4BX,WC2B 4BX,WC,78.1,63.6,79.74,,22,75.6,75.6,,19.5,14.6,20,,1,18.4,18.4,,0,0,0,2,7,0,7,442,277,,51,490,490,
WC2B4RL,WC2B 4RL,WC,22.7,21.3,23.56,,21.3,,,,1.2,1.2,1.27,,1.2,,,,0,0,0,10,0,0,0,155,83,,124,,,
WC2B5AA,WC2B 5AA,WC,23,48.1,205,,20.7,130.7,130.7,,1.2,5.1,21,,1.1,17,17,,0,0,0,9,3,0,3,159,88,,74,414,414,
WC2B5EF,WC2B 5EF,WC,107,79.3,107,,23,93.3,93.3,,10,7.2,10,,1,8.8,8.8,,0,0,0,1,4,0,4,126,110,,180,50,50,
WC2B5EG,WC2B 5EG,WC,107,172.2,1096,7,19.5,122.9,226.3,536.4,10,14.2,49,1,1.2,11.9,18.7,39.2,0,0,1,6,15,5,20,273,145,2,334,228,214,170
WC2B5EL,WC2B 5EL,WC,20.6,19.5,23.26,,19.5,,,,1.2,1.1,1.26,,1.1,,,,0,0,0,8,0,0,0,121,96,,121,,,
WC2B5EN,WC2B 5EN,WC,107,144.4,460,,23,135.6,173.7,356.8,10,14,36,,1.1,13.2,17.1,36,0,0,0,7,24,5,29,253,181,,66,172,202,348
WC2B5EP,WC2B 5EP,WC,50,85.3,331,5,20.8,111.5,142.9,331,1.2,8.3,36,0,1.2,6.8,11,36,0,0,1,5,6,1,7,261,179,2,268,188,181,136
WC2B5ER,WC2B 5ER,WC,107,92.6,107,,20,107,107,,10,8.5,10,,1,10,10,,0,0,0,1,5,0,5,267,370,,101,247,247,
WC2B5ES,WC2B 5ES,WC,107,174.9,1000,,19.7,130,226.7,1000,10,8.3,21,,1.3,8.9,7.9,0,0,0,0,3,8,1,9,267,153,,152,177,157,0
WC2B5EU,WC2B 5EU,WC,73.8,65.4,150,,22.5,70.8,70.8,,16.5,15,20,,5.5,15.3,15.3,,0,0,0,2,16,0,16,423,223,,147,431,431,
WC2B5EX,WC2B 5EX,WC,21.7,18.8,23.48,,18.8,,,,1.2,1.2,1.26,,1.2,,,,0,0,0,9,0,0,0,70,5,,62,,,
WC2B5JS,WC2B 5JS,WC,20.5,28.3,79.67,6.5,18.6,65.3,65.3,,1.1,5.3,20,3.5,1,16.7,16.7,,0,0,2,7,3,0,3,229,93,47,101,270,270,
WC2B5LE,WC2B 5LE,WC,107,125.8,331,,21.5,126.6,160.7,331,10,12.4,36,,1,12.2,16.2,36,0,0,0,2,5,1,6,423,259,,23,435,415,315
WC2B5LF,WC2B 5LF,WC,79.5,75,205,,16.3,114.2,114.2,,7.5,7.1,21,,1.3,11,11,,0,0,0,4,6,0,6,222,217,,104,226,226,
WC2B5LL,WC2B 5LL,WC,36.3,80.4,205,,18.8,142.3,142.3,,3.1,7.7,21,,1,14.3,14.3,,0,0,0,4,4,0,4,406,234,,463,247,247,
WC2B5LQ,WC2B 5LQ,WC,107,239,1000,,17.4,131.5,331.3,731,10,24.3,115,,1,12.8,33.9,76.3,0,0,0,5,8,4,12,748,263,,68,370,720,1418
WC2B5NB,WC2B 5NB,WC,107,98.9,205,,20,146.2,146.2,,10,9.4,21,,1,14.4,14.4,,0,0,0,3,5,0,5,349,316,,177,382,382,
WC2B5ND,WC2B 5ND,WC,107,136,593,,18.6,106.3,189.7,439.8,10,11.8,39,,1,10.1,16.8,37,0,0,0,11,18,6,24,384,237,,345,174,290,636
WC2B5NF,WC2B 5NF,WC,19.1,28.9,107,8,17.4,107,107,,1.2,2.2,10,1,1,10,10,,0,0,1,5,1,0,1,133,87,234,107,163,163,
WC2B5NH,WC2B 5NH,WC,107,209.8,460,,22,131.5,241,460,10,17.7,36,,1,12.8,20.5,36,0,0,0,1,4,2,6,686,436,,1,559,686,940
WC2B5NT,WC2B 5NT,WC,107,70.5,107,,19.4,96,96,,10,6.4,10,,1,9,9,,0,0,0,5,10,0,10,288,194,,70,311,311,
WC2B5PH,WC2B 5PH,WC,20.3,70.2,205,7,16,156,156,,1.3,6.8,21,1,1,15.5,15.5,,0,0,1,2,2,0,2,201,93,93,316,140,140,
WC2B5PS,WC2B 5PS,WC,107,115.9,331,,17.5,112.2,148.7,331,10,14.8,36,,1,16,19.3,36,0,0,0,2,5,1,6,720,681,,0,924,840,420
WC2B5QD,WC2B 5QD,WC,17.7,60.1,460,1,17.5,,460,460,1.3,4.6,36,1,1.3,,36,36,1,0,0,8,0,1,1,258,103,6,280,,330,330
WC2B5QF,WC2B 5QF,WC,107,88.2,205,2,19.5,150.4,150.4,,10,9.3,30,1,1,16.6,16.6,,0,1,0,6,8,0,8,165,75,27,104,228,228,
WC2B5QG,WC2B 5QG,WC,80,63.8,107,,12.5,98,98,,10,8.5,20,,1,13.3,13.3,,0,0,0,2,3,0,3,215,208,,126,202,202,
WC2B5QN,WC2B 5QN,WC,21.5,20.2,24.38,8,20.8,,,,1.2,1.1,1.27,1,1.1,,,,0,0,1,20,0,0,0,161,93,34,167,,,
WC2B5RH,WC2B 5RH,WC,54.8,52.9,79.74,,22,60.5,60.5,,10,11.5,20,,1,14,14,,0,0,0,1,4,0,4,336,206,,206,369,369,
WC2B5RX,WC2B 5RX,WC,22.2,21.8,24.38,,21.8,,,,1.2,1.2,1.27,,1.2,,,,0,0,0,10,0,0,0,118,35,,107,,,
WC2B5SD,WC2B 5SD,WC,54.8,57.4,79.98,,23,59.4,59.4,,10,13.8,20,,1,14.5,14.5,,0,0,0,1,17,0,17,312,149,,76,307,307,
WC2B5SF,WC2B 5SF,WC,72.2,127.1,1000,,23,68,134.6,1000,16.3,15.1,20,,1,16.2,15,0,0,0,0,1,13,1,14,517,472,,68,511,475,0
WC2B5SS,WC2B 5SS,WC,78.1,67.1,79.98,,,67.1,67.1,,19.5,16.3,20,,,16.3,16.3,,0,0,0,0,7,0,7,343,270,,,343,343,
WC2B5TA,WC2B 5TA,WC,22.9,22,24.38,,22,,,,1.1,1.1,1.27,,1,,,,0,0,0,6,0,0,0,61,20,,51,,,
WC2B6PP,WC2B 6PP,WC,17.9,16.8,24.38,9,18,,,,1.1,1,1.22,1,1,,,,0,0,1,6,0,0,0,12,12,1,4,,,
WC2B6TP,WC2B 6TP,WC,107,217.3,1096,,,137.4,217.3,1096,19.5,18.5,49,,,15.7,18.5,49,0,0,0,0,11,1,12,329,256,,,226,219,145
WC2E7AA,WC2E 7AA,WC,23,21,23.58,,21,,,,1.1,1.1,1.25,,1.1,,,,0,0,0,7,0,0,0,156,144,,156,,,
WC2E7BD,WC2E 7BD,WC,31.1,44.5,79.67,,20.6,68.4,68.4,,1.1,7.1,20,,0.8,13.4,13.4,,0,0,0,5,5,0,5,72,23,,36,93,93,
WC2E7BN,WC2E 7BN,WC,23.4,21.9,24.37,,21.9,,,,1.2,1,1.26,,1,,,,0,0,0,8,0,0,0,138,89,,120,,,
WC2E7DD,WC2E 7DD,WC,22.5,20.6,24.2,8,22,,,,1.1,1.1,1.25,1,1.1,,,,0,0,1,9,0,0,0,107,42,6,107,,,
WC2E7HE,WC2E 7HE,WC,21.8,21.1,24.29,,21.2,,,,1,1.1,1.2,,1,,,,0,0,0,6,0,0,0,3,2,,2,,,
WC2E7JA,WC2E 7JA,WC,21.5,21.6,24.38,,21.7,,,,1.2,1.2,1.26,,1.2,,,,0,0,0,6,0,0,0,162,72,,162,,,
WC2E7NT,WC2E 7NT,WC,60.5,54.5,79.67,,20,67.5,67.5,,19.9,13.3,20,,1,16.3,16.3,,0,0,0,3,8,0,8,292,179,,521,170,170,
WC2E7NU,WC2E 7NU,WC,76.3,63.6,79.91,,14,69.9,69.9,,19.5,15.6,20,,1,17.4,17.4,,0,0,0,1,8,0,8,420,390,,36,416,416,
WC2E7NZ,WC2E 7NZ,WC,22.3,153.7,1000,8,19.2,125,363.6,1000,1.2,1.2,1.27,1,1.2,0,0,0,0,0,2,15,8,3,11,94,38,19,92,0,0,0
WC2E7PB,WC2E 7PB,WC,76.3,62.9,80,,23.5,72.8,72.8,,20,14.5,20,,1,17.9,17.9,,0,0,0,2,8,0,8,269,115,,54,323,323,
WC2E7QG,WC2E 7QG,WC,21.4,21.8,24.38,,21.7,,,,1.2,1.2,1.26,,1.2,,,,0,0,0,11,0,0,0,222,109,,222,,,
WC2E8BT,WC2E 8BT,WC,59.6,62.3,79.76,,,62.4,62.4,,15.4,14.9,20,,,15,15,,0,0,0,0,5,0,5,499,175,,,499,499,
WC2E8HN,WC2E 8HN,WC,19.4,18.6,23.44,,18.6,,,,1,1,1.26,,1,,,,0,0,0,12,0,0,0,83,32,,83,,,
WC2E8JD,WC2E 8JD,WC,22,36.1,80,5,22,80,80,,1.1,6.4,20,0,1,20,20,,0,1,0,4,2,0,2,187,90,90,143,138,138,
WC2E8JS,WC2E 8JS,WC,20.7,20.6,23.54,,20.5,,,,1.2,1.1,1.24,,1.1,,,,0,0,0,11,0,0,0,174,70,,127,,,
WC2E8QH,WC2E 8QH,WC,13.1,15.4,23.19,8.5,18.2,,,,1,0.9,1.23,0.5,1,,,,0,0,2,5,0,0,0,38,21,71,17,,,
WC2E8RA,WC2E 8RA,WC,21.2,21,80,3,20.4,80,80,,1.1,2.5,20,0.7,1,20,20,,2,0,1,8,1,0,1,159,67,0,52,702,702,
WC2E8RE,WC2E 8RE,WC,21.8,21.1,23.74,,21,,,,1.1,1.1,1.21,,1.2,,,,0,0,0,5,0,0,0,29,18,,29,,,
WC2E8RF,WC2E 8RF,WC,11.8,11.6,22.07,3.3,19.7,,,,0.7,0.6,1.24,0.3,1,,,,1,1,1,3,0,0,0,70,59,3,67,,,
WC2E9AA,WC2E 9AA,WC,66.5,52.7,79.67,,13,72.8,72.8,,14.5,11.6,19.53,,1,17,17,,0,0,0,2,4,0,4,437,587,,61,516,516,
WC2E9AB,WC2E 9AB,WC,62.5,44.4,80,6,18.7,74,74,,14.5,10.8,20,0.9,1,19.1,19.1,,0,2,6,3,13,0,13,239,84,0,17,235,235,
WC2E9AX,WC2E 9AX,WC,13.3,13.3,23.44,6.8,20,,,,1.1,1,1.2,1,1,,,,1,0,4,5,0,0,0,64,64,0,25,,,
WC2E9BF,WC2E 9BF,WC,23.2,21,24.38,,21,,,,1.2,1.1,1.27,,1.2,,,,0,0,0,5,0,0,0,365,235,,365,,,
WC2E9DA,WC2E 9DA,WC,23.7,21.5,24.38,,21.4,,,,1.2,1,1.28,,1,,,,0,0,0,7,0,0,0,165,144,,165,,,
WC2E9DG,WC2E 9DG,WC,68.8,62.5,79.76,,,62.5,62.5,,15,15,20,,,15,15,,0,0,0,0,6,0,6,385,163,,,385,385,
WC2E9DH,WC2E 9DH,WC,22.1,28.7,75.99,10,21.8,76,76,,1,4.1,20,1,1,20,20,,0,0,1,4,1,0,1,79,47,0,59,0,0,
WC2E9DJ,WC2E 9DJ,WC,20.2,21.6,50.26,,16.8,50,50,,1.2,2.7,11.81,,1.2,12,12,,0,0,0,6,1,0,1,97,97,,70,163,163,
WC2E9DP,WC2E 9DP,WC,40,41.1,79.76,4.5,21.5,63.6,63.6,,10,9.3,19.53,1,1,16,16,,0,2,0,2,5,0,5,256,122,4,98,318,318,
WC2E9DS,WC2E 9DS,WC,80,126.7,460,6.5,20.5,83.9,143.4,351.8,20,19.7,50,0.5,1,16,22.5,45.3,0,1,1,2,21,6,27,147,95,10,40,110,149,287
WC2E9EA,WC2E 9EA,WC,20.5,16.3,23.7,7,22.3,,,,1,0.9,1.25,0.5,1.3,,,,0,1,1,3,0,0,0,47,32,11,56,,,
WC2E9ED,WC2E 9ED,WC,21.8,21,23.53,,21,,,,1.2,1.2,1.26,,1.2,,,,0,0,0,5,0,0,0,224,141,,179,,,
WC2E9HA,WC2E 9HA,WC,20.4,19.7,24.38,8,21.3,,,,1,1.2,2.02,1,1.1,,,,0,0,1,7,0,0,0,143,87,0,102,,,
WC2E9HP,WC2E 9HP,WC,20.9,20.4,22.25,,20.4,,,,1.2,1.1,1.25,,1.1,,,,0,0,0,7,0,0,0,106,94,,106,,,
WC2E9JS,WC2E 9JS,WC,22.8,22.7,24.08,,22.7,,,,1.1,1,1.24,,1,,,,0,0,0,6,0,0,0,419,297,,279,,,
WC2E9LU,WC2E 9LU,WC,19.3,17.9,22.12,,17.9,,,,1.1,1.1,1.24,,1.1,,,,0,0,0,9,0,0,0,84,49,,65,,,
WC2E9NG,WC2E 9NG,WC,78.9,76.8,79.76,,,76.8,76.8,,20,19.8,20,,,19.8,19.8,,0,0,0,0,6,0,6,719,780,,,719,719,
WC2E9PA,WC2E 9PA,WC,20.5,19.8,23.27,,19.9,,,,1.2,1.1,1.27,,1.1,,,,0,0,0,7,0,0,0,164,127,,94,,,
WC2E9PE,WC2E 9PE,WC,54.8,50.1,79.67,,20,70.3,70.3,,10,10.5,20,,1,16.7,16.7,,0,0,0,2,3,0,3,321,309,,305,332,332,
WC2H0AP,WC2H 0AP,WC,16.8,14.8,24.13,4,17.5,,,,0.4,0.7,1.23,0,0.8,,,,0,1,0,4,0,0,0,29,5,5,21,,,
WC2H0AT,WC2H 0AT,WC,10.6,9.9,15,6.3,13.7,,,,1.2,1.2,1.27,1,1.3,,,,0,1,2,3,0,0,0,107,28,11,202,,,
WC2H0BJ,WC2H 0BJ,WC,67.7,57,79.99,,16.7,68,68,,19.1,14.1,20,,2.2,17.3,17.3,,0,0,0,6,22,0,22,273,192,,59,331,331,
WC2H0BL,WC2H 0BL,WC,54.8,53.7,79.99,,20.5,61.1,61.1,,10,12.5,20,,1,15.1,15.1,,0,0,0,2,9,0,9,493,308,,60,534,534,
WC2H0BN,WC2H 0BN,WC,72.2,61.9,79.98,,22,66.9,66.9,,20,15.6,20,,1,17.5,17.5,,0,0,0,1,8,0,8,177,132,,14,197,197,
WC2H0BP,WC2H 0BP,WC,67.9,59.3,80,,18.5,66.2,66.2,,12.5,13,20,,1,15,15,,0,0,0,2,12,0,12,609,653,,216,675,675,
WC2H0DG,WC2H 0DG,WC,150,269.1,1000,7.7,11,131.6,312.5,1000,1.1,1.1,1.15,1,1,0,0,0,0,1,2,1,19,5,24,44,15,51,23,0,0,0
WC2H0DH,WC2H 0DH,WC,150,444,1000,,,131.3,444,1000,,,,,,0,0,0,0,0,0,0,16,9,25,,,,,0,0,0
WC2H0DT,WC2H 0DT,WC,52.3,50.8,80,8,23.2,70.9,70.9,,13,11.3,20,1,1.2,18,18,,0,0,1,5,9,0,9,302,423,20,177,268,268,
WC2H0EP,WC2H 0EP,WC,18.2,90.1,330,4,15.7,160,245,330,1,13.9,50,0,1,30,40,50,0,1,0,3,1,1,2,206,245,37,225,350,262,173
WC2H0HR,WC2H 0HR,WC,16.5,16.4,22.65,9,16.9,,,,1.1,1.1,1.22,1,1.1,,,,0,0,1,13,0,0,0,170,66,66,165,,,
WC2H0HU,WC2H 0HU,WC,150,268.8,1000,,17.4,130.3,316.7,1000,1,1,1.26,,1,0,0,0,0,0,0,8,33,9,42,213,132,,186,0,0,0
WC2H0JE,WC2H 0JE,WC,107,111.6,460,,16.9,121.1,166.8,395.5,10,10.3,36,,1,11.7,15.8,36,0,0,0,7,10,2,12,349,256,,210,458,401,113
WC2H0JN,WC2H 0JN,WC,19.1,18.9,24.31,,18.9,,,,1.1,1,1.23,,1,,,,0,0,0,10,0,0,0,140,104,,112,,,
WC2H0LA,WC2H 0LA,WC,19.7,34.5,107,,18.4,107,107,,1.1,2.7,10,,1.1,10,10,,0,0,0,9,2,0,2,88,94,,96,52,52,
WC2H7AT,WC2H 7AT,WC,14.3,21.6,80,6,13,80,80,,1,3.7,20,1,1,20,20,,0,0,1,5,1,0,1,102,67,262,52,193,193,
WC2H7BA,WC2H 7BA,WC,21.6,18.7,24.38,1,20,,,,1.1,0.9,1.27,0,1,,,,1,0,0,14,0,0,0,129,40,0,120,,,
WC2H7BE,WC2H 7BE,WC,17.5,15.9,22.24,9.5,20.3,,,,1.1,1.1,1.23,1,1,,,,0,0,2,3,0,0,0,159,89,108,193,,,
WC2H7EP,WC2H 7EP,WC,14.8,15.7,20.72,,15.8,,,,1.2,1.1,1.25,,1.2,,,,0,0,0,5,0,0,0,133,57,,133,,,
WC2H7JA,WC2H 7JA,WC,61.8,59.8,79.99,,14,63.9,63.9,,14.3,14.1,20,,1,15.3,15.3,,0,0,0,1,11,0,11,658,120,,42,595,595,
WC2H7JE,WC2H 7JE,WC,75.8,69.5,79.98,,,69.5,69.5,,17.7,15.5,20,,,15.5,15.5,,0,0,0,0,8,0,8,656,434,,,574,574,
WC2H7JJ,WC2H 7JJ,WC,19.7,18,23.55,1,21,,,,1,1,1.23,0,1,,,,1,0,0,6,0,0,0,136,116,0,136,,,
WC2H7JR,WC2H 7JR,WC,22.5,22,23.94,,22,,,,1.2,1.1,1.24,,1.2,,,,0,0,0,5,0,0,0,123,53,,123,,,
WC2H7JS,WC2H 7JS,WC,21.7,19.4,23.44,1,21.1,,,,1.1,1,1.28,0,1.1,,,,1,0,0,11,0,0,0,128,74,51,135,,,
WC2H7PS,WC2H 7PS,WC,20.6,19.8,22.8,,19.8,,,,1.1,1,1.26,,1,,,,0,0,0,21,0,0,0,287,217,,287,,,
WC2H7PX,WC2H 7PX,WC,16.2,16.1,22.84,9,17.1,,,,0.9,0.9,1.22,1,0.9,,,,0,0,1,7,0,0,0,641,316,0,641,,,
WC2H7PY,WC2H 7PY,WC,21.8,21.9,24.38,,22,,,,1.2,1.2,1.25,,1.2,,,,0,0,0,5,0,0,0,326,163,,261,,,
WC2H7PZ,WC2H 7PZ,WC,20.5,18,23.44,6,20.4,,,,1.2,1,1.27,0,1.2,,,,0,0,1,5,0,0,0,339,257,276,216,,,
WC2H7QA,WC2H 7QA,WC,22.9,22.1,23.44,,22.2,,,,1.2,1.2,1.26,,1.2,,,,0,0,0,5,0,0,0,235,215,,235,,,
WC2H8AB,WC2H 8AB,WC,107,119.6,460,,16.7,134.6,149.9,395.5,10,11.4,36,,1.1,13.1,14.4,36,0,0,0,10,32,2,34,209,118,,51,205,194,26
WC2H8AJ,WC2H 8AJ,WC,17.8,158.9,1000,5.3,15.8,119.2,336.1,900,1.1,1.1,1.36,1,1.2,0,0,0,1,0,3,18,13,5,18,342,305,157,364,0,0,0
WC2H8AN,WC2H 8AN,WC,54.8,55,79.91,,18,63.2,63.2,,13.1,12.8,20,,1,15.4,15.4,,0,0,0,2,9,0,9,405,367,,0,360,360,
WC2H8BS,WC2H 8BS,WC,107,98.9,205,,23,117.8,117.8,,10,9.4,21,,1,11.5,11.5,,0,0,0,1,4,0,4,335,339,,419,314,314,
WC2H8BU,WC2H 8BU,WC,21.9,20.3,23.2,,20.3,,,,1.2,1.1,1.27,,1.2,,,,0,0,0,6,0,0,0,339,324,,340,,,
WC2H8DF,WC2H 8DF,WC,107,97.1,331,,18,108.1,115.5,331,10,10.6,36,,1,12,12.8,36,0,0,0,7,29,1,30,384,283,,370,338,362,1063
WC2H8DG,WC2H 8DG,WC,16.3,117.3,460,,15.7,80,270,460,1.1,11.9,36,,1,20,28,36,0,0,0,3,1,1,2,368,375,,503,35,167,298
WC2H8DN,WC2H 8DN,WC,75.9,68.1,79.67,,,68.1,68.1,,19.5,17.6,20,,,17.6,17.6,,0,0,0,0,9,0,9,348,200,,,348,348,
WC2H8DX,WC2H 8DX,WC,107,149.6,460,,,97.8,149.6,460,10,16.6,36,,,13.3,16.6,36,0,0,0,0,6,1,7,100,64,,,101,100,98
WC2H8DY,WC2H 8DY,WC,79.8,120.2,331,,,99.1,120.2,331,20,18,36,,,16.2,18,36,0,0,0,0,10,1,11,283,69,,,311,283,0
WC2H8EB,WC2H 8EB,WC,79.7,59.3,79.76,1,,71,71,,20,16.4,20,0,,19.6,19.6,,1,0,0,0,5,0,5,100,92,100,,100,100,
WC2H8JB,WC2H 8JB,WC,77.4,99,331,,,65.9,99,331,19.5,18.6,36,,,16,18.5,36,0,0,0,0,7,1,8,494,346,,,445,432,346
WC2H8JL,WC2H 8JL,WC,19.9,32.5,107,7,18.8,107,107,,1.2,2.6,10,1,1.1,10,10,,0,0,1,9,2,0,2,208,165,86,173,221,221,
