postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines
E105AB,E10 5AB,E,79.7,76.9,205,,18.3,92.9,92.9,,20,14.3,21,,1,18,18,,0,0,0,3,11,0,11,538,558,,343,592,592,
E105AD,E10 5AD,E,78.1,111.5,593,,16.3,100.8,133.5,526.5,10,13.7,39,,1.2,14.9,16.7,37.5,0,0,0,6,24,2,26,537,396,,419,586,544,41
E105AH,E10 5AH,E,107,114.1,331,10,19,113.1,124.5,331,19.5,15.7,36,1,1,16.2,17.3,36,0,0,1,1,18,1,19,669,613,562,891,662,627,0
E105AJ,E10 5AJ,E,78.1,83.1,205,,14.5,93.8,93.8,,10,10.8,21,,1,12.3,12.3,,0,0,0,2,13,0,13,321,241,,218,312,312,
E105AL,E10 5AL,E,70.9,144.3,593,5,23,89.7,186.8,526.5,16.1,17,39,3,8,15.7,20.6,37.5,0,0,1,2,7,2,9,515,242,110,1255,356,338,275
E105AP,E10 5AP,E,64.3,80.3,205,,14.6,98.5,98.5,,10,10.5,21,,1.6,12.9,12.9,,0,0,0,5,18,0,18,722,703,,527,736,736,
E105AR,E10 5AR,E,107,111.5,331,,18.4,110.9,158.1,331,10,11,36,,1.1,10.5,16,36,0,0,0,7,11,3,14,492,382,,364,498,486,441
E105AS,E10 5AS,E,21.5,122.7,1096,,16.4,105.5,248.3,629,1.2,9,49,,1.1,10.1,18.4,40.3,0,0,0,13,8,3,11,384,306,,422,185,234,366
E105AT,E10 5AT,E,107,102.8,205,8,,110.1,110.1,,14.8,14.4,21,1,,15.5,15.5,,0,0,1,0,13,0,13,786,401,278,,765,765,
E105AU,E10 5AU,E,40.5,63.5,205,10,13,115,115,,8.6,9.6,21,1,1,18,18,,0,0,1,2,3,0,3,226,158,254,88,308,308,
E105AX,E10 5AX,E,107,147.1,593,8,17.3,135.1,200.3,461.3,10,13.2,39,1,1,13.3,18,37,0,0,2,4,12,3,15,426,248,171,273,548,501,316
E105AY,E10 5AY,E,64.5,101.5,460,,17.6,139.7,185.4,460,5.6,9,36,,1.1,13.7,16.9,36,0,0,0,7,6,1,7,424,439,,286,514,440,0
E105AZ,E10 5AZ,E,107,109.4,331,,19,110.4,150.5,331,10,11.2,36,,1.2,11.2,15.7,36,0,0,0,5,9,2,11,624,350,,896,343,444,898
E105BA,E10 5BA,E,78.1,108.3,331,,18,94.4,117,331,19.5,16.9,36,,5.5,16.1,18,36,0,0,0,2,19,2,21,851,849,,436,820,850,1144
E105BB,E10 5BB,E,56.8,77,331,10,20.8,81.3,106.3,331,16.6,13.7,36,1,3.5,17.2,19.1,36,0,0,1,4,9,1,10,1058,914,248,721,1310,1273,943
E105BD,E10 5BD,E,93.5,90.5,331,,18.8,94.6,114.3,331,10,11.4,36,,1.5,12.7,14.7,36,0,0,0,4,11,1,12,581,449,,674,597,550,30
E105BF,E10 5BF,E,14.3,15.4,20.13,,15.4,,,,1.1,1.1,1.23,,1.1,,,,0,0,0,7,0,0,0,906,455,,906,,,
E105BH,E10 5BH,E,65.7,88.4,460,,14.8,88,125.2,460,13.8,12.9,36,,1,16.9,18.8,36,0,0,0,5,9,1,10,682,614,,573,726,736,826
E105BJ,E10 5BJ,E,65.4,81.2,460,9,16,70,94.4,460,11.9,13.7,36,1,1,14.7,16.1,36,0,0,2,1,15,1,16,511,415,160,0,492,523,986
E105BL,E10 5BL,E,75.2,90.8,460,4,14.8,78.7,110.4,395.5,10,13,36,1,1,13.8,16,36,0,1,0,4,18,2,20,667,558,617,669,629,636,704
E105BP,E10 5BP,E,93.5,98.9,331,,16.5,89.3,119.5,331,10,12.8,36,,1,12.7,15.6,36,0,0,0,2,7,1,8,714,616,,799,429,514,1109
E105BQ,E10 5BQ,E,75.1,79.6,205,,14.5,91.4,91.4,,16,14.4,21,,1,16.8,16.8,,0,0,0,2,11,0,11,275,229,,31,269,269,
E105BS,E10 5BS,E,107,134.1,593,,16,103.5,140.2,461,19.5,17,39,,1,15.7,17.8,36.8,0,0,0,2,35,4,39,535,367,,86,564,544,367
E105BT,E10 5BT,E,79.7,91.8,460,,19.6,91.5,105.7,460,19.5,14.2,36,,1.6,15.9,16.7,36,0,0,0,5,25,1,26,606,506,,408,588,598,854
E105BU,E10 5BU,E,78,67.9,107,,11,72.7,72.7,,19.5,14.5,20,,0,15.7,15.7,,0,0,0,1,12,0,12,781,484,,63,841,841,
E105BX,E10 5BX,E,77.6,79.5,331,,17.8,79.1,98.5,331,19.1,14.5,36,,1,17.3,18.7,36,0,0,0,4,12,1,13,680,474,,544,744,721,448
E105DA,E10 5DA,E,107,144.1,331,,16.5,113.6,163.8,331,19.5,17.9,36,,1,15.9,20.5,36,0,0,0,2,10,3,13,721,786,,1129,633,548,262
E105DD,E10 5DD,E,59.8,76.8,205,9,20,108,108,,10,10.5,21,1,1,15.3,15.3,,0,0,1,1,4,0,4,563,504,873,232,569,569,
E105DE,E10 5DE,E,73.7,67.7,205,9,13.3,77.5,77.5,,19.1,14.2,21,1,1,16.6,16.6,,0,0,1,4,28,0,28,795,598,201,238,868,868,
E105DF,E10 5DF,E,79.7,113.1,460,,15,94,120.1,460,20,17.7,36,,1,17.5,18.9,36,0,0,0,1,13,1,14,664,681,,178,691,698,799
E105DG,E10 5DG,E,79.9,102.9,460,,18.2,93,117.8,374,10,14,36,,1.5,14.3,16.2,36,0,0,0,6,31,3,34,413,298,,280,327,413,1298
E105DH,E10 5DH,E,59.3,71.7,205,,15.7,82.5,82.5,,10,11,21,,2,12.7,12.7,,0,0,0,6,31,0,31,382,390,,255,381,381,
E105DJ,E10 5DJ,E,76.2,90.7,331,8,18,89.9,100,331,15.4,14.7,36,2,1.2,15.5,16.4,36,0,0,1,5,46,2,48,659,475,28,825,635,641,762
E105DL,E10 5DL,E,107,116.7,460,4,20.7,107.6,125.8,374,10,14.1,36,7,2.7,13.5,15,36,0,1,0,3,41,3,44,434,436,338,413,408,388,122
E105DP,E10 5DP,E,65.5,71.7,205,9,,76.5,76.5,,10,13.1,21,1,,14.1,14.1,,0,0,1,0,13,0,13,455,295,94,,448,448,
E105DQ,E10 5DQ,E,75.2,58,79.91,9,12,69.9,69.9,,19.8,14.1,20,1,1,17.5,17.5,,0,0,1,1,8,0,8,262,151,744,46,228,228,
E105DR,E10 5DR,E,107,92.2,331,,19.4,126.6,145.2,331,10,8.8,36,,1.3,12.2,14.4,36,0,0,0,8,10,1,11,413,370,,323,320,291,0
E105DS,E10 5DS,E,56.4,71.5,331,,21.5,80.9,88.7,331,10,10.1,36,,3.7,11.5,12.3,36,0,0,0,11,31,1,32,458,352,,557,393,395,466
E105DT,E10 5DT,E,70.4,74.7,205,,16.3,82.6,82.6,,10,9.8,21,,4,10.6,10.6,,0,0,0,3,22,0,22,459,409,,251,445,445,
E105DU,E10 5DU,E,19,68.5,331,0,17.7,129.2,158,331,1.2,6.9,36,1,1.1,13.7,16.9,36,1,0,0,11,6,1,7,677,727,0,511,864,745,30
E105DX,E10 5DX,E,79.5,124.1,593,8,18,122.7,215.8,383.4,7.5,11.6,39,1,1.1,11.9,20.7,36.6,0,0,1,11,9,5,14,514,330,556,643,348,299,211
E105DY,E10 5DY,E,52,95.7,331,1,19.3,117.8,160.4,331,5,9.5,36,0,1,11.5,16.4,36,1,0,0,3,4,1,5,1069,913,294,1818,166,133,0
E105DZ,E10 5DZ,E,93.3,91.4,205,,24,97.5,97.5,,10,13.3,21,,20,12.7,12.7,,0,0,0,1,11,0,11,655,657,,123,703,703,
E105EA,E10 5EA,E,107,116.1,593,,21.1,105.4,130.2,396.5,10,14.4,39,,1.1,14.5,16.4,36.8,0,0,0,7,43,4,47,562,423,,323,582,562,342
E105EB,E10 5EB,E,79.7,120.1,593,,23,95.1,126.2,593,19.5,15.9,39,,1,15.3,16.8,39,0,0,0,1,15,1,16,300,188,,212,286,268,0
E105ED,E10 5ED,E,107,151.9,593,,16,126.4,158.4,462,20,18.7,39,,1,17.6,19.5,37.5,0,0,0,1,19,2,21,614,452,,4,589,585,548
E105EE,E10 5EE,E,69.7,87.2,331,,21,84,100.5,331,10,13.2,36,,3.3,13.7,15.2,36,0,0,0,3,14,1,15,450,195,,350,431,440,558
E105EF,E10 5EF,E,37.4,66.5,331,6,21.2,95.4,107.8,331,8.8,8.4,36,0,1.1,13.9,15.1,36,0,0,1,16,18,1,19,429,338,91,333,509,482,0
E105EG,E10 5EG,E,54.8,44.2,78.12,6,14.8,63.6,63.6,,6.2,8.8,20,1,1,13.6,13.6,,0,0,1,4,8,0,8,809,530,281,339,1110,1110,
E105EL,E10 5EL,E,79.7,118.4,593,,21.8,88.2,141.5,461.3,10,14.4,39,,1,14.3,17.5,37,0,0,0,5,18,3,21,355,210,,53,378,393,481
E105EN,E10 5EN,E,78.1,85.3,205,4,18.7,94.4,94.4,,15.9,13.8,21,1,1,15.5,15.5,,0,1,0,3,31,0,31,690,436,172,267,680,680,
E105EP,E10 5EP,E,78.1,78.8,331,,22.8,79.8,88.5,331,10,11.5,36,,1.2,12.5,13.3,36,0,0,0,5,28,1,29,602,611,,54,614,593,0
E105EQ,E10 5EQ,E,79.6,179.1,1096,,,75.3,179.1,629,14.8,18.4,49,,,13.4,18.4,40.3,0,0,0,0,13,3,16,318,312,,,291,258,116
E105ER,E10 5ER,E,79.9,102.4,593,6.8,23,101.5,116,593,10,13.2,39,0.8,1,14.3,15,39,1,0,3,1,33,1,34,478,331,186,291,461,448,0
E105ES,E10 5ES,E,79.7,118.8,593,,21.5,99.3,137.6,396.5,18.6,15.4,39,,1.3,15.4,18.1,36.8,0,0,0,6,27,4,31,478,355,,193,528,487,209
E105ET,E10 5ET,E,107,104.9,205,,18,128.6,128.6,,10,11.8,21,,1,14.8,14.8,,0,0,0,3,11,0,11,507,461,,177,551,551,
E105EU,E10 5EU,E,107,135.8,593,6,18.3,110.5,164.9,396.3,14.8,16.4,50,1,1,15.4,20.1,40.3,0,0,2,3,17,4,21,679,461,4,465,854,774,434
E105EW,E10 5EW,E,79.8,111.6,593,,21.2,95.1,129.6,526.5,10,14.3,39,,1.2,15.2,17,37.5,0,0,0,5,23,2,25,382,328,,370,394,369,83
E105EX,E10 5EX,E,107,109.6,331,,17,114.8,132.8,331,10,13.9,36,,1,15.4,17.1,36,0,0,0,3,11,1,12,448,369,,302,447,410,0
E105EY,E10 5EY,E,93.5,86.9,205,,18.5,109.7,109.7,,10,9.8,21,,1,12.7,12.7,,0,0,0,2,6,0,6,604,501,,501,638,638,
E105EZ,E10 5EZ,E,78.1,114.6,331,,13,110,118.5,331,19.5,16.5,36,,1,16.4,17.1,36,0,0,0,1,25,1,26,531,413,,110,500,506,664
E105FA,E10 5FA,E,100,177.2,1000,8,13,107.5,180.8,727.3,19.5,16.2,20,1,1,4.9,4.3,0,0,0,1,1,82,11,93,576,530,262,9,172,152,0
E105FF,E10 5FF,E,61.7,60.5,205,7.5,14.8,67.3,67.3,,12.9,13.1,21,2,1,14.8,14.8,,0,0,2,6,56,0,56,855,606,374,827,829,829,
E105FU,E10 5FU,E,150,130,250,,,130,130,,,,,,,0,0,,0,0,0,0,5,0,5,,,,,0,0,
E105GG,E10 5GG,E,77.3,76.5,107,,14,82.7,82.7,,17,14.2,20,,1,15.5,15.5,,0,0,0,1,10,0,10,850,875,,351,815,815,
E105GH,E10 5GH,E,76.3,64.6,80,,19.5,70.6,70.6,,19.5,16.1,20,,1,18.1,18.1,,0,0,0,2,15,0,15,1096,960,,1194,1083,1083,
E105GJ,E10 5GJ,E,54.8,65.9,205,,18,76.3,76.3,,10,10.8,21,,1,12.9,12.9,,0,0,0,3,14,0,14,1122,771,,685,1055,1055,
E105GN,E10 5GN,E,74.5,69.7,205,9,14.5,77.1,77.1,,16.3,14.1,21,1,1,15.8,15.8,,0,0,1,2,23,0,23,563,408,678,340,578,578,
E105GP,E10 5GP,E,61,56.4,79.27,,15,59.2,59.2,,14.2,13.2,20,,1,14.1,14.1,,0,0,0,1,15,0,15,687,495,,1081,615,615,
E105GQ,E10 5GQ,E,57.1,45,70.95,10,19,62.6,62.6,,14.8,12.4,19.53,1,7.5,16.6,16.6,,0,0,1,2,5,0,5,1330,1216,628,1253,1502,1502,
E105GR,E10 5GR,E,76.9,57.6,79.66,2,,68.6,68.6,,19.6,16.6,20,1,,19.8,19.8,,0,1,0,0,5,0,5,643,172,186,,734,734,
E105GS,E10 5GS,E,73,63.9,79.91,,14.5,68.2,68.2,,19.5,16.3,20,,1,17.6,17.6,,0,0,0,2,23,0,23,722,571,,539,738,738,
E105GT,E10 5GT,E,78.1,111.7,331,,21,102.6,117.8,331,19.8,19.1,36,,1,19.1,20.3,36,0,0,0,1,14,1,15,730,617,,185,798,766,325
E105GW,E10 5GW,E,54.8,52.4,79.67,9,17,62.7,62.7,,10,12.4,20,1,1,15.6,15.6,,0,0,1,4,18,0,18,842,596,770,520,918,918,
E105GX,E10 5GX,E,75.7,78.9,331,,19,73,84.2,331,19.5,16.6,36,,1,17.1,17.9,36,0,0,0,2,22,1,23,460,392,,427,472,463,267
E105GY,E10 5GY,E,79.7,107.1,460,,18,82.7,111.1,395.5,20,18,36,,1,17,18.7,36,0,0,0,1,20,2,22,487,432,,433,491,490,481
E105GZ,E10 5GZ,E,76.1,65.6,205,,18.8,82.4,82.4,,10,12.3,21,,2.4,15.9,15.9,,0,0,0,5,14,0,14,623,511,,329,727,727,
E105HA,E10 5HA,E,80,97.4,331,6,25.7,101.9,107.9,331,10,13.5,36,4.5,4.7,14,14.6,36,0,1,1,3,37,1,38,575,449,174,390,563,581,1256
E105HB,E10 5HB,E,107,163.3,460,,22.5,156,257.3,460,10,13.9,36,,1,15.5,22.3,36,0,0,0,2,2,1,3,518,491,,441,371,570,967
E105HF,E10 5HF,E,18.9,97.3,331,,16,107,219,331,1.2,9.9,36,,1,10,23,36,0,0,0,3,1,1,2,567,565,,554,532,586,639
E105HG,E10 5HG,E,46,61.9,205,,15.3,80.6,80.6,,10,10,21,,1,13.6,13.6,,0,0,0,4,10,0,10,687,512,,794,644,644,
E105HH,E10 5HH,E,78.2,86.2,331,,18.3,84.5,94.8,331,10,13.2,36,,1.3,13.8,14.7,36,0,0,0,3,23,1,24,526,376,,438,468,449,0
E105HJ,E10 5HJ,E,78.1,79.3,331,5,16.5,80.1,88.8,331,10,13.4,36,0.5,1,14.4,15.1,36,1,0,1,2,28,1,29,578,448,360,382,573,566,377
E105HN,E10 5HN,E,107,101.5,205,4,16,133.7,133.7,,10,9.8,21,1,1,13,13,,0,1,0,3,11,0,11,628,556,48,633,565,565,
E105HP,E10 5HP,E,92.5,135.7,593,,13,102.3,146.9,593,12.4,14.6,39,,1,13.5,15.8,39,0,0,0,1,10,1,11,777,589,,0,699,636,0
E105HQ,E10 5HQ,E,78.1,100.7,593,7.5,12.7,89.4,118,462,10.2,14.3,39,1,1,15.2,16.9,37.5,0,0,2,3,24,2,26,860,636,147,820,957,887,49
E105HR,E10 5HR,E,72.3,81.2,205,,13,94,94,,11.1,12.3,21,,1,14.4,14.4,,0,0,0,3,16,0,16,983,764,,653,1045,1045,
E105HS,E10 5HS,E,76.6,92.2,205,,,92.2,92.2,,10,12.9,21,,,12.9,12.9,,0,0,0,0,9,0,9,463,327,,,463,463,
E105HT,E10 5HT,E,107,268.3,1096,,,96.5,268.3,841,15.7,20.4,49,,,13.1,20.4,44.7,0,0,0,0,10,3,13,523,398,,,485,483,474
E105HU,E10 5HU,E,70,72.3,205,,15,85,85,,10,11,21,,1,13.1,13.1,,0,0,0,2,9,0,9,457,246,,152,474,474,
E105HW,E10 5HW,E,17,61.3,205,,14.7,126.6,126.6,,1.2,5.7,21,,1.1,12.2,12.2,,0,0,0,7,5,0,5,683,431,,717,499,499,
E105HX,E10 5HX,E,22.1,63.2,205,,19,116.2,116.2,,1.3,6.1,21,,1,12.2,12.2,,0,0,0,6,5,0,5,938,1130,,1146,688,688,
E105HY,E10 5HY,E,38.7,57,107,,20,94,94,,8.5,6.3,10,,2.5,10,10,,0,0,0,4,4,0,4,630,448,,964,296,296,
E105HZ,E10 5HZ,E,64.1,81,205,,18.3,143.8,143.8,,5.6,7.6,21,,1.1,14.1,14.1,,0,0,0,8,8,0,8,747,754,,831,664,664,
E105JA,E10 5JA,E,16.9,42.7,205,8,17,117.8,117.8,,1,3.7,21,1,0.9,11.5,11.5,,0,0,2,9,4,0,4,749,781,513,849,268,268,
E105JE,E10 5JE,E,20.5,74.9,460,3,19.1,146.2,198.5,460,1.2,6.4,36,0,1.1,14.4,18,36,0,1,0,12,5,1,6,702,566,547,618,750,663,225
E105JF,E10 5JF,E,75.1,73.5,79.91,,,73.5,73.5,,19.3,18.6,20,,,18.6,18.6,,0,0,0,0,12,0,12,927,818,,,927,927,
E105JH,E10 5JH,E,205,220.7,593,,23,162.7,270.3,593,21,20.3,39,,1,20.7,25.3,39,0,0,0,1,3,1,4,337,411,,590,356,274,26
E105JJ,E10 5JJ,E,75.6,89.4,331,,14.3,88.7,98.8,331,16.7,14.6,36,,1,15.5,16.3,36,0,0,0,3,23,1,24,597,454,,369,575,575,576
E105JL,E10 5JL,E,77.1,65.4,107,,19,75.7,75.7,,19.5,14.7,20,,1.3,17.7,17.7,,0,0,0,4,18,0,18,576,502,,449,604,604,
E105JN,E10 5JN,E,64.2,79.1,205,,18.7,139.7,139.7,,5.6,7.3,21,,1,13.7,13.7,,0,0,0,3,3,0,3,165,112,,65,265,265,
E105JP,E10 5JP,E,78.1,87.1,460,,19.3,77.7,101.8,374,10,13.4,36,,1,14.3,16.1,36,0,0,0,8,34,3,37,536,440,,233,545,573,888
E105JS,E10 5JS,E,107,147.4,593,,21,97.1,157.9,462,10,15.5,39,,1,12.6,16.8,37.5,0,0,0,1,10,2,12,412,332,,1047,295,290,265
E105JU,E10 5JU,E,50,74.5,331,2,19.7,72.3,98.2,331,10,12.2,36,0,1.3,14.6,16.7,36,0,1,0,3,9,1,10,575,454,103,461,708,656,186
E105JY,E10 5JY,E,79.7,124.2,1096,8,18.8,97.7,139.5,586,20,16.9,49,0,1.8,17.2,19.1,40.3,0,0,1,4,32,3,35,827,729,0,525,810,767,315
E105LD,E10 5LD,E,74.4,85.4,331,,17.5,81.5,90.1,331,15.3,14.7,36,,1,14.9,15.7,36,0,0,0,2,28,1,29,472,393,,446,474,473,442
E105LE,E10 5LE,E,54.8,50.6,79.91,5,13.8,62.7,62.7,,12.1,12.3,20,1,1,15.9,15.9,,0,1,0,4,16,0,16,635,598,0,461,678,678,
E105LF,E10 5LF,E,58.8,51.1,79.91,5,11,63,63,,12.9,12.3,20,1,1.2,15.6,15.6,,0,0,1,6,24,0,24,601,436,381,339,676,676,
E105LL,E10 5LL,E,79.8,131.3,1096,7,17,95.4,147.9,536.4,10,15.5,49,0,1,14.7,17.6,39.2,0,0,1,5,37,5,42,383,242,0,301,378,347,115
E105LP,E10 5LP,E,79.7,112.9,331,4,17.5,109.3,120.4,331,19.5,16.2,36,1,1,16.3,17.3,36,0,1,0,2,38,2,40,691,409,105,213,655,661,764
E105LR,E10 5LR,E,79.7,105.9,593,,18.6,103.2,121.6,462,19.5,15.1,39,,1.1,16.6,17.7,37.5,0,0,0,7,37,2,39,495,457,,201,509,497,290
E105LS,E10 5LS,E,79.8,87.6,107,,,87.6,87.6,,19.8,16.9,20,,,16.9,16.9,,0,0,0,0,10,0,10,652,767,,,652,652,
E105LT,E10 5LT,E,78.1,126.1,1096,,17.3,85.5,137.3,586,13.7,15.6,49,,1,14.4,17.1,40.3,0,0,0,3,26,3,29,575,448,,693,499,503,542
E105LU,E10 5LU,E,92.6,127.1,331,,,113.5,127.1,331,19.5,19.6,76.76,,,18.5,19.6,36,0,0,0,0,30,2,32,551,380,,,535,517,242
E105LY,E10 5LY,E,60.4,127,593,,14.5,67,172.2,593,17.4,15.5,39,,1,16.8,21.2,39,0,0,0,2,4,1,5,103,86,,80,64,51,0
E105LZ,E10 5LZ,E,76.5,69.9,78.12,,,69.8,69.8,,19.5,17.4,19.53,,,17.3,17.3,,0,0,0,0,6,0,6,507,429,,,422,422,
E105NA,E10 5NA,E,78,64.2,205,,18.3,85.5,85.5,,10,11.3,21,,1.1,16,16,,0,0,0,12,26,0,26,489,340,,410,450,450,
E105ND,E10 5ND,E,78.8,101.1,331,,17.3,95.6,114.6,331,10,14.2,36,,1.2,14.6,16.4,36,0,0,0,6,34,3,37,419,300,,150,388,418,754
E105NG,E10 5NG,E,107,120.3,331,,16,135,159.5,331,10,11.9,36,,1,13.1,16,36,0,0,0,3,7,1,8,412,399,,152,418,458,742
E105NH,E10 5NH,E,17.1,33.5,80,8,14.6,69.8,69.8,,1.2,7,20,1,1,17.5,17.5,,0,0,2,5,4,0,4,224,93,0,274,105,105,
E105NJ,E10 5NJ,E,107,130.7,593,10,16.8,121.5,165.1,383.4,10,13.1,39,1,1,12.8,16.8,36.6,0,0,1,8,25,5,30,593,504,178,527,576,605,747
E105NL,E10 5NL,E,80,130.5,1000,,15.5,103.8,163.4,625,10,9,30,,1,7.5,6.7,0,0,0,0,10,31,4,35,470,330,,492,235,208,0
E105NN,E10 5NN,E,19.8,74.6,331,8.3,17,145.3,153.4,331,1.2,7.4,36,0.7,1.1,15,15.9,36,0,0,3,28,22,1,23,478,400,330,466,420,429,628
E105NP,E10 5NP,E,107,131.3,460,9,15.4,116.3,168.9,349.4,10,15,36,1,1.1,14.6,19.4,36,0,0,1,9,24,7,31,579,494,39,248,715,637,368
E105NQ,E10 5NQ,E,107,109.3,331,8,19.3,136.3,151.2,331,10,11,36,1,1.1,13.9,15.6,36,0,0,1,11,24,2,26,501,418,507,426,356,417,1156
E105NS,E10 5NS,E,78.1,156.1,1096,7,14.5,92.7,186,652.3,17,16.8,49,1,2.3,15.9,19.9,40,0,0,1,4,20,4,24,659,536,105,355,600,650,904
E105NT,E10 5NT,E,76.3,62.5,78.76,7,,70.6,70.6,,20,16.3,20,1,,18.6,18.6,,0,0,1,0,7,0,7,691,508,99,,775,775,
E105NU,E10 5NU,E,76.9,78.2,205,,21,83.6,83.6,,10,12.1,21,,3.5,13,13,,0,0,0,2,21,0,21,353,320,,299,308,308,
E105NW,E10 5NW,E,107,151.6,1096,4.8,15.3,147.6,212.6,841,10,12.4,49,0.8,1,14.6,17.4,44.7,1,2,1,10,29,3,32,531,491,30,540,558,525,208
E105NX,E10 5NX,E,79,93.8,205,10,,98.3,98.3,,15.2,14.6,21,1,,15.3,15.3,,0,0,1,0,19,0,19,535,499,44,,533,533,
E105NY,E10 5NY,E,75.7,62.4,79.91,,14.3,71.1,71.1,,19.5,15.3,20,,1.3,17.8,17.8,,0,0,0,4,22,0,22,618,544,,808,583,583,
E105NZ,E10 5NZ,E,78.1,65.9,79.67,,15,75.1,75.1,,19.5,16,20,,1,18.7,18.7,,0,0,0,4,22,0,22,513,476,,426,529,529,
E105PE,E10 5PE,E,107,97.3,331,8,17.1,134.2,153.9,331,10,9.5,36,1,1.1,13.1,15.4,36,0,0,1,13,18,2,20,594,465,145,563,552,518,212
E105PJ,E10 5PJ,E,48.8,48.2,79.66,9,15.8,56.2,56.2,,10,13.3,20,1,4.4,15.6,15.6,,0,0,1,5,25,0,25,656,486,5,307,725,725,
E105PS,E10 5PS,E,78.1,85.3,460,3.5,17.1,85.8,102.1,395.5,10,12.3,36,0.5,1,13.9,15,36,1,0,1,7,36,2,38,405,222,2,137,420,433,669
E105PW,E10 5PW,E,69.1,79.1,331,3,16.7,90.7,96.6,331,13.8,13.4,36,0.5,2.2,16,16.5,36,0,2,0,9,40,1,41,386,291,483,258,402,400,325
E105PZ,E10 5PZ,E,79.1,118.7,593,9,17.5,96,135.5,405.9,10,13.5,39,1,1.1,12.4,15.5,36.9,0,0,1,8,48,7,55,540,473,0,349,530,528,517
E105QA,E10 5QA,E,107,136.1,1096,,22.9,103.5,155,536.4,10,14.2,49,,3.1,12.9,16,39.2,0,0,0,7,37,5,42,702,574,,789,624,621,595
E105QD,E10 5QD,E,107,157.9,593,,,122.1,157.9,462,20,17.7,39,,,15.4,17.7,37.5,0,0,0,0,17,2,19,521,438,,,533,493,160
E105QE,E10 5QE,E,107,111.6,460,,,91.1,111.6,460,10,12.7,36,,,11.4,12.7,36,0,0,0,0,17,1,18,414,351,,,390,368,0
E105QF,E10 5QF,E,80,89.8,205,,,89.8,89.8,,10,14.3,21,,,14.3,14.3,,0,0,0,0,11,0,11,556,501,,,455,455,
E105QG,E10 5QG,E,79.7,110,460,,16,86.7,113.4,460,10,15.2,36,,1,14.2,15.8,36,0,0,0,1,26,2,28,532,395,,154,515,508,411
E105QN,E10 5QN,E,16.4,35.5,205,7,16.2,131.5,131.5,,1.1,3.1,21,1,1.1,12.8,12.8,,0,1,1,17,4,0,4,309,176,121,295,309,309,
E105QQ,E10 5QQ,E,107,172,460,,17,115.6,186,374,20,20.7,36,,5.5,16.8,22,36,0,0,0,2,16,6,22,740,655,,490,708,696,664
E105QS,E10 5QS,E,76.3,62.6,79.91,,14,68.4,68.4,,19.5,15.7,20,,1,17.4,17.4,,0,0,0,2,17,0,17,601,454,,208,612,612,
E105QT,E10 5QT,E,107,128.5,460,,22,103.2,132.3,374,18.9,16.5,36,,1,14.8,17.1,36,0,0,0,1,25,3,28,561,343,,0,513,541,781
E105QU,E10 5QU,E,76.3,118.3,593,,11,80.6,122.8,418.3,15.2,16.6,39,,1,14.4,17.3,37,0,0,0,1,21,3,24,764,559,,7,754,732,579
E105QW,E10 5QW,E,78.9,116.7,331,3,17,98.3,137.1,331,19.5,16.2,36,1,1.2,15.9,19.2,36,0,1,0,5,25,5,30,697,588,0,375,676,657,563
E105QX,E10 5QX,E,63.6,79.9,205,,17.8,86.9,86.9,,10,12.9,21,,1,14.3,14.3,,0,0,0,4,35,0,35,510,386,,344,500,500,
E105QY,E10 5QY,E,107,102.2,205,,18.5,108.2,108.2,,10,13.6,21,,1,14.5,14.5,,0,0,0,2,28,0,28,579,485,,211,585,585,
E105QZ,E10 5QZ,E,52.5,87.7,205,,14.7,115.1,115.1,,10,11.4,21,,1,15.4,15.4,,0,0,0,3,8,0,8,520,449,,703,386,386,
E105RA,E10 5RA,E,79.8,113.8,205,,18,127.4,127.4,,20,16.7,21,,1,19,19,,0,0,0,1,7,0,7,488,337,,219,387,387,
E105RB,E10 5RB,E,107,117.4,460,,20.8,105.4,128.5,374,10.2,14.3,36,,2.5,13.7,15.6,36,0,0,0,4,32,3,35,532,557,,566,466,482,657
