postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines
N101AA,N10 1AA,N,68,57.8,79.67,8.5,14,64.4,64.4,,19.8,15.9,20,1,3.5,17.9,17.9,,0,0,2,2,28,0,28,743,460,0,225,780,780,
N101AB,N10 1AB,N,65.9,57.3,79.67,8,11,66.4,66.4,,19.5,15,20,1,1,17.7,17.7,,0,0,3,4,37,0,37,512,349,112,91,590,590,
N101AD,N10 1AD,N,43.1,49.9,66.77,,,49.9,49.9,,12.9,13.4,18.7,,,13.4,13.4,,0,0,0,0,7,0,7,546,432,,,546,546,
N101AE,N10 1AE,N,47.8,43.8,75.94,5,24,49.1,49.1,,10,10.8,17.28,1,7,12.1,12.1,,0,0,1,1,11,0,11,616,601,6,1069,631,631,
N101AF,N10 1AF,N,31.6,28.2,71.23,7.9,23,38.6,38.6,,7.2,6.5,20,1.4,6.6,8.5,8.5,,0,0,10,13,26,0,26,885,871,566,1239,831,831,
N101AG,N10 1AG,N,40,42.2,69.17,9,,47.7,47.7,,10,10.1,18.54,1,,11.7,11.7,,0,0,1,0,6,0,6,510,299,128,,574,574,
N101AH,N10 1AH,N,40,43.2,101.29,6,17,64.3,64.3,,11.4,11.1,20,0.7,4,16.9,16.9,,0,1,2,3,9,0,9,471,381,743,521,363,363,
N101AJ,N10 1AJ,N,76.2,77.4,158.45,,,77.4,77.4,,18.3,16.5,20,,,16.4,16.4,,0,0,0,0,7,0,7,573,338,,,573,573,
N101AL,N10 1AL,N,52.5,49.6,158.71,7.2,22,59,59,,11.3,12.3,29.38,0.8,7,14.7,14.7,,0,1,5,3,36,0,36,752,655,194,367,878,878,
N101AN,N10 1AN,N,52.4,45.8,76.11,7,15.8,53.5,53.5,,10,11.8,20,1,7.3,13.5,13.5,,0,0,3,4,31,0,31,741,480,269,770,783,783,
N101AP,N10 1AP,N,41.5,43.1,68.97,,18,51.5,51.5,,11,12.7,20,,7,14.7,14.7,,0,0,0,2,6,0,6,994,971,,951,1009,1009,
N101AR,N10 1AR,N,39.7,34.4,59.51,1,16.5,44.3,44.3,,6.6,6,11.58,1,2.5,7.7,7.7,,1,0,0,2,7,0,7,870,544,236,442,1083,1083,
N101AT,N10 1AT,N,70.9,57.9,79.67,7.5,23,73.1,73.1,,19.7,15,20,1,1,19.7,19.7,,0,0,2,1,9,0,9,681,603,279,180,826,826,
N101AX,N10 1AX,N,54.8,57.4,77.1,,,57.4,57.4,,17.9,16.5,20,,,16.5,16.5,,0,0,0,0,12,0,12,870,690,,,870,870,
N101BA,N10 1BA,N,74.7,75.1,120.21,,,75.1,75.1,,19.8,16.8,20,,,16.8,16.8,,0,0,0,0,10,0,10,499,405,,,449,449,
N101BB,N10 1BB,N,55.6,65.7,249.52,9,10.5,76.8,76.8,,19.5,15.3,35.41,1,1,18.2,18.2,,0,0,1,2,15,0,15,481,374,1017,297,470,470,
N101BD,N10 1BD,N,57.9,51.6,117.55,6,16.2,67.4,67.4,,13.9,11.9,20,0.7,2.3,16,16,,0,1,2,6,22,0,22,453,349,298,269,525,525,
N101BF,N10 1BF,N,35.2,30.7,50.05,7,22.3,38.8,38.8,,8.2,6.9,10.86,0.8,6.2,8.6,8.6,,0,1,5,6,24,0,24,439,305,175,393,516,516,
N101BJ,N10 1BJ,N,34.2,29.2,43.97,7.8,24.4,36.5,36.5,,7,6.1,9.76,0.8,6.3,7.4,7.4,,0,0,5,7,19,0,19,648,395,474,313,817,817,
N101BS,N10 1BS,N,79.6,87.8,205,,15,96.4,96.4,,19.5,14.6,21,,1,16.2,16.2,,0,0,0,2,17,0,17,417,379,,7,440,440,
N101BT,N10 1BT,N,75,71.3,163.54,,18,82,82,,10,12.8,38,,1,15.2,15.2,,0,0,0,3,15,0,15,272,258,,188,252,252,
N101BU,N10 1BU,N,107,114.1,331,,15.5,101.7,123.5,331,16.6,17.1,36,,10,15.8,17.8,36,0,0,0,2,19,2,21,519,507,,310,405,465,1028
N101BX,N10 1BX,N,107,103.6,205,,22,111.8,111.8,,19.1,16.5,29.98,,1,18,18,,0,0,0,1,10,0,10,471,467,,467,472,472,
N101BY,N10 1BY,N,79.9,120.3,328.03,,,104.3,120.3,328,20,20.1,49.95,,,17.8,20.1,50,0,0,0,0,13,1,14,377,184,,,374,350,42
N101DE,N10 1DE,N,79.7,120.3,593,,18.3,92.7,164.1,593,20,17.1,39,,0.7,21.7,24.1,39,0,0,0,3,6,1,7,213,191,,100,269,231,0
N101DJ,N10 1DJ,N,78.5,88.3,460,6.3,14.3,84.9,114.5,395.5,14.8,13.3,36,0.8,1,15.5,17.5,36,1,0,3,3,19,2,21,666,265,0,129,547,552,604
N101DN,N10 1DN,N,107,344.6,3574.09,,19,103.8,367.9,1952.5,19.5,62.5,717.2,,1,15.3,66.9,376.5,0,0,0,1,12,2,14,516,330,,110,545,546,551
N101DT,N10 1DT,N,66.4,76.1,205,,22,79.1,79.1,,10,14,21,,1,14.7,14.7,,0,0,0,1,18,0,18,534,181,,0,474,474,
N101DU,N10 1DU,N,93.5,106.9,460,2,18,99.4,113.8,395.5,10,14.5,36,3,7.5,14.1,15.1,36,0,1,0,2,39,2,41,396,234,166,259,357,360,434
N101EA,N10 1EA,N,56.1,105.6,593,9,19.5,82.9,126,488.2,10,12.3,39,5,2.9,11.6,14.4,37.8,0,0,1,10,42,5,47,439,297,856,334,392,350,0
N101EB,N10 1EB,N,16.9,16.4,20.65,,16.4,,,,1.1,1.1,1.23,,1.1,,,,0,0,0,14,0,0,0,361,260,,361,,,
N101ED,N10 1ED,N,16.7,17.8,38.16,,16.6,38,38,,1.1,1.5,8.04,,1.1,8,8,,0,0,0,17,1,0,1,422,410,,404,728,728,
N101EE,N10 1EE,N,107,78.6,205,4.5,16.6,105.6,105.6,,10,7.4,21,1,1,10.1,10.1,,1,0,1,5,17,0,17,400,287,37,696,309,309,
N101EG,N10 1EG,N,107,112.3,593,4.7,12.8,121,163.6,462,10,10.2,39,0.7,1,11.6,14.8,37.5,1,0,2,5,14,2,16,415,397,197,657,323,329,370
N101EH,N10 1EH,N,107,174,593,,18,101.9,188.2,418.3,10,16.2,39,,1,10.4,17.6,37,0,0,0,1,8,3,11,488,214,,93,561,479,262
N101EJ,N10 1EJ,N,107,95.3,205,,17,124.6,124.6,,10,9.1,21,,1,12.1,12.1,,0,0,0,3,8,0,8,379,243,,514,281,281,
N101EL,N10 1EL,N,17.4,19.4,63.89,,16.8,64,64,,1.2,1.7,10.49,,1.1,10,10,,0,0,0,17,1,0,1,325,254,,264,1041,1041,
N101EN,N10 1EN,N,39.9,39.4,51.7,,16.5,44.4,44.4,,8.6,7.6,10,,1,9,9,,0,0,0,2,9,0,9,548,429,,254,613,613,
N101ER,N10 1ER,N,78.1,108.7,331,8,13.3,93.2,127.1,330.7,20,18.5,49.96,1,1,18.7,21.9,40.7,0,0,1,3,18,3,21,531,411,174,876,483,474,417
N101ET,N10 1ET,N,75.8,68.1,158.48,6,19.5,80.3,80.3,,19.5,15.8,29.97,1,5,18.7,18.7,,0,1,1,2,18,0,18,491,372,417,480,500,500,
N101EU,N10 1EU,N,76.2,68.1,159.33,,20,70.7,70.7,,19.5,17.4,29.96,,9,17.9,17.9,,0,0,0,1,18,0,18,585,453,,510,590,590,
N101HA,N10 1HA,N,52.5,66.7,277.88,7.5,,72.5,72.5,,13.8,15.3,36.41,4,,16.4,16.4,,0,0,2,0,20,0,20,821,634,248,,879,879,
N101HB,N10 1HB,N,71.4,74.7,156.12,,11,90.5,90.5,,19.5,16,29.28,,1,19.8,19.8,,0,0,0,1,4,0,4,326,265,,265,341,341,
N101HD,N10 1HD,N,47.4,47.9,79.67,8,14,57.1,57.1,,10,11.2,20,0,1,13.8,13.8,,0,0,1,1,8,0,8,334,179,24,468,356,356,
N101HE,N10 1HE,N,65.9,65,158.59,7.5,17.5,73.7,73.7,,19.5,16.4,29.95,1,5,18.7,18.7,,0,0,2,2,24,0,24,509,518,61,230,569,569,
N101HG,N10 1HG,N,77.8,75,205,,18.3,83.5,83.5,,19.5,17.5,21,,3.7,19.6,19.6,,0,0,0,3,20,0,20,800,726,,6,879,879,
N101HH,N10 1HH,N,78.1,67.3,205,9,15.3,76,76,,19.5,15.9,21,1,1,18.2,18.2,,0,0,3,3,38,0,38,581,514,171,565,599,599,
N101HJ,N10 1HJ,N,57.8,54.8,79.67,3,13,61.9,61.9,,19.5,15,20,0,1,17.2,17.2,,0,1,0,2,19,0,19,606,380,0,266,642,642,
N101HR,N10 1HR,N,107,143,331,,19,111.5,155.4,331,20,19.3,36,,1,17.4,21.1,36,0,0,0,1,8,2,10,521,427,,137,593,560,426
N101HS,N10 1HS,N,107,115.8,292.28,,15,118.9,118.9,,18.6,17.2,49.96,,1,17.7,17.7,,0,0,0,1,32,0,32,511,348,,217,504,504,
N101HT,N10 1HT,N,78.1,138.5,1096,9,14.7,84.5,152.8,562.2,10,15.6,49,1,1,13.6,17.3,39.2,0,0,1,3,30,5,35,511,388,454,1346,405,412,452
N101HU,N10 1HU,N,61,106.7,460,7.4,20.5,99.8,132.7,356.8,10,12.8,36,1.6,5.2,12.3,15.4,36,0,0,5,6,34,5,39,658,438,284,787,665,635,434
N101JA,N10 1JA,N,107,125.6,460,8,21.3,105.6,138.6,382.6,10,13.4,36,1,3.7,11.8,14.6,36,0,0,2,3,37,5,42,523,479,399,534,481,491,567
N101JB,N10 1JB,N,77.7,129.8,593,9,13.5,99.8,141.7,435,15.1,16.2,39,1,4,14.9,17.6,36.6,0,0,2,2,35,5,40,577,370,10,15,607,591,478
N101JD,N10 1JD,N,77.3,106.2,460,7,13.5,102.9,119.7,395.5,10.2,14,36,1,1.8,14.5,15.7,36,0,0,1,4,33,2,35,506,363,33,173,494,500,607
N101JE,N10 1JE,N,73.5,105.6,593,9,11,81.8,115.9,396.5,16.5,15.9,39,1,1,15.1,17.5,36.8,0,0,1,3,33,4,37,615,397,1231,251,586,578,513
N101JF,N10 1JF,N,76.7,104.8,331,7,14,110.8,132.8,331,10,13.9,36,1,1,15.8,17.8,36,0,0,1,2,9,1,10,738,647,1339,645,703,697,647
N101JG,N10 1JG,N,69.5,100.6,331,,14,82.7,110.3,331,18.4,16.5,36,,2.8,15.8,18.1,36,0,0,0,4,32,4,36,762,548,,685,718,729,814
N101JH,N10 1JH,N,107,109.3,205,,15.5,116.3,116.3,,10,13.9,21,,1,14.9,14.9,,0,0,0,2,27,0,27,572,442,,60,610,610,
N101JJ,N10 1JJ,N,79.7,137.7,593,,14,106.4,160.2,461.6,19.5,16.4,39,,1,15.9,19.2,37.2,0,0,0,6,28,5,33,625,550,,716,594,533,191
N101JL,N10 1JL,N,70.2,85.4,205,8,,100.8,100.8,,14.8,12.8,21,1,,15.2,15.2,,0,0,1,0,5,0,5,922,709,139,,1078,1078,
N101JP,N10 1JP,N,67.8,65.5,78.12,,,65.6,65.6,,18.6,16.7,20,,,16.8,16.8,,0,0,0,0,5,0,5,409,204,,,409,409,
N101JS,N10 1JS,N,54.9,57.3,76.77,,30,61.8,61.8,,18,15.8,20,,5,17.5,17.5,,0,0,0,1,6,0,6,707,588,,2055,482,482,
N101JT,N10 1JT,N,40,46.1,160,8.5,12.6,63.4,63.4,,10,10.6,30,1,1,15.4,15.4,,0,0,2,5,14,0,14,505,364,162,354,608,608,
N101JU,N10 1JU,N,68.3,55.5,79.91,8.3,12,71.5,71.5,,19.2,14.1,20,1,1,18.8,18.8,,0,0,3,3,17,0,17,486,401,714,289,453,453,
N101JY,N10 1JY,N,107,158,460,,,111.7,158,374,20,23.8,36,,,21.2,23.8,36,0,0,0,0,14,3,17,741,538,,,732,698,536
N101JZ,N10 1JZ,N,66.7,56.3,76.34,,14,63.3,63.3,,19.5,14.4,20,,1,16.7,16.7,,0,0,0,1,6,0,6,826,555,,548,872,872,
N101LA,N10 1LA,N,79,89,331,,17.3,87.6,99.8,331,10,13.8,36,,4,14.2,15.3,36,0,0,0,3,19,1,20,552,519,,499,557,533,68
N101LH,N10 1LH,N,107,136.6,331,,,108.9,136.6,331,19.6,18.3,36,,,15.7,18.3,36,0,0,0,0,7,1,8,337,337,,,339,337,324
N101LJ,N10 1LJ,N,77.3,108.4,460,,15,82.6,116.9,460,19.5,16.4,36,,1,16,17.8,36,0,0,0,1,10,1,11,403,364,,58,438,398,0
N101LN,N10 1LN,N,107,166.7,1096,,19,120.5,169.8,458.7,20,19.3,49,,1,16.6,19.7,37.9,0,0,0,1,41,7,48,418,385,,0,420,418,408
N101LP,N10 1LP,N,107,163.8,1096,,16,122,170.5,478,20,20.6,49.99,,1,18.2,21.5,42.7,0,0,0,2,38,6,44,577,422,,32,585,576,518
N101LR,N10 1LR,N,57.8,67.2,331,9,15.7,65.1,75.7,331,15.4,13.6,36,1,1,14.8,15.6,36,0,0,1,3,24,1,25,468,343,2,64,484,479,375
N101LS,N10 1LS,N,68.5,94.1,593,,12.3,87.2,106.7,593,13.2,14.1,39,,1,15.2,16.2,39,0,0,0,4,25,1,26,561,512,,316,533,513,0
N101LT,N10 1LT,N,74.7,70.6,159.38,,12.3,76.3,76.3,,18.9,16.4,29.97,,1,17.8,17.8,,0,0,0,3,31,0,31,419,367,,126,448,448,
N101LU,N10 1LU,N,68.6,58,79.91,,14,63.5,63.5,,19.5,16,20,,1,17.8,17.8,,0,0,0,2,16,0,16,640,379,,1200,570,570,
N101LX,N10 1LX,N,72.9,86.3,593,,14,71.8,88.6,593,18.2,15.8,39,,1,15.5,16.2,39,0,0,0,1,30,1,31,621,500,,428,627,607,0
N101NB,N10 1NB,N,79.8,104.6,331,,21.8,108.4,116.4,331,17.6,15,36,,2.3,16,16.8,36,0,0,0,4,27,1,28,367,250,,189,384,379,250
N101ND,N10 1ND,N,78.2,137.1,460,,21,89.2,154.9,374,20,18.7,36,,1,17,21.4,36,0,0,0,2,10,3,13,408,314,,193,462,409,235
N101NG,N10 1NG,N,107,132.8,593,4,17.5,100.7,141.5,435.8,19,16.6,39,0,1,15.1,17.8,37.2,0,1,0,2,36,5,41,410,266,0,101,416,405,324
N101NH,N10 1NH,N,205,182,331,,20,121.1,191.1,331,21,22.4,36,,17,16.1,22.7,36,0,0,0,1,12,6,18,586,641,,777,503,575,721
N101NJ,N10 1NJ,N,107,148.9,328.85,,,116.3,148.9,328.5,20,22.4,49.97,,,17.5,22.4,49.5,0,0,0,0,11,2,13,525,422,,,337,485,1296
N101NL,N10 1NL,N,107,225.7,1096,,21.5,119.5,247.2,928.3,20,19.5,49,,1,16.9,21.4,45.7,0,0,0,2,16,3,19,341,250,,197,380,320,0
N101NN,N10 1NN,N,78.1,92.2,328.07,,27,73.2,98.7,328,19.5,19.5,49.22,,17,16.6,19.8,49,0,0,0,1,9,1,10,503,324,,20,544,551,610
N101NR,N10 1NR,N,107,150.4,593,,18,98.8,159.9,526.5,10,16.4,39,,1,14.2,17.5,37.5,0,0,0,1,12,2,14,626,499,,28,576,535,287
N101NT,N10 1NT,N,107,146.4,460,,,115.3,146.4,374,20,18.8,36,,,16.4,18.8,36,0,0,0,0,22,3,25,574,459,,,524,505,369
N101NU,N10 1NU,N,76,138.9,1096,,18.3,89.9,154.6,586,19,18.6,49,,3.3,17.6,20.6,40.3,0,0,0,3,20,3,23,665,420,,147,776,703,222
N101NW,N10 1NW,N,107,101.2,205,,14.5,113.6,113.6,,10,13,21,,1,14.7,14.7,,0,0,0,2,14,0,14,388,335,,327,341,341,
N101NX,N10 1NX,N,107,144,460,,17,115,151.6,356.8,20,18.6,36,,13,15.9,18.9,36,0,0,0,2,28,5,33,439,311,,395,386,401,488
N101NY,N10 1NY,N,107,164.3,1096,,14.7,104.6,180.9,620,10,16.4,49,,1,14.3,18.1,40,0,0,0,3,23,4,27,314,257,,175,317,295,166
N101PA,N10 1PA,N,78.1,119.2,1096,6,21.3,99,145.6,587.8,10,13.9,49,1.5,2.6,14.5,17,40,0,1,1,9,38,4,42,416,334,8,279,444,435,356
N101PB,N10 1PB,N,78.1,97.3,331,,17,90.7,100.7,331,15.7,15.5,36,,1,15.2,16.1,36,0,0,0,1,23,1,24,456,381,,332,456,442,125
N101PH,N10 1PH,N,79.8,108.7,205,,,108.7,108.7,,20,17.3,21,,,17.3,17.3,,0,0,0,0,12,0,12,475,337,,,435,435,
N101PJ,N10 1PJ,N,107,172.2,1096,,18,117.3,190.7,484,20,19.4,49,,5,16.8,21.2,38.6,0,0,0,3,20,5,25,402,337,,108,417,405,358
N101PL,N10 1PL,N,54.8,52.8,80,,13,60,60,,10,12.4,20,,1,14.5,14.5,,0,0,0,2,11,0,11,106,19,,64,94,94,
N101PN,N10 1PN,N,205,188.3,331,,27,191,208.5,331,21,21.1,36,,18,19.4,21.5,36,0,0,0,1,7,1,8,478,521,,226,456,450,406
N101PS,N10 1PS,N,107,194.7,1096,,23.5,101.5,243.6,1096,10,13.8,49,,3,11.7,17,49,0,0,0,2,6,1,7,351,334,,322,302,259,0
N101PU,N10 1PU,N,107,117,460,,21,108.6,127.1,460,19.3,16.8,36,,3,17.3,18.3,36,0,0,0,2,18,1,19,503,430,,292,481,498,821
N101PX,N10 1PX,N,43.8,138.8,593,3,20.5,65.9,167.4,505.7,8.3,13.6,39,0,4.5,9.5,16.1,38,0,1,0,2,10,3,13,512,376,0,490,506,437,206
N101PY,N10 1PY,N,107,98.8,205,,,98.8,98.8,,10,10.7,21,,,10.8,10.8,,0,0,0,0,5,0,5,568,757,,,568,568,
N101QA,N10 1QA,N,87.2,172.3,593,,,99.9,172.3,462,17.1,19.2,39,,,14.6,19.2,37.5,0,0,0,0,8,2,10,565,503,,,565,452,0
N101QE,N10 1QE,N,91.5,92.3,205,,18,96.6,96.6,,10,13.7,21,,1,14.5,14.5,,0,0,0,1,17,0,17,315,302,,573,300,300,
N101QG,N10 1QG,N,52,85.7,331,3.7,16.3,132.6,153.5,331,5,8.4,36,0.7,1,12.9,15.4,36,0,3,0,15,17,2,19,420,266,78,382,433,437,467
N101QH,N10 1QH,N,107,105.2,593,2,14.8,125.1,180.3,428.8,10,9.7,39,0.5,1,12.4,16.9,36.8,1,1,0,16,18,4,22,511,364,77,518,365,477,977
N101QN,N10 1QN,N,39.9,58.2,205,10,13,78,78,,10,9,21,1,1,12.3,12.3,,0,0,1,2,7,0,7,525,292,589,187,537,537,
N101QP,N10 1QP,N,60.5,106.5,331,,12.5,82.8,121,331,10,15.4,36,,1,14.2,17.5,36,0,0,0,2,11,2,13,613,635,,830,522,580,898
N101QQ,N10 1QQ,N,107,182.5,593,,,102.6,182.4,462,14.3,18.4,39,,,12.9,18.3,37.5,0,0,0,0,7,2,9,467,371,,,479,467,422
N101QR,N10 1QR,N,91.3,90.6,205,,13,101.7,101.7,,10,12.7,21,,1,14.4,14.4,,0,0,0,1,7,0,7,491,473,,660,467,467,
N101QS,N10 1QS,N,107,154.1,593,,15.5,111.9,181.9,462,14.5,16.4,39,,1,15,19.5,37.5,0,0,0,2,8,2,10,576,284,,949,451,444,416
N101QT,N10 1QT,N,77.5,112.7,331,9,,99.9,123,331,18.9,16.3,36,1,,15.8,17.8,36,0,0,1,0,9,1,10,651,627,196,,706,697,613
N101QU,N10 1QU,N,107,161.5,460,,,101.8,161.5,460,15,17.8,36,,,14.1,17.8,36,0,0,0,0,10,2,12,632,447,,,651,580,224
N101QW,N10 1QW,N,205,220.3,593,,,112.9,220.3,462,21,23.2,39,,,16.9,23.2,37.5,0,0,0,0,9,4,13,939,879,,,1079,867,391
N101QX,N10 1QX,N,92.3,148.8,593,,13.3,82.4,185.7,461.3,10,14.9,39,,1,11.9,18.7,37,0,0,0,3,8,3,11,657,330,,449,585,654,838
N101QZ,N10 1QZ,N,52.5,44,71.86,10,13,56,56,,10,9.6,19.46,1,1,12.9,12.9,,0,0,1,2,8,0,8,489,516,203,649,485,485,
N101RB,N10 1RB,N,40,39.2,71.05,7.5,14.7,49.4,49.4,,9.8,9.8,20,1,3,12.6,12.6,,0,0,2,9,28,0,28,772,542,679,418,893,893,
N101RD,N10 1RD,N,55.4,55.1,79.67,,14,59.4,59.4,,19,15.9,20,,1,17.4,17.4,,0,0,0,2,19,0,19,641,523,,149,693,693,
N101RE,N10 1RE,N,45.9,39.1,72.04,9,16.7,50.6,50.6,,14.8,11.9,19.53,1,5,15.8,15.8,,0,0,2,3,11,0,11,350,261,59,262,427,427,
N101RF,N10 1RF,N,61.8,55.7,78.12,8,14,60,60,,19.5,15.3,20,1,1,16.7,16.7,,0,0,1,1,21,0,21,553,470,191,980,550,550,
N102AA,N10 2AA,N,65.8,163.7,593,,15,93.8,193.6,593,15,15.9,39,,0,14,19,39,0,0,0,1,4,1,5,387,280,,17,480,384,0
N102AB,N10 2AB,N,74.7,98,331,,16,89.1,102.6,331,18.9,16.2,36,,1,15.9,17.1,36,0,0,0,1,17,1,18,479,418,,113,462,446,176
N102AD,N10 2AD,N,78.1,160.7,1096,,,85.6,160.7,514.6,19.2,18.8,49,,,14.7,18.8,38.3,0,0,0,0,33,7,40,558,386,,,475,502,630
N102AE,N10 2AE,N,38.5,76.4,593,6,17.2,70.2,107.5,593,10,10.2,39,1,2.8,12.2,14.1,39,0,1,1,5,13,1,14,217,132,1,206,238,221,0
N102AH,N10 2AH,N,38.5,32.8,56.51,6.3,24.8,41.4,41.4,,8,7.8,17.05,1,5,10.2,10.2,,0,1,3,4,16,0,16,595,494,13,394,753,753,
N102AL,N10 2AL,N,77.2,144.2,460,,,95.6,144.2,363.3,19.5,19.4,36,,,15.7,19.4,36,0,0,0,0,18,4,22,639,513,,,633,639,670
N102AN,N10 2AN,N,74.2,156,1096,,21.5,86.8,171,844.5,15.6,16.6,49,,5,14.6,17.9,44,0,0,0,2,16,2,18,474,280,,231,531,475,24
N102AR,N10 2AR,N,107,154.2,593,,,114.7,154.2,417.3,20,20.7,49.98,,,17.6,20.7,41.7,0,0,0,0,20,3,23,512,479,,,481,490,551
N102AS,N10 2AS,N,78.1,119.9,593,,22.5,95.6,128.8,460.5,20,19.2,50,,5.5,18,20.4,44.5,0,0,0,2,20,2,22,337,270,,297,311,325,475
N102AT,N10 2AT,N,69.4,60,79.67,,15,69,69,,17.6,14.7,20,,1,17.4,17.4,,0,0,0,1,5,0,5,629,470,,976,560,560,
N102AU,N10 2AU,N,79.1,131.7,593,,17,108.2,148,526.5,20,17.7,39,,1,18.3,20.1,37.5,0,0,0,3,19,2,21,361,351,,106,361,346,203
N102AX,N10 2AX,N,78.1,97.7,331,,13.5,93.9,107.1,331,19.1,16.2,36,,1,16.8,17.8,36,0,0,0,2,17,1,18,417,335,,174,440,445,523
N102BE,N10 2BE,N,107,200.1,1096,,16.3,106.3,227.6,712.8,20,22.1,49.98,,1.3,20.1,25.3,46,0,0,0,3,16,4,20,319,222,,128,352,300,92
N102BG,N10 2BG,N,78.1,120.5,331,,15.5,97.2,130.5,330.3,19.5,18.6,49.98,,1,16.9,20.3,40.7,0,0,0,2,18,3,21,549,405,,589,481,520,754
N102BH,N10 2BH,N,79.9,114.2,331,2,,99.3,128.3,331,19.5,16.3,36,1,,15.9,18.4,36,1,0,0,0,7,1,8,327,372,0,,305,327,483
N102BJ,N10 2BJ,N,93.5,112.7,331,,16,110.3,130.3,331,19.2,16,36,,1.3,17,18.7,36,0,0,0,4,20,2,22,369,264,,288,344,317,48
N102BL,N10 2BL,N,78.3,102,593,,17.3,97.6,111.7,593,10,13.9,39,,1.3,14.7,15.4,39,0,0,0,4,34,1,35,419,364,,381,423,411,0
N102BN,N10 2BN,N,107,109.7,593,,18.3,106.5,119.3,593,10,13.7,39,,5,14,14.7,39,0,0,0,4,37,1,38,423,252,,162,371,361,0
N102BP,N10 2BP,N,107,193.3,593,,,118.8,193.3,461.6,18.3,20.3,39,,,15.6,20.3,37.2,0,0,0,0,18,5,23,976,612,,,538,891,2164
N102BS,N10 2BS,N,107,152.7,1096,,20,105.3,156.5,553.8,20,20.4,49.25,,5,18.1,20.9,42.5,0,0,0,1,31,4,35,454,291,,17,455,440,328
N102BT,N10 2BT,N,107,177.2,1096,,10,115,182.1,685.5,20,19.8,49,,1,17.7,20.4,40.8,0,0,0,1,30,4,34,576,203,,82,509,489,335
N102BU,N10 2BU,N,78.3,142.4,593,,16,91.1,145.3,424.3,19.8,18.9,39,,1,15.9,19.3,36.9,0,0,0,1,36,7,43,429,270,,1334,373,378,399
N102BX,N10 2BX,N,107,125.6,205,,,125.7,125.7,,10,13.9,23.34,,,13.9,13.9,,0,0,0,0,9,0,9,440,482,,,342,342,
N102DB,N10 2DB,N,22,26,43.82,5,18,41,41,,6.5,4.7,8.84,1,3,7.7,7.7,,0,0,1,3,3,0,3,387,203,203,614,221,221,
N102DD,N10 2DD,N,93.5,160.4,593,,20.5,102.2,177.9,505.7,11.7,16.3,39,,2.5,13.4,18,38,0,0,0,2,13,3,16,317,196,,280,305,282,184
N102DE,N10 2DE,N,45.7,106.5,331,8,24,119.3,172.3,331,7.3,12,36,2,4,12.7,18.5,36,0,0,1,2,3,1,4,153,128,0,56,268,201,0
N102DG,N10 2DG,N,107,268.7,1096,,13,109.3,281.4,970.3,20,23.2,49.97,,1,18.8,24.4,46.5,0,0,0,1,16,4,20,366,315,,5,386,311,7
N102DH,N10 2DH,N,78.7,108,593,,10,89.5,110.7,462,18.3,17,39,,1,16.2,17.4,37.5,0,0,0,1,33,2,35,526,452,,160,524,506,211
N102DJ,N10 2DJ,N,107,158.1,593,9,20,87.2,179.4,442.7,10,17.7,39,1,4.5,13.9,19.9,36.9,0,0,2,2,20,7,27,452,233,96,1002,407,371,268
N102DL,N10 2DL,N,107,134.3,593,,,95.6,134.3,418.3,14.3,16.9,39,,,14.2,16.9,37,0,0,0,0,22,3,25,452,360,,,411,416,452
N102DN,N10 2DN,N,92.5,137.2,593,,11,109.7,143.2,462,19.5,18.9,39,,10,17.4,19.3,37.5,0,0,0,1,19,2,21,671,256,,36,731,669,79
N102DP,N10 2DP,N,77.2,88.6,331,9,18,84.6,94.8,331,17.6,15.5,36,1,1,15.8,16.7,36,0,0,1,1,23,1,24,370,346,0,346,354,371,747
N102DR,N10 2DR,N,107,153.4,593,,16.3,103.2,165.5,405.9,10,16,39,,6.7,11.6,16.8,36.9,0,0,0,3,27,7,34,493,451,,727,458,458,455
N102DS,N10 2DS,N,80.9,134.9,1096,8.5,21.7,96.5,175.9,588.8,10,12.1,49,1,4.1,10.4,15.2,39.8,0,0,2,9,26,5,31,417,370,22,334,414,399,320
