postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines
NW100AA,NW10 0AA,NW,76.3,56,80,4.5,,70.9,70.9,,20,15.7,20,0.5,,20,20,,0,2,0,0,7,0,7,62,28,0,,71,71,
NW100AD,NW10 0AD,NW,77.2,64.1,80,2,,69.3,69.3,,20,16.7,20,0.5,,18,18,,1,1,0,0,24,0,24,466,188,6,,485,485,
NW100AF,NW10 0AF,NW,71.8,59.7,79.91,1,,63.9,63.9,,19.5,15.6,20,1,,16.7,16.7,,1,0,0,0,14,0,14,666,545,31,,712,712,
NW100AG,NW10 0AG,NW,156,167.6,331,,,135,167.7,331,20.5,21.3,36,,,18.4,21.3,36,0,0,0,0,5,1,6,402,206,,,402,335,0
NW100AL,NW10 0AL,NW,74.2,63.9,79.91,,26,67.1,67.1,,19.5,16.1,20,,5,17.1,17.1,,0,0,0,1,12,0,12,665,676,,676,665,665,
NW100AN,NW10 0AN,NW,49,49.6,71.91,0,,51.4,51.4,,10,11.7,19.4,1,,12.1,12.1,,1,0,0,0,28,0,28,787,705,2,,815,815,
NW100AP,NW10 0AP,NW,107,90.8,107,,,90.8,90.8,,10,11.9,19.53,,,12,12,,0,0,0,0,5,0,5,593,564,,,593,593,
NW100AR,NW10 0AR,NW,79.7,100,331,3,18,98.4,105.1,331,19.5,17,36,1,7,17.2,17.7,36,0,1,0,1,34,1,35,783,587,22,2007,758,770,1160
NW100AS,NW10 0AS,NW,79.7,100.1,205,3,26,106.2,106.2,,19.3,15,21,1,6,15.8,15.8,,0,1,0,1,28,0,28,526,473,117,394,546,546,
NW100AU,NW10 0AU,NW,70.8,80.5,205,,10,85.9,85.9,,16,14.4,21,,1,15.4,15.4,,0,0,0,1,13,0,13,546,461,,0,588,588,
NW100AW,NW10 0AW,NW,48.8,48.1,76.59,4.7,,50.1,50.1,,10,11.1,19.4,0.7,,11.6,11.6,,1,1,1,0,65,0,65,672,445,124,,697,697,
NW100AY,NW10 0AY,NW,76.6,109.4,460,3,25,87,115.7,374,20,18.1,36,0,6,17.1,19,36,0,1,0,1,27,3,30,579,443,31,639,492,556,1134
NW100BA,NW10 0BA,NW,78.1,92.9,460,3.3,,80.9,101.9,395.5,19.5,15.7,36,3,,15.6,17,36,0,3,0,0,28,2,30,671,573,257,,684,712,1107
NW100BD,NW10 0BD,NW,78.1,68.4,107,1,,76.9,76.9,,14.6,13.8,20,0.5,,15.4,15.4,,2,0,0,0,16,0,16,629,361,18,,705,705,
NW100BE,NW10 0BE,NW,71.9,105,593,2.5,,85.7,110.9,526.5,19.2,16.8,39,0.5,,16.5,17.7,37.5,0,2,0,0,33,2,35,832,669,11,,790,784,679
NW100BG,NW10 0BG,NW,78.1,87.8,205,3,16,91.9,91.9,,18.5,15,21,1,15,15.4,15.4,,0,1,0,1,38,0,38,595,442,536,681,578,578,
NW100BH,NW10 0BH,NW,66.1,122.6,460,4,,75.2,133.5,395.5,12.4,15.4,36,1,,12.4,16.7,36,0,1,0,0,9,2,11,730,669,70,,661,790,1370
NW100BN,NW10 0BN,NW,34.6,32.8,61.26,1,24.6,38.7,38.7,,6.7,6.6,17.63,1,5.1,7.8,7.8,,1,0,0,10,19,0,19,856,703,16,940,856,856,
NW100BR,NW10 0BR,NW,55,118.9,1000,,,78.3,118.9,850,10,21,115,,,16.5,21,101.7,0,0,0,0,54,3,57,588,503,,,572,588,878
NW100BT,NW10 0BT,NW,77.3,68.4,107,3,,71.2,71.2,,10,13.6,20,1,,14.1,14.1,,0,1,0,0,24,0,24,502,352,49,,521,521,
NW100BW,NW10 0BW,NW,35.5,32.6,47.12,2.7,20.5,37.6,37.6,,7.1,7,12.78,0.7,5.8,7.8,7.8,,1,2,0,8,38,0,38,585,463,187,400,656,656,
NW100DA,NW10 0DA,NW,93.3,100.4,205,,,100.4,100.4,,10,14.3,21,,,14.3,14.3,,0,0,0,0,12,0,12,531,320,,,443,443,
NW100DD,NW10 0DD,NW,80,82.1,107,,,82,82,,10,14,20,,,14,14,,0,0,0,0,5,0,5,328,286,,,262,262,
NW100DF,NW10 0DF,NW,78.6,85.2,205,5,24.5,92.3,92.3,,10,12.7,21,0.5,8.5,13.6,13.6,,0,1,1,2,40,0,40,502,455,463,428,483,483,
NW100DG,NW10 0DG,NW,79.7,109.1,331,,,96.8,109.2,331,20,17,36,,,16,17.1,36,0,0,0,0,18,1,19,773,819,,,732,732,741
NW100DJ,NW10 0DJ,NW,80,89.5,205,4,30,94.7,94.7,,10,13.3,21,1,11,13.9,13.9,,0,1,0,1,28,0,28,509,358,116,399,491,491,
NW100DL,NW10 0DL,NW,79,100.4,205,,,100.4,100.4,,16.1,15.1,21,,,15,15,,0,0,0,0,22,0,22,433,419,,,433,433,
NW100DN,NW10 0DN,NW,78.1,163,1096,,,78.2,163,1096,18,17.9,49,,,15.1,17.9,49,0,0,0,0,11,1,12,565,481,,,565,518,0
NW100DP,NW10 0DP,NW,78.5,115.7,1096,,21,85,119.7,629,10,12.6,49,,5,11,12.9,40.3,0,0,0,2,44,3,47,399,308,,263,372,371,349
NW100DQ,NW10 0DQ,NW,78.1,75.8,107,,,75.8,75.8,,10,14.4,20,,,14.4,14.4,,0,0,0,0,30,0,30,328,245,,,317,317,
NW100DR,NW10 0DR,NW,80,104,331,,,93.7,104,331,10,14.2,36,,,13.2,14.2,36,0,0,0,0,22,1,23,538,450,,,523,514,324
NW100DS,NW10 0DS,NW,78.1,85.5,331,2,19,86.7,93.9,331,10,11.9,36,1,3,12.3,13,36,1,0,0,3,33,1,34,452,354,122,652,426,431,600
NW100DT,NW10 0DT,NW,107,150.8,1096,9,16,103.1,169.3,1096,10,14,49,1,9,12.7,15.1,49,0,0,1,1,14,1,15,625,559,3,659,622,581,0
NW100DU,NW10 0DU,NW,76.6,72.4,205,6,24,85.4,85.4,,10,13,21,2,10,14.9,14.9,,0,0,2,1,14,0,14,421,311,153,0,490,490,
NW100DX,NW10 0DX,NW,78.1,93.4,205,3,,97.5,97.5,,10,13.4,21,0,,14,14,,0,1,0,0,22,0,22,443,361,12,,442,442,
NW100DY,NW10 0DY,NW,78.9,119.4,460,4,,99,129.1,460,10,13.2,36,1,,12.3,14.3,36,0,1,0,0,11,1,12,592,309,168,,638,627,510
NW100EA,NW10 0EA,NW,39.9,43.5,78.12,3,26,58,58,,10,10.7,19.53,1,6,14.5,14.5,,0,1,0,1,4,0,4,537,562,11,481,682,682,
NW100EE,NW10 0EE,NW,40.3,40.5,79.66,3,,78,78,,10.7,10.3,20,1,,19.8,19.8,,0,5,0,0,5,0,5,230,64,57,,357,357,
NW100EF,NW10 0EF,NW,79.7,101,205,,,101,101,,20,16.8,21,,,16.8,16.8,,0,0,0,0,6,0,6,493,448,,,493,493,
NW100EG,NW10 0EG,NW,73,94.1,331,4,,88.5,97.4,331,18.7,16,36,1,,15.8,16.6,36,0,1,0,0,26,1,27,676,593,5,,705,701,601
NW100EJ,NW10 0EJ,NW,69.2,65.6,79.91,2,,67.9,67.9,,18.7,16.5,20,0,,17.1,17.1,,0,1,0,0,27,0,27,715,552,94,,738,738,
NW100EN,NW10 0EN,NW,59.8,115.4,593,3,,83.1,121,462,18.8,16.5,39,1,,15,17.3,37.5,0,1,0,0,18,2,20,674,433,491,,711,683,437
NW100EP,NW10 0EP,NW,67.8,60.6,80,5,,63.1,63.1,,18,15.7,20,1,,16.3,16.3,,0,1,0,0,23,0,23,664,545,3,,664,664,
NW100EQ,NW10 0EQ,NW,75.4,90.1,205,,,90.1,90.1,,16.8,15.9,21,,,15.9,15.9,,0,0,0,0,12,0,12,740,614,,,740,740,
NW100ER,NW10 0ER,NW,78.9,113.3,331,6,,99.6,125.3,331,19.3,17.2,36,1,,16.9,19,36,0,0,1,0,8,1,9,635,557,1395,,500,480,322
NW100ES,NW10 0ES,NW,107,121,460,4,,104.4,125.2,395.5,10,14.9,36,1,,13.9,15.5,36,0,1,0,0,26,2,28,509,559,8,,492,509,729
NW100ET,NW10 0ET,NW,78.1,112.6,331,3,,94.3,128.1,331,19.5,18.8,36,1,,19,21.4,36,0,1,0,0,6,1,7,570,446,550,,659,572,50
NW100EU,NW10 0EU,NW,79.7,86.1,205,,,86.1,86.1,,19.5,15.6,21,,,15.6,15.6,,0,0,0,0,17,0,17,513,447,,,513,513,
NW100EW,NW10 0EW,NW,72.8,89.8,205,,,89.8,89.8,,16.6,15.2,21,,,15.2,15.2,,0,0,0,0,18,0,18,953,663,,,900,900,
NW100EY,NW10 0EY,NW,79.9,105,460,3,21,100.8,109.4,460,19.3,15.1,36,1,6,15.2,15.7,36,0,1,0,1,41,1,42,717,568,35,1100,683,690,943
NW100HA,NW10 0HA,NW,107,179.9,1096,,,101.1,179.9,554.5,10,16.9,49,,,12.2,16.9,39.3,0,0,0,0,19,4,23,471,460,,,394,409,484
NW100HB,NW10 0HB,NW,79.7,113.2,331,10,,107.8,118,331,16.6,16.1,36,10,,15.5,16.4,36,0,0,1,0,21,1,22,552,282,63,,595,574,136
NW100HD,NW10 0HD,NW,92.5,108.2,331,,,86,108.2,331,10,14.4,36,,,12.3,14.4,36,0,0,0,0,20,2,22,927,740,,,751,801,1303
NW100HE,NW10 0HE,NW,65.1,94.2,331,2.3,,72.2,119.3,331,10,12.7,36,0.7,,11.6,16,36,1,2,0,0,9,2,11,627,238,231,,403,678,1915
NW100HS,NW10 0HS,NW,74.7,71.6,205,4.5,,78,78,,18,14.6,21,0.5,,16,16,,0,1,1,0,21,0,21,525,362,129,,538,538,
NW100HY,NW10 0HY,NW,78.9,114.6,460,,,89,114.6,395.5,18.8,17.1,36,,,15.4,17.1,36,0,0,0,0,22,2,24,853,735,,,842,853,974
NW100JD,NW10 0JD,NW,49.4,52.6,78.12,,,52.6,52.6,,11.2,13.7,19.53,,,13.6,13.6,,0,0,0,0,8,0,8,1142,935,,,1142,1142,
NW100JE,NW10 0JE,NW,39.8,41.6,78.12,3,28,45,45,,8.3,8.9,19.53,1,8.3,9.4,9.4,,0,1,0,3,23,0,23,1490,1427,185,1068,1602,1602,
NW100JR,NW10 0JR,NW,75,59.9,79.91,3,29,66.7,66.7,,18.9,15.4,20,1,15,16.5,16.5,,0,1,0,1,13,0,13,688,474,44,308,767,767,
NW100JS,NW10 0JS,NW,74.6,60.1,79.67,6,20,73.4,73.4,,19.5,15.4,20,1,2,19.4,19.4,,0,0,1,1,7,0,7,551,283,72,40,692,692,
NW100JT,NW10 0JT,NW,55,58,78.12,,,58,58,,19.3,17.6,19.69,,,17.7,17.7,,0,0,0,0,6,0,6,883,775,,,883,883,
NW100JU,NW10 0JU,NW,44,46.5,63.89,,21,53,53,,9.1,11,16.11,,7,12,12,,0,0,0,1,4,0,4,1141,551,,190,1379,1379,
NW100JX,NW10 0JX,NW,39.4,32.7,53.65,4.3,30,43.8,43.8,,7.4,7.6,16.61,1.3,6,10.1,10.1,,0,1,2,1,8,0,8,421,417,358,462,440,440,
NW100LA,NW10 0LA,NW,39.8,49.8,156.14,,24.3,54.9,54.9,,7.6,10.2,29.28,,4.3,11.4,11.4,,0,0,0,3,15,0,15,1007,808,,599,1022,1022,
NW100LH,NW10 0LH,NW,78.9,84.4,205,,21,88.6,88.6,,13.4,14.7,21,,8,15.1,15.1,,0,0,0,1,15,0,15,517,384,,191,504,504,
NW100LL,NW10 0LL,NW,107,123.4,460,3.5,16.5,115.9,138.1,460,10,12.8,36,1,4.5,12.6,14.1,36,0,2,0,2,29,2,31,529,385,104,351,505,534,964
NW100LN,NW10 0LN,NW,107,125.4,460,4.5,19.5,109.8,134.5,356.8,10,14.2,36,1,6.5,12.7,15,36,1,0,1,2,45,5,50,575,395,264,946,522,515,459
NW100LP,NW10 0LP,NW,107,131.4,460,,25.5,111.8,161.6,460,10,14.3,36,,7,13.2,16.4,36,0,0,0,2,6,1,7,633,560,,422,598,512,0
NW100LR,NW10 0LR,NW,107,194.8,593,,,128.5,194.9,593,10,17,39,,,13.3,17,39,0,0,0,0,6,1,7,604,354,,,604,518,0
NW100LS,NW10 0LS,NW,91.7,120.8,331,,22,96.1,127.4,331,10.2,15.3,36,,10,12.5,15.7,36,0,0,0,1,13,2,15,571,511,,2,593,571,429
NW100LT,NW10 0LT,NW,78.9,99.3,331,4,,89.6,105.7,331,17.4,15.6,36,1,,15.1,16.5,36,0,1,0,0,14,1,15,430,307,34,,427,399,0
NW100LU,NW10 0LU,NW,107,79.3,205,,24.5,86.3,86.3,,10,9,21,,6,9.4,9.4,,0,0,0,2,16,0,16,657,534,,403,688,688,
NW100LX,NW10 0LX,NW,107,167.5,1096,8,29,104.5,194.6,1096,10,12.9,49,6,4,10.9,14.4,49,0,0,1,1,10,1,11,499,494,575,509,441,401,0
NW100NA,NW10 0NA,NW,107,135.6,331,5,13,107.8,152.5,331,19.5,17.6,36,1,11,15.1,19.3,36,0,0,1,1,12,3,15,435,404,42,476,424,401,308
NW100NE,NW10 0NE,NW,80,162.1,1096,3,,96.6,170,586,19.5,17.6,49,1,,14.6,18.4,40.3,0,1,0,0,17,3,20,615,681,13,,605,615,671
NW100NF,NW10 0NF,NW,76.3,95.9,460,6,,65.2,121.6,460,19.5,15.3,36,2,,16.3,19.1,36,0,1,1,0,6,1,7,488,385,206,,582,499,0
NW100NG,NW10 0NG,NW,77.4,97.5,331,3.5,,93.4,113.2,331,19,15.5,36,1,,16.3,17.9,36,0,2,0,0,11,1,12,676,640,375,,677,726,1267
NW100NR,NW10 0NR,NW,66.1,74.8,205,,,74.8,74.8,,10,12.4,21,,,12.4,12.4,,0,0,0,0,18,0,18,369,148,,,328,328,
NW100NS,NW10 0NS,NW,79,81.4,107,,,81.4,81.4,,10,13.2,20,,,13.2,13.2,,0,0,0,0,13,0,13,697,630,,,697,697,
NW100NT,NW10 0NT,NW,80,120.4,331,,,107.3,120.4,331,20,17.3,36,,,16.1,17.3,36,0,0,0,0,16,1,17,769,675,,,662,724,1718
NW100NU,NW10 0NU,NW,80,131.1,593,4,17,105.4,137,428.8,20,17.7,39,0,10,16.3,18.3,36.8,0,1,0,1,37,4,41,682,591,231,50,667,659,581
NW100NY,NW10 0NY,NW,66.8,70.1,107,,,70.2,70.2,,10.6,13.5,20,,,13.6,13.6,,0,0,0,0,5,0,5,777,486,,,777,777,
NW100PD,NW10 0PD,NW,107,198.7,1096,,,109,198.7,1096,12,17.6,49,,,14.4,17.5,49,0,0,0,0,10,1,11,637,519,,,637,579,0
NW100PE,NW10 0PE,NW,107,176.1,593,,,110,176.1,418.3,20,20.6,39,,,16.2,20.6,37,0,0,0,0,11,3,14,708,647,,,673,657,598
NW100PF,NW10 0PF,NW,73.7,144.3,1096,3,27,77.9,155.6,673.3,17.8,16.8,49,1,2,14.7,18.1,41.3,0,1,0,1,20,3,23,574,435,47,369,556,531,367
NW100PG,NW10 0PG,NW,79,135.7,593,3.5,,114.3,162.2,593,18.4,15.8,39,1,,16.6,18.8,39,0,2,0,0,9,1,10,462,351,81,,546,492,0
NW100PH,NW10 0PH,NW,67.6,69.1,107,4,,72.1,72.1,,16.1,14,20,1,,14.5,14.5,,0,1,0,0,22,0,22,527,354,70,,548,548,
NW100PJ,NW10 0PJ,NW,66.4,101.1,593,5,,83.4,112.7,449,10,14.5,45.91,3.7,,13.5,15.8,42.5,0,2,1,0,23,2,25,1110,720,553,,1049,1043,977
NW100PL,NW10 0PL,NW,78.1,135.5,593,,,93.9,135.5,593,19,18.2,39,,,16.3,18.2,39,0,0,0,0,11,1,12,782,583,,,782,716,0
NW100PN,NW10 0PN,NW,92.7,141.1,331,,,113.9,141,331,19.8,20.2,36,,,18,20.3,36,0,0,0,0,7,1,8,857,811,,,870,857,762
NW100PP,NW10 0PP,NW,107,116.6,205,,,116.6,116.6,,19.5,17.3,29.97,,,17.3,17.3,,0,0,0,0,14,0,14,733,555,,,733,733,
NW100PS,NW10 0PS,NW,64.4,85.3,212.54,4,,91.1,91.1,,17.4,15.2,23.79,1,,16.3,16.3,,0,2,0,0,28,0,28,633,517,226,,662,662,
NW100PT,NW10 0PT,NW,78.9,115.8,331,,,91.9,115.8,331,19.5,18.6,36,,,16.7,18.6,36,0,0,0,0,27,3,30,1038,862,,,987,1004,1156
NW100PZ,NW10 0PZ,NW,78.1,87.9,331,5.5,23.5,90.5,102,331,15.2,15.7,36,1,8,16.9,17.8,36,0,0,2,2,20,1,21,850,616,336,949,810,890,2494
NW100QA,NW10 0QA,NW,107,112.8,331,7,,107.3,117.9,331,10,15.6,36.51,1,,15.3,16.3,36,0,0,1,0,20,1,21,580,580,15,,613,607,494
NW100QB,NW10 0QB,NW,107,207.8,1096,6,,100.1,230.2,685.5,14.8,19.1,49,1,,15.6,21.2,40.8,0,0,2,0,14,4,18,842,791,552,,852,734,321
NW100QG,NW10 0QG,NW,54.8,57.8,78.12,,,57.8,57.8,,10,13.9,20,,,14,14,,0,0,0,0,5,0,5,632,523,,,632,632,
NW100QJ,NW10 0QJ,NW,78.9,130.6,328.8,,,108.7,130.7,329,20,25.7,49.96,,,23,25.7,50,0,0,0,0,9,1,10,709,592,,,521,638,1694
NW100QL,NW10 0QL,NW,75.9,59.9,155.98,5.7,,78,78,,19.5,14.2,29.27,1,,18.7,18.7,,0,1,2,0,9,0,9,717,690,875,,664,664,
NW100QN,NW10 0QN,NW,65.4,60,156.04,7.5,,81,81,,16.6,13.7,29.26,1,,18.8,18.8,,0,0,2,0,5,0,5,1131,1033,308,,1461,1461,
NW100QP,NW10 0QP,NW,73.7,84.7,158.7,,,84.6,84.6,,20,19.8,30,,,19.8,19.8,,0,0,0,0,5,0,5,1404,1162,,,1404,1404,
NW100QR,NW10 0QR,NW,73.3,64.8,159.94,6,23,69,69,,19.5,15.4,29.97,1,6,16.4,16.4,,0,0,1,1,24,0,24,638,493,467,334,658,658,
NW100QS,NW10 0QS,NW,39.2,39,76.33,,23,42.8,42.8,,7.1,7.6,16.39,,5.8,8,8,,0,0,0,5,21,0,21,577,562,,304,642,642,
NW100QT,NW10 0QT,NW,65.4,56.3,79.91,10,,60.2,60.2,,10,13.1,20,1,,14.2,14.2,,0,0,1,0,12,0,12,795,548,183,,846,846,
NW100QX,NW10 0QX,NW,78.9,104.1,156.23,,,104,104,,20,21.9,29.26,,,21.8,21.8,,0,0,0,0,6,0,6,1262,1031,,,1262,1262,
NW100QY,NW10 0QY,NW,79,84.5,159.97,,,84.5,84.5,,19.8,21.7,35.06,,,21.8,21.8,,0,0,0,0,8,0,8,483,448,,,483,483,
NW100RA,NW10 0RA,NW,77.2,65.2,156.13,7.5,,84.5,84.5,,19.5,14.9,28.76,1,,19.5,19.5,,0,0,2,0,6,0,6,778,545,820,,765,765,
NW100RB,NW10 0RB,NW,78.1,77.3,159.92,10,,85.8,85.8,,19.5,17.6,29.59,1,,19.8,19.8,,0,0,1,0,8,0,8,797,739,238,,867,867,
NW100RD,NW10 0RD,NW,78.1,73.7,79.67,,,73.6,73.6,,19.5,18.6,20,,,18.6,18.6,,0,0,0,0,5,0,5,1056,1246,,,1056,1056,
NW100RE,NW10 0RE,NW,54.7,59.7,159.23,5.5,,77.8,77.8,,11.8,13,29.97,1,,17,17,,0,1,1,0,6,0,6,265,265,207,,284,284,
NW100RG,NW10 0RG,NW,79.7,75.9,79.91,,,75.9,75.9,,20,18.6,20,,,18.6,18.6,,0,0,0,0,7,0,7,77,28,,,77,77,
NW100RH,NW10 0RH,NW,78.1,77.4,156.08,8,,83.2,83.2,,19.5,19,29.26,1,,20.5,20.5,,0,0,1,0,12,0,12,1277,1058,578,,1336,1336,
NW100RX,NW10 0RX,NW,51.8,60.2,159.34,8,,66.8,66.8,,10,12.4,29.98,1,,13.8,13.8,,0,0,1,0,8,0,8,838,328,129,,926,926,
NW100RY,NW10 0RY,NW,44.1,52.2,76.33,,,52.2,52.2,,9.5,9.9,15.15,,,10,10,,0,0,0,0,5,0,5,1103,543,,,1103,1103,
NW100SD,NW10 0SD,NW,39.9,44,78.12,7.7,25,51.7,51.7,,9.8,8.9,16.38,1,8,10.2,10.2,,0,0,3,2,19,0,19,761,701,858,826,739,739,
NW100SE,NW10 0SE,NW,39.9,45.9,78.12,,,45.8,45.8,,10,9.7,13.82,,,9.7,9.7,,0,0,0,0,6,0,6,1424,1276,,,1187,1187,
NW100SH,NW10 0SH,NW,29.9,27.9,40,,22.3,36,36,,5.8,5.9,10,,4.7,8,8,,0,0,0,3,2,0,2,821,687,,919,675,675,
NW100SJ,NW10 0SJ,NW,28.4,26.2,40.37,5.7,23,36,36,,5.6,5.6,11.84,1,5.1,7.6,7.6,,0,0,3,8,9,0,9,700,584,470,503,952,952,
NW100SN,NW10 0SN,NW,21.4,21,31.43,6,23.5,31,31,,6.8,5.6,7.98,0.7,6.7,7,7,,0,1,2,10,2,0,2,687,688,867,710,304,304,
NW100SR,NW10 0SR,NW,30.6,30.5,38.49,,22.5,32.6,32.6,,6.4,6.5,7.45,,6.5,6.5,6.5,,0,0,0,2,8,0,8,850,816,,555,924,924,
NW100SS,NW10 0SS,NW,48.6,48.4,76.56,,18,51.1,51.1,,10.4,10.7,18.52,,5,11.2,11.2,,0,0,0,1,11,0,11,734,530,,851,724,724,
NW100ST,NW10 0ST,NW,72.1,57.7,103.81,8,25,72,72,,12,12.6,20,0.8,6,15.9,15.9,,0,0,5,2,22,0,22,992,984,1020,276,1051,1051,
NW100SU,NW10 0SU,NW,64.4,57.4,80,7,23.5,64.4,64.4,,14.6,13.5,20,1,10.5,14.6,14.6,,0,0,1,2,17,0,17,652,329,126,92,711,711,
NW100SY,NW10 0SY,NW,78.9,74.8,80,,,74.8,74.8,,20,18.3,20,,,18.3,18.3,,0,0,0,0,6,0,6,945,998,,,945,945,
NW100TA,NW10 0TA,NW,78.1,83.7,159.35,8,12,95.1,95.1,,19.5,17.9,29.98,1,1,20.5,20.5,,0,0,1,1,13,0,13,634,372,45,72,723,723,
NW100TB,NW10 0TB,NW,63.6,56.8,79.91,10,,63.6,63.6,,14.6,13.7,20,1,,15.6,15.6,,0,0,1,0,7,0,7,1035,444,440,,1120,1120,
NW100TE,NW10 0TE,NW,71.9,65.8,79.91,,,65.8,65.8,,16.9,15.5,20,,,15.5,15.5,,0,0,0,0,6,0,6,674,526,,,674,674,
NW100TF,NW10 0TF,NW,72.5,58.8,79.91,7,23,62.9,62.9,,14.5,14.2,20,1,6,15.3,15.3,,0,0,1,1,21,0,21,639,494,520,491,652,652,
NW100TN,NW10 0TN,NW,76.6,95.5,593,3.5,21,86.8,108.2,462,10.7,14.1,39,2,20,14,15.3,37.5,1,2,1,1,33,2,35,719,400,265,523,747,715,182
NW100TP,NW10 0TP,NW,79,145,593,,,87.4,145,462,10,16.9,39,,,13.2,16.9,37.5,0,0,0,0,11,2,13,488,455,,,403,488,958
NW100TR,NW10 0TR,NW,71.6,90,331,3.5,,83.6,93.5,331,16.4,15.2,36,1.5,,14.9,15.8,36,0,2,0,0,48,2,50,753,526,270,,690,697,879
NW100TS,NW10 0TS,NW,79,96.7,205,3,,108.5,108.5,,19.5,15.3,21,1,,17.1,17.1,,0,1,0,0,8,0,8,195,108,108,,206,206,
NW100TT,NW10 0TT,NW,78.8,98.5,331,,,84.8,98.4,331,16.5,15.8,36,,,14.6,15.8,36,0,0,0,0,17,1,18,888,765,,,865,888,1266
NW100TU,NW10 0TU,NW,67.5,151.4,1096,,,78.8,151.4,1096,10,15.8,49,,,13.2,15.8,49,0,0,0,0,13,1,14,1011,690,,,1011,938,0
NW100TW,NW10 0TW,NW,93.3,87.4,205,2,,99.6,99.6,,10,12.3,21,1,,13.9,13.9,,0,1,0,0,7,0,7,197,213,0,,225,225,
NW100TX,NW10 0TX,NW,78.1,116.1,593,,17,97.3,123.8,548.7,19.5,16.2,39,,3.3,15.9,17.2,38,0,0,0,4,48,3,51,725,422,,164,729,712,445
NW100TY,NW10 0TY,NW,107,146.7,1096,2,,110.5,154.8,642.3,19.5,16.7,49,0.5,,15.1,16.2,28.3,1,1,0,0,33,3,36,497,434,75,,462,423,0
NW100TZ,NW10 0TZ,NW,76.1,74.1,205,2,,82.6,82.6,,19.5,14,21,0.5,,15.6,15.6,,1,1,0,0,17,0,17,469,310,70,,516,516,
NW100UA,NW10 0UA,NW,78.1,101,331,4.3,24,91,111.5,331,10.6,14.4,36,2,11,13.2,15.1,36,2,0,1,1,32,3,35,696,444,150,596,698,726,1025
NW100UB,NW10 0UB,NW,79.4,230,1096,,,68.8,230,713.5,20,21.9,49,,,15,21.9,42.5,0,0,0,0,6,2,8,597,580,,,614,522,247
NW100UD,NW10 0UD,NW,78.1,65.9,107,1.7,,73,73,,10,13.5,20,0.7,,14.9,14.9,,1,2,0,0,27,0,27,797,677,280,,854,854,
NW100UF,NW10 0UF,NW,2.8,2.6,4.41,2.7,,,,,0.7,0.6,0.98,0.7,,,,,1,5,0,0,0,0,0,6,3,5,,,,
NW100UG,NW10 0UG,NW,76.3,72.1,205,4.3,21,86.1,86.1,,13.7,13.2,21,0.8,6,15.7,15.7,,0,4,0,1,23,0,23,482,298,60,3,576,576,
NW100UH,NW10 0UH,NW,73.8,145.2,1096,3,29,72,163.6,713.5,10,15.4,49,1,9,12.7,16.9,42.5,0,1,0,1,12,2,14,324,255,53,587,291,324,525
NW100UJ,NW10 0UJ,NW,79.7,108.4,331,,18,82,123.5,331,13.9,15.9,36,,2,14.6,18.2,36,0,0,0,1,5,1,6,749,573,,1537,399,618,1710
NW100UL,NW10 0UL,NW,79.7,88.9,205,3,15,99.5,99.5,,10,12.6,21,1,1,14.2,14.2,,0,1,0,1,15,0,15,355,298,498,181,357,357,
NW100UN,NW10 0UN,NW,65.8,114.9,593,,29,96.9,120.4,462,10,15,39,,5.5,14.1,15.6,37.5,0,0,0,2,29,2,31,948,721,,936,896,887,769
NW100UQ,NW10 0UQ,NW,68.9,83.8,205,,25,87.6,87.6,,14.1,14.3,21,,6,14.8,14.8,,0,0,0,2,31,0,31,672,554,,183,660,660,
NW101AA,NW10 1AA,NW,76.1,70.3,79.67,,,70.3,70.3,,19.8,17.7,20,,,17.7,17.7,,0,0,0,0,12,0,12,570,623,,,522,522,
NW101AB,NW10 1AB,NW,78.1,69.1,79.76,,28,74.3,74.3,,19.5,17.8,20,,7,19.3,19.3,,0,0,0,1,8,0,8,716,594,,55,799,799,
NW101AD,NW10 1AD,NW,62.7,55.6,79.91,3,27,65.8,65.8,,19.3,15.2,20,1,7,18,18,,0,1,0,1,8,0,8,763,674,87,236,914,914,
