postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines
SE100AA,SE10 0AA,SE,72.9,84.6,205,,15,94.6,94.6,,14.8,13.9,21,,1,15.7,15.7,,0,0,0,1,7,0,7,548,573,,589,542,542,
SE100AB,SE10 0AB,SE,65.9,65.8,205,7,21.5,79.6,79.6,,10,11.6,21,1,1.5,14.6,14.6,,0,0,1,4,17,0,17,401,346,58,169,476,476,
SE100AD,SE10 0AD,SE,52.5,54.6,107,,13,57.5,57.5,,14.1,13.5,20,,1,14.4,14.4,,0,0,0,1,14,0,14,1056,551,,96,1125,1125,
SE100AE,SE10 0AE,SE,64.3,65.2,107,,,65.2,65.2,,16.7,16.2,20,,,16.2,16.2,,0,0,0,0,22,0,22,1274,1189,,,1274,1274,
SE100AH,SE10 0AH,SE,73.6,114.9,331,,20,88.5,118.8,331,12.1,16,36,,1,13.9,16.6,36,0,0,0,1,21,3,24,481,381,,392,463,464,474
SE100AN,SE10 0AN,SE,78.1,73.2,79.91,,,73.2,73.2,,19.5,18.4,20,,,18.4,18.4,,0,0,0,0,15,0,15,845,598,,,845,845,
SE100AQ,SE10 0AQ,SE,55.4,50.2,78.05,7,17,63.1,63.1,,15,12.6,20,1,1,16.8,16.8,,0,0,1,3,11,0,11,674,515,302,355,794,794,
SE100AS,SE10 0AS,SE,78.1,63.2,80,,,63.2,63.2,,19.5,15.8,20,,,15.8,15.8,,0,0,0,0,5,0,5,692,832,,,692,692,
SE100AW,SE10 0AW,SE,53.7,58.2,78.08,,,58.2,58.2,,12.1,12.6,15.99,,,12.6,12.6,,0,0,0,0,5,0,5,1171,1356,,,1171,1171,
SE100AZ,SE10 0AZ,SE,54.8,55.4,78.13,,20,61.3,61.3,,15.7,13.7,20,,1,15.8,15.8,,0,0,0,2,12,0,12,816,617,,239,912,912,
SE100BA,SE10 0BA,SE,79.9,127.3,500,6,,110.9,130.3,500,19.5,16.8,20,1,,7.1,6.7,0,0,0,1,0,38,2,40,631,419,28,,265,252,0
SE100BD,SE10 0BD,SE,78.4,134,500,,,90.9,134,500,20,17.4,20,,,8.2,7.3,0,0,0,0,0,17,2,19,277,276,,,130,116,0
SE100BL,SE10 0BL,SE,74.4,137.8,1000,5.5,,86.8,141.3,603.8,18.9,15.9,50,0.5,,7.7,7.5,6.3,0,1,1,0,68,8,76,635,408,1,,317,292,81
SE100BP,SE10 0BP,SE,76.6,167.3,1000,7,12,92.6,182.2,666,17.1,16.3,50,1,2,4.1,5,10,0,1,1,1,27,5,32,529,354,36,412,160,150,97
SE100BS,SE10 0BS,SE,68.1,86.4,250,5,,90.1,90.1,,18.4,15.8,20,0,,9.4,9.4,,0,0,1,0,22,0,22,1039,650,0,,567,567,
SE100BX,SE10 0BX,SE,78.7,209,1000,5,,104.4,234.6,625,19.5,14.9,19.98,0.5,,9.8,7.4,0,0,1,1,0,12,4,16,829,442,0,,345,259,0
SE100BY,SE10 0BY,SE,76.7,126.2,1000,3.5,,80.7,133.2,1000,19.3,15.2,20,0.5,,11,10.4,0,1,0,1,0,33,2,35,810,587,131,,581,548,0
SE100BZ,SE10 0BZ,SE,79.7,178.7,1000,7,,93.3,182.1,833.3,19.5,15.1,20,1,,5.8,5.1,0,0,0,1,0,44,6,50,502,462,72,,192,169,0
SE100DA,SE10 0DA,SE,39.1,92,593,8.5,25,61.1,118.4,462,8.4,11.5,39,3,7,9.8,13.7,37.5,0,0,2,3,12,2,14,497,191,29,147,662,568,0
SE100DB,SE10 0DB,SE,38.2,85.3,460,,24.6,81.1,102.2,460,6.9,9.4,36,,4.2,9.4,10.8,36,0,0,0,5,17,1,18,429,419,,558,380,394,634
SE100DD,SE10 0DD,SE,72,126.8,593,,,75.4,126.8,418.3,10,14.2,39,,,10.2,14.2,37,0,0,0,0,17,3,20,449,334,,,434,427,389
SE100DE,SE10 0DE,SE,41.4,86.6,205,,21,93.8,93.8,,7.2,10.1,21,,4.5,10.7,10.7,,0,0,0,2,18,0,18,344,291,,302,330,330,
SE100DF,SE10 0DF,SE,58.6,111.3,1096,,21,79.7,120.3,586.8,10,13.3,49,,3.8,12.1,14.3,39.3,0,0,0,5,46,4,50,536,331,,124,544,524,293
SE100DG,SE10 0DG,SE,107,130.1,593,,23,118.6,133.5,593,10.4,14.4,39,,1,14.1,14.9,39,0,0,0,1,31,1,32,526,518,,66,523,507,0
SE100DH,SE10 0DH,SE,68.1,124,593,8.5,19.5,87.2,144.9,491.3,10.7,17,75,0.5,1,15.1,20,50,0,0,2,2,18,3,21,471,269,117,53,486,455,269
SE100DL,SE10 0DL,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,5,5,560,691,,,,560,560
SE100DN,SE10 0DN,SE,50,128.4,500,8.8,13,107.1,194.4,500,1.1,1,1.09,1,1,0,0,0,0,0,4,1,7,2,9,114,116,63,206,0,0,0
SE100DQ,SE10 0DQ,SE,150,265.2,1000,9,,125,281.3,750,1.1,1.1,1.13,1,,0,0,0,0,0,1,0,12,4,16,125,125,125,,0,0,0
SE100DR,SE10 0DR,SE,100,94.4,150,,,94.4,94.4,,,,,,,0,0,,0,0,0,0,9,0,9,,,,,0,0,
SE100DW,SE10 0DW,SE,50,157.9,1000,7.3,12,100,285.7,750,1.1,1.1,1.29,1.3,1,0,0,0,0,0,4,2,5,2,7,301,184,383,138,0,0,0
SE100DY,SE10 0DY,SE,2.5,14.8,77.81,2.2,,78,78,,0.6,3.7,19.39,0.6,,19,19,,2,3,0,0,1,0,1,78,45,18,,221,221,
SE100DZ,SE10 0DZ,SE,67.5,63.7,78.12,,12,66.1,66.1,,19,16.4,20,,1,17,17,,0,0,0,1,22,0,22,414,347,,36,431,431,
SE100EA,SE10 0EA,SE,73.3,110.7,593,,,80.5,110.6,593,17.9,18.1,39,,,16.8,18.1,39,0,0,0,0,16,1,17,643,541,,,643,605,0
SE100ED,SE10 0ED,SE,78.1,68.3,107,,19,72.1,72.1,,19.3,15.6,20,,1,16.7,16.7,,0,0,0,1,13,0,13,784,584,,0,723,723,
SE100EF,SE10 0EF,SE,79.7,94.2,331,9,20,92.2,98.3,331,10,14.5,36,1,1,14.7,15.2,36,0,0,1,1,38,1,39,486,316,0,219,489,481,145
SE100EG,SE10 0EG,SE,79.1,134.2,593,6,,83.5,139,383.4,19.5,19.6,39,1,,16.5,20.3,36.6,0,0,1,0,22,5,27,509,444,53,,521,469,241
SE100EH,SE10 0EH,SE,75.3,101.9,593,,13.3,86.7,110.2,462,19.5,16.3,39,,6.3,15.9,17.2,37.5,0,0,0,3,30,2,32,486,362,,442,455,445,292
SE100EL,SE10 0EL,SE,78.1,157.5,1000,4.5,,83.6,168.8,850,19.5,19.1,75,0.5,,12,13.4,25,0,1,1,0,24,3,27,1064,797,83,,779,703,91
SE100EQ,SE10 0EQ,SE,66.1,64.4,205,3,14.7,75.6,75.6,,10,12.6,21,1,1,15,15,,0,1,0,3,19,0,19,563,318,118,218,641,641,
SE100EX,SE10 0EX,SE,46.3,82.6,593,,14,56.3,110,593,10,12,39,,1,13.9,16.4,39,0,0,0,4,9,1,10,419,304,,123,550,495,0
SE100EY,SE10 0EY,SE,78.1,111.6,593,,,71.5,111.6,593,19.5,18.9,39,,,17.3,18.9,39,0,0,0,0,12,1,13,695,567,,,637,588,0
SE100FB,SE10 0FB,SE,56.5,53.5,78.12,7,19,62.3,62.3,,19.5,15,19.98,1,4,17.7,17.7,,0,0,1,2,13,0,13,653,567,27,114,784,784,
SE100FD,SE10 0FD,SE,55.1,48.2,78.12,9,17,57.7,57.7,,15.7,12.6,20,1,2.2,15.7,15.7,,0,0,2,6,28,0,28,698,360,165,143,855,855,
SE100FE,SE10 0FE,SE,62.4,134.1,1000,,15,68.1,156.8,1000,16.5,13.4,20,,1,11.7,10.6,0,0,0,0,4,19,2,21,438,416,,9,367,332,0
SE100FF,SE10 0FF,SE,66.8,59.7,80,5,15.4,64.7,64.7,,19.5,15,20,1,1,16.3,16.3,,0,0,1,5,55,0,55,618,521,22,303,646,646,
SE100FG,SE10 0FG,SE,66.7,56.2,80,9,15.3,68.2,68.2,,19.5,13.9,20,1,1,17.6,17.6,,0,0,2,3,18,0,18,1087,753,234,18,1179,1179,
SE100FN,SE10 0FN,SE,150,175.3,1000,2,,109,186.6,785.7,0.9,0.9,0.98,0.8,,0,0,0,2,2,0,0,54,7,61,67,55,50,,0,0,0
SE100FP,SE10 0FP,SE,150,174.2,1000,3,,109.8,181,1000,0.8,0.8,0.86,1,,0,0,0,0,2,0,0,46,4,50,102,102,103,,0,0,0
SE100FS,SE10 0FS,SE,77.9,74.1,79.91,,,74.2,74.2,,19.5,17.9,20,,,18,18,,0,0,0,0,6,0,6,699,493,,,699,699,
SE100FY,SE10 0FY,SE,67.5,82.6,330,,17,67.5,87.7,330,15,15,30,,1,15,16.2,30,0,0,0,1,12,1,13,482,483,,0,402,445,970
SE100GA,SE10 0GA,SE,100,199.8,1000,2,17.5,102.4,215.8,833.3,12,12.9,20,0,1.3,6.5,5.5,0,1,0,0,4,49,9,58,570,441,4,84,249,210,0
SE100GB,SE10 0GB,SE,100,200.1,1000,8,15.3,96.7,213.7,681.8,18.1,13.6,20,1,1,6.7,5.3,0,0,0,1,3,44,11,55,536,378,0,111,236,189,0
SE100GE,SE10 0GE,SE,80,94.1,160,3,,97.9,97.9,,20,20.4,30,0,,21.3,21.3,,0,1,0,0,24,0,24,562,565,0,,585,585,
SE100GH,SE10 0GH,SE,80,108.9,550,,,98.9,108.9,550,20,21.7,75,,,20.5,21.7,75,0,0,0,0,44,1,45,544,456,,,546,544,455
SE100GJ,SE10 0GJ,SE,80,125,550,,,105.9,125,440,20,23.6,75,,,21.2,23.6,62.5,0,0,0,0,33,2,35,440,359,,,358,428,1568
SE100GL,SE10 0GL,SE,80,122.4,330,,,109.4,122.4,330,20,24.1,50,,,22.5,24.1,50,0,0,0,0,16,1,17,764,641,,,772,764,641
SE100GP,SE10 0GP,SE,150,236.1,1000,,,121.2,236.1,686.9,20,26,75,,,6.3,8.1,15.4,0,0,0,0,51,13,64,627,470,,,193,196,209
SE100GQ,SE10 0GQ,SE,150,199.7,1000,,,110.1,199.7,647.8,20,23.9,115,,,8,9.7,18.3,0,0,0,0,45,9,54,532,342,,,188,217,358
SE100GS,SE10 0GS,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,66,66,417,386,,,,379,379
SE100GT,SE10 0GT,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,32,32,562,434,,,,527,527
SE100GU,SE10 0GU,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,65,65,470,390,,,,391,391
SE100GW,SE10 0GW,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,61,61,519,434,,,,485,485
SE100GX,SE10 0GX,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,55,55,415,318,,,,355,355
SE100GY,SE10 0GY,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,14,14,349,407,,,,275,275
SE100GZ,SE10 0GZ,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,10,10,479,418,,,,431,431
SE100HD,SE10 0HD,SE,77.7,94.7,331,,18,74.6,103.1,331,14.1,15.4,36,,1,14.6,17,36,0,0,0,1,8,1,9,691,429,,9,729,690,379
SE100HE,SE10 0HE,SE,68.2,69.2,107,,,69.2,69.2,,13,13.5,20,,,13.5,13.5,,0,0,0,0,6,0,6,399,358,,,399,399,
SE100HG,SE10 0HG,SE,79.7,173,593,,17,96.5,184.1,505.7,20,20.3,39,,1,17.3,21.7,38,0,0,0,1,11,3,14,597,471,,0,597,469,0
SE100HJ,SE10 0HJ,SE,78.5,98.6,331,,13.3,75.4,121.9,331,14.8,15.3,36,,1,15.4,19.2,36,0,0,0,3,9,2,11,571,390,,168,502,577,916
SE100HL,SE10 0HL,SE,23.4,45.2,79.76,10,23,79.3,79.3,,1.3,9.1,20,1,1.3,20,20,,0,0,1,3,3,0,3,155,151,29,81,219,219,
SE100HN,SE10 0HN,SE,73.4,73.9,107,,14,81.4,81.4,,15.6,13.9,20,,1,15.5,15.5,,0,0,0,1,8,0,8,601,482,,423,548,548,
SE100HP,SE10 0HP,SE,74.9,85.8,593,4,13,86.1,99.4,593,19.5,15,39,1,1,17,17.6,39,0,1,0,6,37,1,38,478,351,115,255,485,472,0
SE100HQ,SE10 0HQ,SE,78.5,97.9,331,,19,78.6,106.7,331,19.5,17.4,36,,1,17.1,19.2,36,0,0,0,1,8,1,9,1590,1624,,8,1584,1589,1624
SE100HR,SE10 0HR,SE,80,123.4,593,,16,92.6,126.4,396.5,19.5,17,39,,1,15,17.4,36.8,0,0,0,1,32,4,36,442,366,,99,417,403,286
SE100HS,SE10 0HS,SE,66.9,101.6,460,6.7,24,77.7,118.1,374,10,15,36,1,13,13.9,17,36,1,0,2,1,19,3,22,477,363,53,1000,477,468,406
SE100HT,SE10 0HT,SE,77.2,97,205,,,97,97,,14.6,14.8,21,,,14.8,14.8,,0,0,0,0,10,0,10,597,564,,,597,597,
SE100HU,SE10 0HU,SE,66.4,52.9,79.91,9,19.7,70.9,70.9,,14.8,11.9,20,1,1.3,17.3,17.3,,0,0,1,3,8,0,8,181,25,0,83,217,217,
SE100HW,SE10 0HW,SE,74.5,80.2,205,4.5,21.3,92.8,92.8,,16.6,13.5,21,0.5,2,15.9,15.9,,0,1,1,3,26,0,26,741,598,84,309,813,813,
SE100HX,SE10 0HX,SE,41.7,53.1,107,4,21.5,64.4,64.4,,10,10.1,19.26,0,4,12.3,12.3,,0,1,0,2,10,0,10,569,227,142,1,611,611,
SE100HY,SE10 0HY,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,11,11,459,331,,,,334,334
SE100HZ,SE10 0HZ,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,13,13,439,313,,,,371,371
SE100JA,SE10 0JA,SE,73.6,100.6,1000,6,16.3,69.3,115.3,697.7,19.5,14.7,39,1,1.2,15.7,15.5,13,0,0,1,6,38,3,41,479,433,275,61,512,475,5
SE100JB,SE10 0JB,SE,79.6,99.8,331,,19,90.3,109.5,331,10,13.6,36,,1,13.3,15.1,36,0,0,0,3,23,2,25,487,510,,332,490,486,441
SE100JD,SE10 0JD,SE,76.2,112.9,500,,14,68.6,116.5,500,17.4,14.4,20,,1,13.2,11.7,0,0,0,0,1,24,3,27,458,418,,301,407,362,0
SE100JE,SE10 0JE,SE,75.3,67.9,79.52,,,67.9,67.9,,19.7,17.7,20,,,17.7,17.7,,0,0,0,0,10,0,10,522,528,,,522,522,
SE100JJ,SE10 0JJ,SE,78.1,111.8,593,,,95.7,111.8,593,10,14.5,39,,,13.7,14.5,39,0,0,0,0,30,1,31,446,319,,,401,388,0
SE100JL,SE10 0JL,SE,78.1,110,331,,,86.3,109.9,331,19.5,17.1,36,,,15,17.1,36,0,0,0,0,28,3,31,622,399,,,538,582,985
SE100JP,SE10 0JP,SE,76.3,84.5,205,,,84.4,84.4,,10,14.3,21,,,14.2,14.2,,0,0,0,0,9,0,9,937,727,,,937,937,
SE100JQ,SE10 0JQ,SE,78.1,105.5,1096,4,17.2,92.1,116,713.5,10,14.8,49,0,4.6,15,16,42.5,0,1,0,5,50,2,52,614,431,0,346,596,617,1130
SE100JR,SE10 0JR,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,9,9,431,369,,,,431,431
SE100JS,SE10 0JS,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,13,13,496,337,,,,382,382
SE100JT,SE10 0JT,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,14,14,797,458,,,,626,626
SE100JU,SE10 0JU,SE,41.6,57.7,107,7,19.8,68.6,68.6,,10,10.6,20,1,2,13,13,,0,0,1,5,22,0,22,517,487,79,58,595,595,
SE100JW,SE10 0JW,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,26,26,605,509,,,,535,535
SE100JY,SE10 0JY,SE,79.7,89.5,205,,,89.5,89.5,,19.5,16.3,21,,,16.3,16.3,,0,0,0,0,29,0,29,481,372,,,481,481,
SE100JZ,SE10 0JZ,SE,79.7,131.6,1096,9,,87.9,134.9,522.3,19.8,18,49,1,,15.9,18.4,39.3,0,0,1,0,33,4,37,454,373,11,,441,442,447
SE100LA,SE10 0LA,SE,80,146.6,460,,20.5,119.8,159.9,374,20,18.6,36,,1,17.6,20.5,36,0,0,0,2,16,3,19,394,346,,175,386,396,453
SE100LB,SE10 0LB,SE,78.1,125.1,593,,,90,125.1,418.3,19.6,19,39,,,16.8,19,37,0,0,0,0,25,3,28,529,352,,,509,510,526
SE100LD,SE10 0LD,SE,78.9,114,460,,22,94.6,118,363.3,10,15.2,36,,3.5,13.8,15.7,36,0,0,0,2,42,4,46,512,423,,27,523,533,640
SE100LE,SE10 0LE,SE,75.9,90.5,331,8,16,85.8,98.7,331,10,14.2,36,1,1,14.5,15.6,36,0,0,1,1,18,1,19,498,207,93,54,496,516,875
SE100LG,SE10 0LG,SE,79.9,113.3,331,8,20,102,121.9,331,17.8,15.6,36,1,1,15,16.8,36,0,0,1,1,21,2,23,409,258,188,9,380,400,610
SE100LH,SE10 0LH,SE,65.8,66.4,79.67,,,66.3,66.3,,17.6,16.8,20,,,16.8,16.8,,0,0,0,0,6,0,6,650,523,,,650,650,
SE100LJ,SE10 0LJ,SE,52,79.9,331,,24.3,74.3,90.4,331,8.5,10.1,36,,5.7,9.3,10.9,36,0,0,0,3,15,1,16,653,576,,385,701,704,746
SE100LL,SE10 0LL,SE,73.6,113.3,593,,14,89.4,119.3,418.3,10,14.7,39,,2.5,13.3,15.5,37,0,0,0,2,30,3,33,554,315,,229,542,523,328
SE100LN,SE10 0LN,SE,55.8,86.7,205,9,20.7,98.9,98.9,,9.8,10.3,21,1,2.7,11.7,11.7,,0,0,2,3,29,0,29,470,316,15,143,487,487,
SE100LQ,SE10 0LQ,SE,74.6,113.6,593,,,76.9,113.6,462,10.3,15.9,39,,,13.6,15.9,37.5,0,0,0,0,19,2,21,626,498,,,639,596,187
SE100LS,SE10 0LS,SE,53.3,46.4,80,10,13.5,59.3,59.3,,10,10.4,20,7,1,13.3,13.3,,0,0,1,2,8,0,8,529,498,730,45,559,559,
SE100LT,SE10 0LT,SE,39.8,43.1,61.56,,,43.1,43.1,,9.6,9.3,13.47,,,9.3,9.3,,0,0,0,0,8,0,8,485,536,,,485,485,
SE100LW,SE10 0LW,SE,107,155.2,593,,,104,155.1,462,10,16,39,,,12.5,16.1,37.5,0,0,0,0,12,2,14,532,423,,,544,494,197
SE100LZ,SE10 0LZ,SE,38.3,39,46.01,,,39,39,,7.4,7.5,8.4,,,7.5,7.5,,0,0,0,0,6,0,6,314,234,,,314,314,
SE100NA,SE10 0NA,SE,150,156,250,4,,175,175,,0.8,0.8,0.78,1,,0,0,,0,1,0,0,8,0,8,12,12,12,,0,0,
SE100NB,SE10 0NB,SE,100,148.4,1000,4.1,,98.2,178,800,1,2.8,20,0.9,,0.5,0.5,0,0,6,3,0,39,5,44,127,90,103,,9,8,0
SE100ND,SE10 0ND,SE,80,142.5,1000,3.6,,100,169.2,1000,20,15.5,30,0.8,,12.1,11.2,0,0,5,0,0,24,2,26,363,344,265,,232,215,0
SE100NE,SE10 0NE,SE,82.7,194.5,1000,3,,114.6,258.3,833.3,0.8,7.6,30,0.8,,4.2,3.3,0,0,5,0,0,12,3,15,697,250,192,,326,261,0
SE100NG,SE10 0NG,SE,77.6,59.1,79.91,4,16.8,72.6,72.6,,19.5,14.3,20,1,1.2,18.3,18.3,,0,1,0,6,23,0,23,721,662,351,273,822,822,
SE100NL,SE10 0NL,SE,80,129.6,1000,,,93.3,129.6,1000,20,23,115,,,19.2,23,115,0,0,0,0,24,1,25,744,795,,,723,744,1262
SE100NN,SE10 0NN,SE,80,172.5,1000,,,90.4,172.5,665,20,28.2,115,,,19.2,28.2,82.5,0,0,0,0,12,2,14,585,519,,,470,585,1271
SE100NP,SE10 0NP,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,20,20,319,241,,,,239,239
SE100NQ,SE10 0NQ,SE,80,152.4,1000,,,86.7,152.4,497.5,20,24.2,115,,,17.1,24.2,61.3,0,0,0,0,21,4,25,528,428,,,483,528,767
SE100NS,SE10 0NS,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,21,21,357,347,,,,340,340
SE100NW,SE10 0NW,SE,80,117,330,,,101.8,117,330,20,22,50,,,20,22,50,0,0,0,0,14,1,15,589,582,,,506,550,1173
SE100NX,SE10 0NX,SE,80,109.2,550,,,70.3,109.2,440,20,20.8,75,,,15.9,20.8,62.5,0,0,0,0,17,2,19,570,513,,,563,540,352
SE100NY,SE10 0NY,SE,58.6,59,78.12,,20,65.5,65.5,,18.7,15.4,20,,1,17.8,17.8,,0,0,0,1,6,0,6,619,700,,93,707,707,
SE100NZ,SE10 0NZ,SE,60.8,357,1000,8,13,61,530.5,1000,8.9,9.6,19.53,1,1,18,9,0,0,0,1,1,2,2,4,378,152,100,104,655,327,0
SE100PB,SE10 0PB,SE,160,157,330,,,113.8,157,330,30,28,50,,,22.5,28,50,0,0,0,0,4,1,5,251,230,,,271,250,168
SE100PD,SE10 0PD,SE,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,39,39,528,523,,,,487,487
SE100PL,SE10 0PL,SE,46.7,99,593,6.1,15.9,128.7,186.6,418.3,5.6,9.5,39,0.7,1,13.5,18.2,37,1,1,5,8,12,3,15,388,345,244,325,416,438,526
SE100PP,SE10 0PP,SE,80,97.8,160,,,97.8,97.8,,20,20.4,30,,,20.4,20.4,,0,0,0,0,25,0,25,431,318,,,431,431,
SE100PR,SE10 0PR,SE,90,185.3,1000,,,91.2,185.3,750,19.5,15.9,20,,,7.9,6.8,0,0,0,0,0,12,2,14,757,924,,,379,325,0
SE100PY,SE10 0PY,SE,78.7,184.2,1000,6,13.5,114.7,213.1,1000,19.5,12.8,20,1,1,6.2,5.5,0,0,0,1,2,16,2,18,482,449,332,191,166,148,0
SE100PZ,SE10 0PZ,SE,80,205.2,1000,4,,106.1,217.8,1000,19.5,16.6,20,1,,10.6,9.3,0,0,1,0,0,14,2,16,211,103,9,,135,118,0
SE100QA,SE10 0QA,SE,125,121.7,500,,,106.6,121.7,500,19.1,16.9,20,,,6.1,5.8,0,0,0,0,0,25,1,26,542,441,,,195,187,0
SE100QF,SE10 0QF,SE,89.8,158.8,1000,,11,104.4,165.9,750,19.5,14.8,20,,1,5.4,4.9,0,0,0,0,1,19,2,21,405,430,,0,128,116,0
SE100QG,SE10 0QG,SE,79.7,159,1000,,,89.7,159,666.7,19.5,17,20,,,7.7,6.8,0,0,0,0,0,22,3,25,538,483,,,245,215,0
SE100QJ,SE10 0QJ,SE,5.9,6.3,9.24,6.3,,,,,0.9,0.8,1.08,0.8,,,,,0,2,4,0,0,0,0,66,52,44,,,,
SE100QL,SE10 0QL,SE,79.9,185.2,1000,,13,91.4,197.8,714.3,19.5,14.7,30,,1,6.4,5.3,0,0,0,0,3,34,7,41,375,347,,283,140,116,0
SE100QQ,SE10 0QQ,SE,150,255.9,1000,8,,109.9,273,785.7,19.5,14.4,20,0.5,,5.9,4.4,0,0,0,2,0,22,7,29,740,498,251,,246,187,0
SE100QR,SE10 0QR,SE,100,123.2,500,8,12,116.7,171.4,500,1.1,1.1,1.2,1,1,0,0,0,0,0,1,2,6,1,7,447,515,515,414,0,0,0
SE100QS,SE10 0QS,SE,150,202.3,1000,,17.5,113.6,230.8,875,1.1,1.1,1.25,,1,0,0,0,0,0,0,2,11,2,13,529,529,,530,0,0,0
SE100QU,SE10 0QU,SE,90,223.9,1000,5,,91.3,230.1,785.7,19.8,29.3,115,0,,4.3,6.7,16.4,0,0,1,0,28,7,35,386,326,0,,82,88,113
SE100QX,SE10 0QX,SE,76.3,77.4,150,5,,83,83,,19.5,17.9,20,0,,6.8,6.8,,0,0,1,0,13,0,13,473,362,0,,182,182,
SE100QY,SE10 0QY,SE,150,218.9,1000,8,,109.2,227,875,10.5,12.2,20,1,,2.7,2.3,0,0,0,1,0,22,4,26,503,216,80,,111,94,0
SE100RA,SE10 0RA,SE,80,128.2,460,8,20,104,151.5,460,20,16.2,36,1,1,16.6,19.2,36,0,0,2,1,13,2,15,325,178,44,0,285,297,379
SE100RB,SE10 0RB,SE,78.9,133.8,593,,20,76.3,150.1,593,10,14.5,39,,1,12.7,16.4,39,0,0,0,1,6,1,7,219,211,,7,218,186,0
SE100RD,SE10 0RD,SE,78.1,78.8,107,,,78.8,78.8,,19.5,15.3,20,,,15.3,15.3,,0,0,0,0,19,0,19,549,531,,,520,520,
SE100RE,SE10 0RE,SE,73.6,59.5,107,3,18.9,78.5,78.5,,10,12,20,1,2.7,16.3,16.3,,0,1,0,7,18,0,18,626,449,158,272,720,720,
SE100RF,SE10 0RF,SE,78.9,87.1,205,3,17.3,100.4,100.4,,10,13.1,21,1,1.7,15.3,15.3,,0,1,0,3,22,0,22,506,359,0,84,564,564,
SE100RG,SE10 0RG,SE,150,232.5,1000,,,114.1,232.5,666.7,12.7,12.7,18.63,,,2.3,1.8,0,0,0,0,0,11,3,14,244,244,,,44,35,0
SE100RH,SE10 0RH,SE,72.2,67.6,205,2,19,78.5,78.5,,18.5,14.4,21,1,1,17,17,,0,1,0,2,15,0,15,1214,828,11,10,1293,1293,
SE100RJ,SE10 0RJ,SE,74.6,64.2,107,7,11,82.7,82.7,,11.1,12.8,20,1,12,14.8,14.8,,0,0,1,1,6,0,6,438,358,178,404,487,487,
SE100RN,SE10 0RN,SE,74,64.3,79.67,,21,68.4,68.4,,19.5,16.6,20,,1,18,18,,0,0,0,1,11,0,11,787,662,,126,847,847,
SE100RP,SE10 0RP,SE,74.9,102.4,331,,14,94.1,107.3,331,19.5,16.5,36,,1,16.3,17.4,36,0,0,0,1,17,1,18,847,650,,728,840,807,241
SE100RQ,SE10 0RQ,SE,64.4,61.9,72.66,,,62,62,,19,18.5,19.53,,,18.4,18.4,,0,0,0,0,5,0,5,805,748,,,805,805,
SE100RR,SE10 0RR,SE,61.3,55.3,79.66,,14.7,60.6,60.6,,18.3,15.4,20,,5,16.8,16.8,,0,0,0,3,23,0,23,725,454,,341,775,775,
