postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines
W104AA,W10 4AA,W,42.2,44.2,80,8,20.8,70.7,70.7,,11.1,9.8,20,0.5,3.5,16.8,16.8,,0,0,4,4,9,0,9,297,170,4,95,484,484,
W104AB,W10 4AB,W,75.4,61.4,79.91,,15,69.9,69.9,,19.5,14.3,20,,1,16.7,16.7,,0,0,0,2,11,0,11,847,574,,443,920,920,
W104AD,W10 4AD,W,78.1,71.3,79.91,,18,76.2,76.2,,19.5,17.1,20,,1,18.5,18.5,,0,0,0,1,11,0,11,899,719,,169,965,965,
W104AE,W10 4AE,W,78.1,84.8,331,4.5,16,84.3,91.5,331,19.5,16.1,36,0.5,1,16.9,17.5,36,1,0,1,1,33,1,34,451,390,26,0,462,463,504
W104AG,W10 4AG,W,76.4,68.2,107,,21.5,72.6,72.6,,19.5,15.4,20,,1,16.8,16.8,,0,0,0,2,21,0,21,648,655,,193,692,692,
W104AH,W10 4AH,W,79.7,142.2,1000,,18.3,89.1,158.2,625,19.3,14.8,20,,1.3,14,12.2,0,0,0,0,4,27,4,31,690,442,,405,605,527,0
W104AJ,W10 4AJ,W,75.3,61.1,156.08,,16.7,67.8,67.8,,19.2,14.6,28.3,,4.7,16.1,16.1,,0,0,0,3,20,0,20,738,769,,434,784,784,
W104AL,W10 4AL,W,80,102.9,460,10,18,86.6,117.8,460,10,13.5,36,1,1,13.7,15.6,36,0,0,1,1,11,1,12,259,220,17,200,290,284,215
W104AN,W10 4AN,W,78.1,78.9,331,,19.4,80,86.5,331,15.2,14.1,36,,1.2,15.2,15.7,36,0,0,0,5,38,1,39,433,311,,180,466,454,0
W104AP,W10 4AP,W,60.5,61.1,79.21,,,61.1,61.1,,17.7,17,20,,,17,17,,0,0,0,0,7,0,7,1331,1173,,,1331,1331,
W104AQ,W10 4AQ,W,47.3,46.1,78.12,,14.7,65,65,,10,10.2,19.98,,1,15.8,15.8,,0,0,0,3,5,0,5,390,378,,248,475,475,
W104AR,W10 4AR,W,77.6,68.6,79.91,,20.3,71.2,71.2,,19.5,17.2,20,,1.3,18,18,,0,0,0,3,54,0,54,619,487,,426,630,630,
W104AS,W10 4AS,W,60,57.7,80,,23,67.1,67.1,,19.5,14.4,20,,4,17.2,17.2,,0,0,0,3,11,0,11,450,291,,151,532,532,
W104AX,W10 4AX,W,76.3,67.7,205,1,16.4,85.9,85.9,,10,12.2,21,0,2.6,15.6,15.6,,1,0,0,9,29,0,29,350,222,4,61,416,416,
W104AY,W10 4AY,W,76.3,74.1,205,7,17.2,84.7,84.7,,10,11.7,21,1,1.2,13.6,13.6,,0,0,1,5,33,0,33,833,532,370,406,861,861,
W104BA,W10 4BA,W,72.2,58.5,79.91,,18.1,68.5,68.5,,19.5,13.8,20,,1.1,17,17,,0,0,0,9,36,0,36,528,361,,230,588,588,
W104BB,W10 4BB,W,74.4,54.2,79.91,5.5,17.8,75.8,75.8,,19.5,12.6,20,1,1,18.8,18.8,,0,1,1,5,13,0,13,655,365,80,191,871,871,
W104BF,W10 4BF,W,78.1,177.3,1000,,,95,177.3,1000,16.5,15.6,20,,,5.5,5,0,0,0,0,0,20,2,22,1024,550,,,307,279,0
W104BH,W10 4BH,W,150,250.3,1000,,,106.4,250.3,928.6,30,30,30,,,0.9,0.8,0,0,0,0,0,33,7,40,674,674,,,20,17,0
W104BP,W10 4BP,W,39.5,48.1,76.32,,,48,48,,10,12,19.53,,,12,12,,0,0,0,0,6,0,6,784,649,,,784,784,
W104BQ,W10 4BQ,W,76.3,82.9,460,8,19.5,74.3,92.3,460,11.9,14.4,36,1,2.3,15.1,16.1,36,0,0,2,4,41,2,43,390,342,2,308,381,379,337
W104BS,W10 4BS,W,79.7,78.2,79.75,,,78.3,78.3,,20,20,20,,,20,20,,0,0,0,0,8,0,8,828,947,,,828,828,
W104BW,W10 4BW,W,74.8,57.2,80,,18.4,72.1,72.1,,19.1,13.8,20,,2.8,17.9,17.9,,0,0,0,5,13,0,13,772,422,,334,881,881,
W104DA,W10 4DA,W,62.4,56.8,79.66,,15,62.7,62.7,,19.1,14.7,19.98,,1,16.7,16.7,,0,0,0,1,7,0,7,584,520,,110,652,652,
W104DD,W10 4DD,W,63.3,59.1,79.67,,22,61.9,61.9,,18.8,14.9,20,,1,15.9,15.9,,0,0,0,1,13,0,13,718,796,,73,767,767,
W104DH,W10 4DH,W,68.3,59.9,79.91,,23,67.2,67.2,,19.2,14.9,20,,1,17.6,17.6,,0,0,0,1,5,0,5,735,576,,26,877,877,
W104DL,W10 4DL,W,65.1,55.6,80,4,20.1,68.8,68.8,,19.1,13.4,20,0,1.8,17.6,17.6,,0,1,0,9,28,0,28,398,234,237,157,482,482,
W104DN,W10 4DN,W,39.5,43.1,78.12,,22.3,54.4,54.4,,10,10.2,20,,3.9,13.5,13.5,,0,0,0,7,13,0,13,239,191,,218,250,250,
W104DP,W10 4DP,W,37.2,44.9,80,1,19,70,70,,10,10.1,20,0,1.2,18,18,,1,0,0,6,8,0,8,497,341,0,293,712,712,
W104DQ,W10 4DQ,W,76.1,67.7,79.91,,19,70.7,70.7,,19.5,17.7,20,,8,18.3,18.3,,0,0,0,1,16,0,16,511,319,,287,525,525,
W104DR,W10 4DR,W,48.8,48.9,79.67,8,20,61.4,61.4,,12.6,11.6,19.98,1,1,15.5,15.5,,0,0,1,2,8,0,8,518,174,1,292,639,639,
W104DS,W10 4DS,W,75,63.4,79.98,,22,67.3,67.3,,18.5,15.2,20,,1,16.5,16.5,,0,0,0,1,11,0,11,532,370,,788,508,508,
W104DT,W10 4DT,W,52.5,47.5,76,,17.7,56.4,56.4,,10,10.4,20,,1,13.2,13.2,,0,0,0,3,10,0,10,506,305,,569,487,487,
W104DU,W10 4DU,W,47.1,49.4,78.12,,18.8,58.1,58.1,,10,10.9,20,,1.5,13.5,13.5,,0,0,0,4,14,0,14,531,392,,284,602,602,
W104DW,W10 4DW,W,75.3,61.7,78.12,,18.5,74,74,,19.5,15.2,20,,1,19.3,19.3,,0,0,0,2,7,0,7,482,340,,212,559,559,
W104DX,W10 4DX,W,74.4,64.9,80,,20.7,71,71,,19,15.5,20,,1.7,17.4,17.4,,0,0,0,3,22,0,22,793,450,,256,866,866,
W104DY,W10 4DY,W,76.4,59.2,80,7,17.6,71,71,,19.5,14.4,20,1,1,18.1,18.1,,0,0,1,5,22,0,22,461,448,346,137,498,498,
W104DZ,W10 4DZ,W,78.1,63,79.67,,23,71,71,,19.5,15,20,,1,17.8,17.8,,0,0,0,1,5,0,5,942,1044,,100,1110,1110,
W104EA,W10 4EA,W,57.5,55.5,79.67,,14,59.7,59.7,,12.5,13.6,20,,1,14.9,14.9,,0,0,0,2,20,0,20,541,443,,614,534,534,
W104EB,W10 4EB,W,67.6,57.6,80,,19,66.1,66.1,,19.3,14.8,20,,1,17.9,17.9,,0,0,0,2,9,0,9,747,385,,117,887,887,
W104ED,W10 4ED,W,76.1,63,79.67,,17.3,70.4,70.4,,19.5,14.8,20,,1.3,17,17,,0,0,0,4,25,0,25,514,412,,198,564,564,
W104EE,W10 4EE,W,47.8,50.5,80,,16,64.8,64.8,,18.5,12.6,20,,1,17.5,17.5,,0,0,0,5,12,0,12,380,205,,94,499,499,
W104EF,W10 4EF,W,68.2,56.6,79.67,,15,63.6,63.6,,15.6,13.7,19.98,,1,15.8,15.8,,0,0,0,2,12,0,12,267,152,,308,260,260,
W104EG,W10 4EG,W,75.4,62.2,79.67,,17.5,66.5,66.5,,19.5,15.2,20,,1,16.6,16.6,,0,0,0,2,21,0,21,493,302,,260,516,516,
W104EH,W10 4EH,W,51.8,52.6,79.66,,22.5,60.1,60.1,,15.8,13.9,20,,4,16.4,16.4,,0,0,0,2,8,0,8,802,854,,318,923,923,
W104EJ,W10 4EJ,W,66.7,54.8,79.67,5,22.6,68.1,68.1,,17.4,12.8,20,0,1.2,17.3,17.3,,0,0,1,5,16,0,16,395,301,0,450,378,378,
W104EP,W10 4EP,W,39.9,44.1,75.94,,15.8,54.9,54.9,,9.9,8.4,17.11,,1.8,10.9,10.9,,0,0,0,5,13,0,13,656,626,,441,739,739,
W104EQ,W10 4EQ,W,40.7,46.5,79.91,2,19.5,67.9,67.9,,10,10,20,1,1.2,16.7,16.7,,1,0,0,11,16,0,16,533,212,454,159,762,762,
W104ES,W10 4ES,W,73.9,68.5,79.91,,,68.5,68.5,,18.6,16.8,20,,,16.8,16.8,,0,0,0,0,17,0,17,1212,587,,,1212,1212,
W104ET,W10 4ET,W,49.1,43.9,78.49,,18.2,63.3,63.3,,11.2,9.5,18.87,,1.7,15.4,15.4,,0,0,0,6,8,0,8,614,415,,360,804,804,
W104EU,W10 4EU,W,60.5,55.5,79.67,,24,68.2,68.2,,19.5,15.5,20,,5.5,19.6,19.6,,0,0,0,2,5,0,5,1178,1100,,237,1554,1554,
W104EW,W10 4EW,W,38,37.9,61.39,4,,43.7,43.7,,7.7,7.3,10.99,0,,8.5,8.5,,0,1,0,0,6,0,6,467,178,88,,530,530,
W104EX,W10 4EX,W,38.6,35.9,70.82,7,20,44.6,44.6,,5.5,5.5,11.62,0,3,7,7,,0,0,1,2,7,0,7,545,575,9,384,667,667,
W104HB,W10 4HB,W,58.5,53.8,78.63,,19.3,60.3,60.3,,17.6,14,20,,1,16.4,16.4,,0,0,0,3,16,0,16,949,461,,325,1066,1066,
W104HD,W10 4HD,W,54.8,47.2,74.62,6.5,20,62,62,,11.5,11.7,20,1,1.3,16.5,16.5,,0,1,1,3,11,0,11,494,434,18,285,637,637,
W104HE,W10 4HE,W,79.7,76,80,,,76,76,,20,18.9,20,,,18.9,18.9,,0,0,0,0,14,0,14,723,481,,,723,723,
W104HF,W10 4HF,W,73,56.9,80,,15,68.4,68.4,,19.3,13.9,20,,1,17.4,17.4,,0,0,0,3,11,0,11,535,280,,130,646,646,
W104HH,W10 4HH,W,66.9,58.4,80,,22,63.6,63.6,,14.7,13.6,20,,4,15,15,,0,0,0,2,14,0,14,477,309,,288,504,504,
W104HJ,W10 4HJ,W,61.7,53.2,77.66,,19.3,61.7,61.7,,16.3,12.4,19.53,,1,15.3,15.3,,0,0,0,3,12,0,12,642,413,,379,708,708,
W104HL,W10 4HL,W,64.1,60.1,79.65,,19,61.7,61.7,,15.5,14.1,20,,1,14.6,14.6,,0,0,0,1,25,0,25,405,316,,7,421,421,
W104HN,W10 4HN,W,41,40.5,78.12,,16.5,56.5,56.5,,7.2,8.8,20,,1,14,14,,0,0,0,4,6,0,6,306,141,,181,388,388,
W104HP,W10 4HP,W,39.1,40.5,64.25,,17.2,46.9,46.9,,7.1,6.8,15.59,,1,8.3,8.3,,0,0,0,5,18,0,18,403,228,,77,493,493,
W104HR,W10 4HR,W,38.1,35.5,66.54,,18.2,42.2,42.2,,6.9,6.4,14.99,,1,8.4,8.4,,0,0,0,5,13,0,13,498,344,,337,560,560,
W104HS,W10 4HS,W,78.1,68.8,79.91,,15,75.5,75.5,,19.5,16.5,20,,1,18.5,18.5,,0,0,0,1,8,0,8,526,474,,212,566,566,
W104HU,W10 4HU,W,47.9,52.8,79.66,,25,58.3,58.3,,9.2,11.6,20,,5,13,13,,0,0,0,2,10,0,10,644,605,,386,696,696,
W104HW,W10 4HW,W,40,44.1,79.91,8,17.4,57.2,57.2,,10,9,20,0,1,12.8,12.8,,0,0,1,7,17,0,17,482,311,520,677,399,399,
W104HX,W10 4HX,W,70.8,57.9,80,,17.2,66,66,,16.5,13.8,20,,1,16.4,16.4,,0,0,0,6,30,0,30,484,302,,150,551,551,
W104HY,W10 4HY,W,62.1,55.9,79.91,6,16.6,65.7,65.7,,16.3,13.6,20,0,3,16.2,16.2,,0,0,1,8,37,0,37,472,387,17,328,516,516,
W104HZ,W10 4HZ,W,75.9,56.6,80,10,19.8,68.8,68.8,,16.5,13.2,20,1,1.3,17.1,17.1,,0,0,1,4,16,0,16,489,299,411,180,571,571,
W104JA,W10 4JA,W,59.9,59.2,79.67,,17.3,65.5,65.5,,18.8,14.5,20,,1,16.6,16.6,,0,0,0,3,20,0,20,578,402,,76,654,654,
W104JB,W10 4JB,W,64.5,56.7,80,,18.8,64.1,64.1,,17,13.9,20,,3.5,15.9,15.9,,0,0,0,6,31,0,31,516,370,,335,551,551,
W104JD,W10 4JD,W,70.4,60.2,79.91,,19,66.5,66.5,,18.8,14.6,20,,1.2,16.6,16.6,,0,0,0,5,33,0,33,403,343,,160,440,440,
W104JE,W10 4JE,W,54.8,52.3,79.67,8,21.8,58.6,58.6,,10.7,10.7,20,1,2.8,12.3,12.3,,0,0,1,6,36,0,36,707,478,71,323,788,788,
W104JF,W10 4JF,W,54.8,54,79.67,,18.3,61.5,61.5,,10,12.8,20,,1.3,15.3,15.3,,0,0,0,4,19,0,19,824,515,,435,906,906,
W104JG,W10 4JG,W,70,55.9,80,6,19,69.1,69.1,,19.5,12.9,20,1,1,16.9,16.9,,0,0,1,4,15,0,15,450,508,0,476,443,443,
W104JH,W10 4JH,W,78.1,78.5,79.91,,,78.6,78.6,,20,19.1,20,,,19.1,19.1,,0,0,0,0,7,0,7,1211,1021,,,1211,1211,
W104JJ,W10 4JJ,W,54.8,51.8,78.13,,23,66.3,66.3,,10,11.4,20,,1,16.5,16.5,,0,0,0,3,6,0,6,422,344,,116,576,576,
W104JL,W10 4JL,W,56.7,49.6,80,10,17.3,69,69,,14.1,10.6,20,1,1.2,16.3,16.3,,0,0,1,6,12,0,12,445,415,0,199,457,457,
W104JP,W10 4JP,W,66.5,53.1,71.15,,21,58.5,58.5,,12.9,11.1,14.52,,1,12.7,12.7,,0,0,0,1,6,0,6,915,803,,75,1055,1055,
W104JQ,W10 4JQ,W,61.3,49.6,78.12,,19,72.5,72.5,,18.9,11.9,20,,1.7,19.5,19.5,,0,0,0,3,4,0,4,977,619,,230,1292,1292,
W104JW,W10 4JW,W,53,44.9,73.9,,18.3,61,61,,10,8.3,18.12,,1,12.6,12.6,,0,0,0,3,5,0,5,527,411,,72,801,801,
W104LA,W10 4LA,W,39.8,39.1,80,,18.9,45.9,45.9,,8.7,8.1,20,,2,10,10,,0,0,0,7,21,0,21,651,391,,212,767,767,
W104LG,W10 4LG,W,53.5,51.3,79.91,10,19.1,63.8,63.8,,10,11.2,20,1,2.5,14.6,14.6,,0,0,1,13,37,0,37,462,329,329,275,506,506,
W104LN,W10 4LN,W,42.8,46,63.27,,25,49.1,49.1,,10,11.4,15.94,,8,11.9,11.9,,0,0,0,1,7,0,7,856,743,,96,965,965,
W104LQ,W10 4LQ,W,76.3,68.5,79.67,,19,74.6,74.6,,19.5,16.6,20,,1,18.6,18.6,,0,0,0,1,8,0,8,1430,366,,366,1563,1563,
W104LR,W10 4LR,W,75.6,65.4,79.66,,18,70.1,70.1,,19.5,17.4,20,,1,19.1,19.1,,0,0,0,1,10,0,10,1053,864,,380,1120,1120,
W104LU,W10 4LU,W,45.6,48.6,73.05,,18,56.3,56.3,,12,12.4,19.98,,1,15.3,15.3,,0,0,0,1,4,0,4,643,587,,654,640,640,
W104LY,W10 4LY,W,39.8,40.5,65.98,9,,45.7,45.7,,10,9.2,14.15,1,,10.5,10.5,,0,0,1,0,6,0,6,921,666,186,,1043,1043,
W104LZ,W10 4LZ,W,58.8,56.1,76.32,,,56.1,56.1,,16.2,14.8,19.98,,,14.9,14.9,,0,0,0,0,7,0,7,579,608,,,579,579,
W104NG,W10 4NG,W,75.8,65.3,79.66,,12,69.8,69.8,,19.5,15.8,20,,1,17.1,17.1,,0,0,0,1,12,0,12,431,375,,237,447,447,
W104NJ,W10 4NJ,W,66.7,57.4,80,7.5,17.5,69.1,69.1,,17,13.5,20,0.5,2.7,16.6,16.6,,0,0,2,6,29,0,29,591,372,287,508,609,609,
W104NL,W10 4NL,W,65.2,58.4,80,7,18,64.8,64.8,,17.3,14.1,20,7,1,15.8,15.8,,0,0,1,3,27,0,27,571,408,383,52,614,614,
W104NN,W10 4NN,W,55.3,52.6,79.05,,21,63.2,63.2,,15.3,12.7,20,,1,16.5,16.5,,0,0,0,2,6,0,6,544,395,,31,624,624,
W104NP,W10 4NP,W,54.7,51.9,79.91,,21.2,62.2,62.2,,12.5,12.5,20,,1.2,16.2,16.2,,0,0,0,6,18,0,18,497,484,,125,621,621,
W104NQ,W10 4NQ,W,73.7,55.3,79.67,,16.8,72.4,72.4,,19.1,13.2,20,,1.5,18.3,18.3,,0,0,0,4,9,0,9,498,358,,363,558,558,
W104NR,W10 4NR,W,66.7,58.2,79.66,,13.5,64.1,64.1,,17,14.9,20,,1,16.8,16.8,,0,0,0,2,15,0,15,760,489,,162,840,840,
W104NT,W10 4NT,W,54.8,44.5,79.51,8,14,68.8,68.8,,10,10.3,20,1,1.5,17.3,17.3,,0,0,1,2,4,0,4,777,436,277,339,1121,1121,
W104NU,W10 4NU,W,76.2,66.4,80,,16,74.8,74.8,,20,16.9,20,,1,19.6,19.6,,0,0,0,3,18,0,18,1041,958,,389,1150,1150,
W104NX,W10 4NX,W,63.8,57.1,78.12,1,,63.3,63.3,,14.8,13.9,20,0,,15.3,15.3,,1,0,0,0,9,0,9,538,331,183,,578,578,
W104NZ,W10 4NZ,W,18.4,25.6,53.57,9,17,46.5,46.5,,4,4.6,10.15,7,1,8.5,8.5,,0,0,1,3,2,0,2,168,141,264,92,232,232,
W104PB,W10 4PB,W,40,39.4,67.01,7.5,20.3,49.5,49.5,,10,9.8,20,1,4,12.7,12.7,,0,0,2,3,12,0,12,758,697,100,437,948,948,
W104PR,W10 4PR,W,74.8,68.4,79.67,,,68.3,68.3,,19.5,17.2,20,,,17.2,17.2,,0,0,0,0,9,0,9,872,875,,,872,872,
W104PT,W10 4PT,W,29.6,37.7,79.67,,18.3,57,57,,10,9.7,19.98,,6,13.3,13.3,,0,0,0,3,3,0,3,406,425,,397,416,416,
W104QA,W10 4QA,W,74.2,59,79.91,,14.7,64.6,64.6,,19.1,14.6,20,,1,16.4,16.4,,0,0,0,3,24,0,24,623,411,,183,678,678,
W104QB,W10 4QB,W,75.9,63.1,79.91,,23,70.1,70.1,,19.5,15,20,,1.8,17.3,17.3,,0,0,0,5,29,0,29,730,605,,260,811,811,
W104QD,W10 4QD,W,79.6,68.2,80,,23,72.3,72.3,,19.5,16.4,20,,1,17.7,17.7,,0,0,0,1,11,0,11,892,922,,79,966,966,
W104QE,W10 4QE,W,75.5,68.5,79.67,,11,72.6,72.6,,20,17.5,20,,1,18.6,18.6,,0,0,0,1,14,0,14,1152,900,,61,1230,1230,
W104QF,W10 4QF,W,70.6,64.7,79.91,,,64.6,64.6,,19,16.2,20,,,16.2,16.2,,0,0,0,0,13,0,13,627,495,,,627,627,
W104QG,W10 4QG,W,71.2,57.6,79.91,6,18,66.9,66.9,,19,13.6,20,1,1,16.4,16.4,,0,0,1,2,14,0,14,525,261,12,137,617,617,
W104QH,W10 4QH,W,52,48.4,77.4,,19,60.2,60.2,,10,11.1,19.98,,1,15.2,15.2,,0,0,0,2,5,0,5,233,104,,85,291,291,
W104QJ,W10 4QJ,W,69.4,60.8,79.67,,20,66.4,66.4,,19.5,15.3,20,,4.7,16.7,16.7,,0,0,0,3,22,0,22,719,649,,135,798,798,
W104QL,W10 4QL,W,77,66.4,79.67,,22,69.1,69.1,,19.5,16.4,20,,1,17.4,17.4,,0,0,0,1,16,0,16,381,260,,218,391,391,
W104QN,W10 4QN,W,61.7,57.9,79.65,,14.5,64.1,64.1,,17,14.2,20,,1,16.1,16.1,,0,0,0,2,14,0,14,601,425,,1056,536,536,
W104QP,W10 4QP,W,54.8,50.3,79.91,0,20.3,64.5,64.5,,18.7,12.4,20,1,1,17.2,17.2,,1,0,0,4,12,0,12,350,265,18,66,473,473,
W104QQ,W10 4QQ,W,75,58.6,80,,19,69.9,69.9,,19,13.7,20,,1,17.3,17.3,,0,0,0,4,14,0,14,347,302,,156,402,402,
W104QW,W10 4QW,W,66.6,56.1,80,,20.4,66.1,66.1,,16.9,13.2,20,,4.6,15.6,15.6,,0,0,0,5,18,0,18,613,454,,166,737,737,
W104QX,W10 4QX,W,32.1,38,74.91,,17.5,54.4,54.4,,9.7,9.2,20,,1,15.8,15.8,,0,0,0,4,5,0,5,292,135,,7,462,462,
W104QY,W10 4QY,W,78.1,64.6,79.75,7,20,76,76,,20,15.5,20,1,1,18.8,18.8,,0,0,1,1,9,0,9,481,258,96,119,511,511,
W104RA,W10 4RA,W,39.1,42.9,80,,20.5,62.1,62.1,,9.8,8.9,20,,1,15.6,15.6,,0,0,0,6,7,0,7,194,111,,151,231,231,
W104RB,W10 4RB,W,39.1,46.7,79.67,,22,61.5,61.5,,10,10.9,20,,1.2,16.8,16.8,,0,0,0,6,10,0,10,367,252,,102,489,489,
W104RE,W10 4RE,W,78.1,111.9,1000,,17.5,71.6,122.3,1000,19.5,15.2,20,,1.2,15.7,14.8,0,0,0,0,6,52,3,55,800,574,,493,774,732,0
W104RF,W10 4RF,W,64.7,61.4,79.67,,11,65.2,65.2,,18.5,16.2,20,,1,17.4,17.4,,0,0,0,1,13,0,13,874,723,,11,940,940,
W104RG,W10 4RG,W,52.5,47.1,79.91,,19.6,60.1,60.1,,10,10.4,20,,1.1,14.9,14.9,,0,0,0,10,21,0,21,297,178,,316,259,259,
W104RH,W10 4RH,W,78.1,64.3,80,,19.7,72.7,72.7,,19.5,16,20,,6,17.8,17.8,,0,0,0,3,16,0,16,476,353,,266,515,515,
W104RL,W10 4RL,W,66.6,58.5,79.91,,20.3,69.9,69.9,,19.5,15.2,20,,4,18.6,18.6,,0,0,0,3,10,0,10,437,463,,397,361,361,
W104RN,W10 4RN,W,54.8,49.7,79.67,,19.4,67.3,67.3,,10,10.7,20,,1.1,16.3,16.3,,0,0,0,7,12,0,12,509,247,,356,599,599,
W104RP,W10 4RP,W,54.8,51.9,80,,18.8,65.8,65.8,,10,11.9,20,,1,16.3,16.3,,0,0,0,5,12,0,12,430,308,,336,470,470,
W104RQ,W10 4RQ,W,78.1,56.3,79.91,,19.3,69.7,69.7,,19.5,13.2,20,,1,17.6,17.6,,0,0,0,4,11,0,11,581,357,,367,658,658,
W104RT,W10 4RT,W,54.8,53,79.98,10,17.2,64.7,64.7,,15.1,13,20,1,2.6,16.4,16.4,,0,0,1,5,19,0,19,540,476,125,362,609,609,
W104RW,W10 4RW,W,65.4,54.3,79.67,,20.6,68.4,68.4,,17.3,12.6,20,,2.2,17,17,,0,0,0,5,12,0,12,600,374,,715,502,502,
W104SA,W10 4SA,W,78.1,137.5,1000,,17,75.8,146.8,1000,19.5,16.2,20,,1,14.8,13.6,0,0,0,0,1,12,1,13,1105,1234,,116,1003,926,0
W104SB,W10 4SB,W,72.3,60,79.67,,23.5,68.1,68.1,,19.5,14.6,20,,1,17.6,17.6,,0,0,0,2,9,0,9,379,256,,128,393,393,
W104SD,W10 4SD,W,79.8,127.6,500,,15.5,95.1,140.1,500,19.5,16.9,20,,1,13.6,12.1,0,0,0,0,2,16,2,18,725,756,,44,583,519,0
W104SE,W10 4SE,W,73.7,56.3,79.67,,18.5,70,70,,19.5,14,20,,1,18.7,18.7,,0,0,0,4,11,0,11,435,540,,177,528,528,
W104SF,W10 4SF,W,56.1,47.3,80,6.5,18.3,71.4,71.4,,13.1,10.9,20,0.8,1,18,18,,1,0,3,6,14,0,14,340,371,261,238,407,407,
W104SJ,W10 4SJ,W,27.8,36,78.12,,17,55,55,,4.4,6.4,19.53,,2.2,10.6,10.6,,0,0,0,5,5,0,5,511,463,,432,591,591,
W104SL,W10 4SL,W,39.8,38.6,64.96,,13,45.9,45.9,,6,5.8,8.54,,2.5,6.7,6.7,,0,0,0,2,7,0,7,855,685,,517,952,952,
W104SN,W10 4SN,W,42.1,36.5,59.51,9,21,46.2,46.2,,5.5,4.4,6.33,1,2.5,5.7,5.7,,0,0,1,2,6,0,6,588,508,479,73,680,680,
W104SP,W10 4SP,W,39.9,47.2,78.12,8,16,61.2,61.2,,14.9,11.9,19.53,1,1,16.2,16.2,,0,0,1,1,5,0,5,508,491,491,90,595,595,
W104SZ,W10 4SZ,W,53.3,50.8,79.67,7,18.5,57.2,57.2,,6.8,9.8,20,1,1.8,11.3,11.3,,0,0,1,4,27,0,27,643,649,240,672,654,654,
W104UF,W10 4UF,W,39.8,37.5,75.44,,18.3,52,52,,10,8.1,18.6,,1.3,13.3,13.3,,0,0,0,3,4,0,4,625,423,,155,976,976,
W104UL,W10 4UL,W,63.5,57.7,79.67,8,,67.8,67.8,,19,14.7,20,1,,17.6,17.6,,0,0,1,0,5,0,5,1402,1228,368,,1608,1608,
W104UN,W10 4UN,W,39.8,47.7,78.57,9,20,57.1,57.1,,9.8,10.8,20,1,1,13.7,13.7,,0,0,1,1,7,0,7,630,468,369,86,745,745,
W104UQ,W10 4UQ,W,69.8,60.5,79.91,,17,64.8,64.8,,19.7,16.4,20,,1,18,18,,0,0,0,1,10,0,10,1025,1208,,476,1079,1079,
W104UR,W10 4UR,W,40,38,66.07,8,23.5,52.8,52.8,,10,8.3,17.96,1,5.5,11.5,11.5,,0,0,1,2,4,0,4,637,406,74,505,843,843,
W104UT,W10 4UT,W,54.8,48.7,69.07,9,24,56.8,56.8,,10,10.3,19.56,4,2,12.1,12.1,,0,0,1,1,8,0,8,711,565,565,1446,548,548,
W104UW,W10 4UW,W,51.5,42.2,54.78,6,,51.3,51.3,,10,9.6,16.83,1,,11.8,11.8,,0,0,1,0,4,0,4,374,470,22,,462,462,
W104UY,W10 4UY,W,54.8,50.9,79.44,,14,57,57,,14.2,13.2,20,,1,15.2,15.2,,0,0,0,1,6,0,6,965,1070,,45,1119,1119,
W105AA,W10 5AA,W,78.1,73.1,79.67,,,73.1,73.1,,19.5,18.2,20,,,18.2,18.2,,0,0,0,0,9,0,9,453,582,,,453,453,
W105AB,W10 5AB,W,78.9,70.6,79.67,,24,77.1,77.1,,19.5,17.3,20,,1,19.6,19.6,,0,0,0,1,7,0,7,1019,601,,78,1154,1154,
W105AD,W10 5AD,W,77.8,62.5,78.16,,16,70.3,70.3,,19.2,14.2,20,,1,16.3,16.3,,0,0,0,1,6,0,6,289,319,,0,337,337,
W105AE,W10 5AE,W,78.1,78.2,331,7,15.9,87.7,96.4,331,14.5,13.5,36,5,1.1,16.1,16.9,36,0,0,1,7,27,1,28,561,488,67,121,659,669,943
W105AG,W10 5AG,W,54.8,51,79.67,,14,60.3,60.3,,10,11.8,20,,1,14.4,14.4,,0,0,0,4,16,0,16,340,239,,184,378,378,
