postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines
W148EN,W14 8EN,W,60,95.7,460,5,23,98.8,113.8,460,10,13.1,36,1,1,14.7,15.6,36,0,2,2,1,23,1,24,191,68,4,22,229,221,55
W148EP,W14 8EP,W,59.2,68.9,331,3.5,20,67.7,76.5,331,10.9,13.2,36,1,7,13.7,14.5,36,1,0,1,2,29,1,30,391,121,46,137,410,405,284
W148EQ,W14 8EQ,W,62,110.3,593,5.5,25.5,69.6,124.9,428.8,10.8,15.7,39,5,5,13.8,17.3,36.8,0,1,1,2,22,4,26,353,101,10,406,305,348,585
W148EU,W14 8EU,W,69.2,60.9,159.94,9.5,10,68.5,68.5,,19.1,15.3,30.01,1,1,17.4,17.4,,0,0,2,1,20,0,20,488,357,53,31,531,531,
W148EZ,W14 8EZ,W,79.7,80.2,205,5.7,18,98.5,98.5,,10,12.3,21,1,1,15.3,15.3,,0,1,2,2,19,0,19,424,280,150,0,400,400,
W148FE,W14 8FE,W,150,465.9,1000,,,116.3,465.9,940.4,30,38.1,115,,,3.7,4.6,5.9,0,0,0,0,38,28,66,481,415,,,53,58,66
W148FL,W14 8FL,W,66.9,95,460,,15,91.3,109.1,395.5,10,13.2,36,,1,14,15.3,36,0,0,0,6,32,2,34,626,436,,100,698,682,429
W148FN,W14 8FN,W,330,501.2,1000,,,97.3,501.2,892.1,20,25.1,115,,,11.8,9.5,7.2,0,0,0,0,60,62,122,603,570,,,399,227,61
W148HA,W14 8HA,W,107,118.7,331,8.3,13.4,111.9,137.7,331,10,14,36,0.8,4.6,13.4,16,36,0,0,4,5,45,6,51,312,259,88,245,287,299,389
W148HB,W14 8HB,W,79.7,113.6,593,7.5,11,100.1,129.8,409.2,10,14.6,39,1,1,14.6,16.7,36.6,0,1,5,2,47,5,52,270,197,87,59,270,278,353
W148HD,W14 8HD,W,79.1,105.1,593,6.6,11,105.2,124.7,396.5,10,13.3,39,1.4,1,14.2,15.7,36.8,1,2,7,2,56,4,60,301,240,93,58,289,294,357
W148HH,W14 8HH,W,79.5,105.9,593,9,11,99.3,116.5,461.3,10,14,39,1,1,14.4,15.5,37,0,0,2,5,60,3,63,449,339,1,102,438,441,489
W148HJ,W14 8HJ,W,107,144,593,7.5,13.6,132.8,184.3,428.8,10,13.3,39,1,1,12.9,17,36.8,0,0,2,5,19,4,23,429,405,145,269,455,414,218
W148HL,W14 8HL,W,107,158.1,1096,9,11.9,139.7,235.6,427.3,10,14.5,49,1,1.1,13.7,21.6,37.3,0,0,4,15,24,12,36,322,243,116,225,291,304,331
W148HP,W14 8HP,W,107,90.2,205,,12.7,119.3,119.3,,10,8.5,21,,1,11.4,11.4,,0,0,0,3,8,0,8,345,238,,136,423,423,
W148HS,W14 8HS,W,205,193.3,331,,,165.8,193.3,331,21,19.8,36,,,16.6,19.8,36,0,0,0,0,5,1,6,524,580,,,272,350,738
W148HT,W14 8HT,W,107,89.9,331,6.3,12,124.6,136.8,331,10,8.9,36,1,1.1,12.1,13.5,36,0,1,2,7,16,1,17,331,328,90,306,325,325,323
W148HU,W14 8HU,W,107,143.8,1096,5.9,14.9,123.1,202.8,533,10,12.1,49,1,1,12,17.1,38.3,0,3,4,9,29,7,36,310,238,296,149,297,293,278
W148HW,W14 8HW,W,107,120.4,1096,7.1,12.7,121.6,182.6,536.4,10,10.5,49,1,1,11.8,15.8,39.2,0,0,12,7,29,5,34,300,237,126,188,326,305,183
W148HX,W14 8HX,W,107,111.5,331,,11.7,131.5,171.4,331,10,11.3,36,,1,12.8,17.4,36,0,0,0,3,4,1,5,370,171,,115,252,449,1236
W148HY,W14 8HY,W,10,29.4,107,9.7,11,107,107,,0.9,2.8,10,1,1,10,10,,0,0,3,1,1,0,1,433,371,243,775,659,659,
W148HZ,W14 8HZ,W,11.2,74.3,331,7.8,11,139.7,167,331,1.2,7.6,36,1,1,13.7,16.9,36,0,1,4,5,6,1,7,278,267,209,59,388,405,504
W148JA,W14 8JA,W,34,132.4,593,6.3,13.6,97.8,253.5,386.9,3.1,12.5,39,1,1.1,9.2,23.8,36.4,0,1,3,9,6,7,13,474,275,29,187,497,701,875
W148JB,W14 8JB,W,107,95.3,331,7.9,11,115.8,128.5,331,10,9.4,36,1.1,1,11.1,12.5,36,0,0,10,3,32,2,34,354,251,206,304,334,360,790
W148JD,W14 8JD,W,107,99.1,331,8.3,10.3,134.1,147.3,331,10,10.1,36,1.1,1,13.4,14.9,36,0,0,13,3,28,2,30,522,439,424,156,518,515,470
W148JE,W14 8JE,W,62.8,134.2,593,,17,90.2,145.9,461.3,16.6,16.8,39,,2,14.9,18.3,37,0,0,0,2,17,3,20,350,56,,617,213,219,253
W148JF,W14 8JF,W,107,164.4,460,7.7,11,156,197.2,417,10,15.7,36,1.3,1,15.5,18.7,36,0,0,3,1,16,3,19,458,359,64,166,476,488,552
W148JG,W14 8JG,W,69.3,91.8,331,,,61.9,91.8,331,19.5,19,36,,,16.9,19,36,0,0,0,0,8,1,9,644,591,,,644,572,0
W148JH,W14 8JH,W,205,255.3,1096,6,13,156,328.7,587.8,21,19.7,49,1,1,15.5,25.3,40,0,0,1,2,6,4,10,326,372,14,280,390,301,168
W148JJ,W14 8JJ,W,10.6,9.4,13.72,6.3,12.5,,,,1.1,1.1,1.29,1,1.3,,,,0,2,2,4,0,0,0,197,84,35,211,,,
W148JL,W14 8JL,W,107,120.3,331,9,11.5,146.2,199,331,10,12.4,36,1,1,14.4,20.6,36,0,0,3,2,5,2,7,344,359,313,60,395,339,201
W148JP,W14 8JP,W,108.9,237.3,1000,3,11.3,205,465,530,11.1,27.7,115,1,1,21,54.4,62.8,0,1,0,4,1,4,5,322,100,37,174,864,433,326
W148JR,W14 8JR,W,12.6,39.8,107,1.5,11.5,84,84,,1.1,6.7,20,1,1,14.7,14.7,,1,1,0,2,3,0,3,216,203,17,218,203,203,
W148JS,W14 8JS,W,107,179.8,593,,,77.1,179.7,462,19.5,20.1,39,,,13.8,20.1,37.5,0,0,0,0,11,4,15,788,660,,,664,630,538
W148JT,W14 8JT,W,70,165,593,,23,103.2,175.9,418.3,20,21.9,39,,13,18.2,22.5,37,0,0,0,1,10,3,13,596,400,,806,532,443,144
W148JU,W14 8JU,W,107,201.1,1096,9,11.5,122.8,267.6,444.7,10,18,49,1,1,13,24,37.4,0,0,1,6,11,9,20,345,298,233,195,437,378,307
W148JX,W14 8JX,W,107,141.7,593,7.5,12.8,142.6,211.9,593,10,12,39,1,1,14,17.8,39,0,0,2,5,11,2,13,320,217,74,91,382,323,0
W148JY,W14 8JY,W,107,159.1,593,6.5,11.5,135.1,205.2,439.2,10,14.7,39,1,1.3,13.7,19,36.5,0,2,2,4,20,6,26,386,375,221,226,257,332,584
W148JZ,W14 8JZ,W,71,139.8,460,,11,103.4,145,363.3,19.8,18.6,36,,1,16.2,19.4,36,0,0,0,1,21,4,25,446,336,,0,436,446,499
W148LA,W14 8LA,W,205,291.1,1096,,24,171.3,320.9,844.5,21,22.4,49,,1,19.3,24.8,44,0,0,0,1,7,2,9,404,238,,0,455,359,23
W148LG,W14 8LG,W,107,131.8,460,7.8,15.6,135,229.7,395.5,10,12.3,36,1,1.2,13.1,21.5,36,0,0,4,5,7,4,11,235,111,16,233,202,294,454
W148LJ,W14 8LJ,W,79.7,102.5,331,,13.8,88,116.1,331,18.1,15.5,36,,1.3,15.3,17.7,36,0,0,0,4,23,3,26,328,178,,47,362,346,221
W148LN,W14 8LN,W,107,166.7,593,7,,156,239.3,461.3,10,15,39,1,,15.5,21.4,37,0,1,4,0,8,3,11,188,110,97,,92,161,345
W148LP,W14 8LP,W,205,189.8,593,3.3,,205,296.4,418.3,21,18.1,39,1,,21,27.9,37,2,1,1,0,4,3,7,103,44,19,,106,122,144
W148LQ,W14 8LQ,W,39.9,97.9,460,5.3,10.5,128.5,175.9,460,10,9.5,36,0.8,1,13.7,16.9,36,1,0,3,2,6,1,7,229,169,89,75,330,320,266
W148LS,W14 8LS,W,107,134.9,331,5,13.5,131,188.1,331,12.2,15.1,36,1,1,15.2,21.1,36,0,1,0,2,5,2,7,177,154,154,87,116,181,345
W148LT,W14 8LT,W,107,177.1,593,6.8,,156,313.4,418.3,10,16.2,39,1,,15.5,28.4,37,0,2,2,0,2,3,5,199,133,184,,93,171,223
W148LW,W14 8LW,W,93.2,86.2,205,8,11,124.5,124.5,,10,10.4,21,0,1,15.3,15.3,,0,0,1,1,4,0,4,336,322,27,50,484,484,
W148LX,W14 8LX,W,9.6,9.1,12.64,6.7,11.3,,,,1.1,1,1.27,1,1,,,,0,0,3,3,0,0,0,186,122,114,258,,,
W148LY,W14 8LY,W,11.5,11.3,14.47,7,12.2,,,,1.1,1.1,1.22,1,1.1,,,,0,1,1,10,0,0,0,137,64,30,159,,,
W148LZ,W14 8LZ,W,72.5,102.5,460,7.2,11.5,151.7,186.8,374,10,11,36,1.2,1.3,16.8,19.8,36,1,2,10,4,16,3,19,245,179,150,28,328,331,348
W148NA,W14 8NA,W,205,326.4,1096,9,11,115.6,383.9,607.5,21,23.1,49,1,1,11.2,27.1,40.3,0,0,1,1,5,6,11,283,249,84,42,205,246,280
W148ND,W14 8ND,W,54.8,66.7,205,5,,73.6,73.6,,11,13.1,21,1,,14.4,14.4,,1,0,1,0,18,0,18,373,248,67,,324,324,
W148NE,W14 8NE,W,9.6,40.9,205,6.8,11,156,156,,1.1,4.2,21,1,1,15.5,15.5,,0,2,3,2,2,0,2,128,35,14,30,449,449,
W148NF,W14 8NF,W,107,96,205,6,11,153.1,153.1,,10,9.6,21,0.9,1,15.2,15.2,,0,2,5,4,17,0,17,284,124,22,174,385,385,
W148NH,W14 8NH,W,46.7,77.1,460,3.5,,71.8,93.4,460,13.4,13.6,36,1,,15.2,16.3,36,1,2,1,0,17,1,18,298,122,51,,323,337,581
W148NJ,W14 8NJ,W,3.3,3.4,4.87,3.4,,,,,1,1,1.13,1,,,,,3,39,0,0,0,0,0,160,110,153,,,,
W148NL,W14 8NL,W,107,94.7,331,8.2,12.8,119.6,144.5,331,10,9.9,36,1.2,1,12.3,15.1,36,0,0,6,4,15,2,17,224,72,203,24,242,278,555
W148NN,W14 8NN,W,14.4,68.9,331,7.8,13.6,130.5,159.1,331,1.2,6.9,36,1,1.1,12.8,16.1,36,0,1,3,7,6,1,7,255,212,144,245,287,328,575
W148NS,W14 8NS,W,14.3,13.9,16.98,,13.9,,,,1,1.1,1.26,,1,,,,0,0,0,7,0,0,0,79,57,,79,,,
W148NU,W14 8NU,W,107,170.5,593,6.5,,141.1,183.2,505.7,10,15.5,39,1,,13.8,16.6,38,0,0,2,0,23,3,26,262,143,198,,240,227,124
W148NW,W14 8NW,W,14.2,71.3,593,6.9,12.9,110.3,154.3,462,1.2,6.6,39,1,1.1,10.8,14.1,37.5,1,1,5,15,14,2,16,254,182,125,237,219,216,193
W148NX,W14 8NX,W,52,142.2,593,5.6,11.3,132.6,256.4,407.6,5,12.5,39,0.8,1,13.1,21.8,32.3,1,3,6,7,11,9,20,378,214,165,75,408,476,560
W148NY,W14 8NY,W,6.9,7.2,11.63,6.9,12,,,,1,0.9,1.22,0.9,1,,,,0,2,12,1,0,0,0,217,162,206,368,,,
W148NZ,W14 8NZ,W,9.2,9.6,13.52,8.8,14,,,,1,1.1,1.22,1,1,,,,0,0,4,1,0,0,0,145,120,112,132,,,
W148PH,W14 8PH,W,79.8,182,593,,24,113.8,189.8,494.3,20,20.9,39,,1,17.9,21.9,37.5,0,0,0,1,16,4,20,481,268,,1613,361,376,436
W148PL,W14 8PL,W,73.4,162.2,1096,8.5,14.1,99.6,288.5,713.5,10,12.1,49,1,1.1,12.2,21.5,42.5,0,0,2,9,9,4,13,270,250,267,243,282,227,104
W148PP,W14 8PP,W,107,144.5,593,8.3,12.2,138.1,197,409.2,10,14,39,1,1.2,14.2,19.1,36.6,0,0,4,5,18,5,23,294,250,43,94,283,356,619
W148PR,W14 8PR,W,107,157.7,460,8,15.2,129.5,201.3,460,10,14.3,36,1,1.2,13.3,18.3,36,0,0,1,6,18,5,23,325,223,5,86,317,317,317
W148PS,W14 8PS,W,10.2,39.3,107,3.7,11,107,107,,1.1,4,10,1,1,10,10,,2,0,1,1,2,0,2,157,147,90,367,75,75,
W148PT,W14 8PT,W,55.9,55.9,107,2,16,62.6,62.6,,12.9,13.1,19.98,1,1,14.9,14.9,,0,1,0,1,14,0,14,444,269,0,1398,376,376,
W148PU,W14 8PU,W,80,173.5,1000,,,93,173.5,441.7,20,26.7,50,,,16.5,21.5,38.3,0,0,0,0,20,6,26,511,445,,,382,413,514
W148QA,W14 8QA,W,155,435.3,1000,9,,113.4,438.2,909,20,32.9,115,1,,9,10.7,13.3,0,0,1,0,87,60,147,358,250,33,,100,104,111
W148QB,W14 8QB,W,74.6,92.9,205,8,14.2,101.4,101.4,,10,13,21,0,1,14.3,14.3,,0,0,1,5,56,0,56,305,188,0,166,274,274,
W148QG,W14 8QG,W,107,142.5,593,,15,96.3,147.4,428.8,19.5,17.7,39,,1,15,18.3,36.8,0,0,0,1,22,4,26,451,265,,4,461,451,396
W148QN,W14 8QN,W,69,99.8,205,,16,111.7,111.7,,19.5,15.1,21,,1,17.1,17.1,,0,0,0,1,7,0,7,606,571,,0,519,519,
W148QQ,W14 8QQ,W,79.8,90.4,205,9,12,100.3,100.3,,11.1,13.5,21,1,1,15.1,15.1,,0,0,1,1,16,0,16,262,203,238,201,267,267,
W148QW,W14 8QW,W,107,120.4,460,,16.5,110,126.3,395.5,19.2,15.6,36,,1,15.2,16.4,36,0,0,0,2,33,2,35,384,311,,111,351,367,627
W148RA,W14 8RA,W,107,188.1,1000,8.1,17.5,127.7,277.1,875,10,7.8,21,1.1,1,9.5,7.6,0,0,2,6,2,16,4,20,260,224,179,31,183,147,0
W148RB,W14 8RB,W,59.8,137,1000,7.5,21,80.4,169.7,750,19.5,11.9,21,0.5,1.5,9.8,8.5,0,0,0,2,2,13,2,15,328,361,5,66,242,209,0
W148RD,W14 8RD,W,79.8,223.5,1000,,16.5,88.6,238.9,900,10,13.3,21,,2.5,11.3,9.2,0,0,0,0,2,22,5,27,385,286,,50,293,239,0
W148RL,W14 8RL,W,78.1,68.7,80,,19,72.5,72.5,,19.5,17.2,20,,1,18.5,18.5,,0,0,0,1,13,0,13,517,497,,432,524,524,
W148RN,W14 8RN,W,68.5,51.5,79.74,6,12,66.4,66.4,,19.5,13.2,20,1,1,17.6,17.6,,0,0,1,3,11,0,11,291,150,60,60,349,349,
W148RP,W14 8RP,W,75.4,67.3,79.9,,14,71.1,71.1,,19.5,17.2,20,,1,18.4,18.4,,0,0,0,1,14,0,14,393,292,,147,383,383,
W148RR,W14 8RR,W,73.5,53.6,79.74,,17.7,71.5,71.5,,19.5,12.6,20,,1.3,18.3,18.3,,0,0,0,3,6,0,6,309,226,,140,342,342,
W148RS,W14 8RS,W,18,28.2,79.91,6,16.5,61.3,61.3,,1.2,5,20,0.5,1.3,15.1,15.1,,0,1,1,33,13,0,13,265,200,14,205,436,436,
W148RT,W14 8RT,W,18.1,30.9,79.98,8.3,16.1,64.7,64.7,,1.2,6,20,1,1.1,16.6,16.6,,0,0,3,25,13,0,13,273,199,40,218,328,328,
W148RU,W14 8RU,W,107,111.6,460,,17.3,105.1,164.5,352.5,10,11,36,,1.1,10.4,16.5,36,0,0,0,14,19,6,25,343,299,,167,361,346,300
W148RY,W14 8RY,W,77.9,67.7,79.75,,19,77.6,77.6,,19.8,16.6,20,,1,19.6,19.6,,0,0,0,1,5,0,5,495,353,,52,583,583,
W148RZ,W14 8RZ,W,16,16.4,40,8.7,16.4,40,40,,1.2,1.6,14.65,1,1.4,10,10,,0,0,3,41,1,0,1,281,246,231,263,54,54,
W148SE,W14 8SE,W,59.1,114.5,593,4.5,18,85.6,134,505.7,11.7,14.4,39,1,4.3,13.7,16.5,38,0,1,1,3,23,3,26,683,546,20,205,773,684,8
W148SJ,W14 8SJ,W,68.9,58.3,78.11,,15.3,63.7,63.7,,19.5,15.5,20,,1,17.3,17.3,,0,0,0,3,24,0,24,569,374,,87,629,629,
W148SL,W14 8SL,W,58.7,55.1,78.11,,15.5,60,60,,19.5,15,20,,1,16.7,16.7,,0,0,0,2,16,0,16,540,389,,108,526,526,
W148SN,W14 8SN,W,59.6,57.8,205,4,20.7,65,65,,19.5,15.6,21,1,5,17.7,17.7,,0,1,0,6,38,0,38,563,373,436,247,616,616,
W148SP,W14 8SP,W,21.4,148.2,1000,4.5,18.1,121,294,697.7,1.3,6.9,39,1,1,11.6,12,13,0,1,1,9,7,3,10,312,205,295,138,451,316,0
W148SR,W14 8SR,W,54.8,60.6,205,,16.3,73.9,73.9,,17,13.5,21,,1.3,17.2,17.2,,0,0,0,3,10,0,10,481,198,,60,607,607,
W148SW,W14 8SW,W,17.4,22.9,205,4.3,17.3,205,205,,1.1,1.8,21,0.7,1.1,21,21,,1,0,2,23,1,0,1,236,171,222,241,181,181,
W148SZ,W14 8SZ,W,56,55.3,79.76,,13.5,61.7,61.7,,17,14.6,20,,1,16.6,16.6,,0,0,0,2,13,0,13,298,285,,312,296,296,
W148TA,W14 8TA,W,71.5,107.5,1000,,13.7,84,117.9,1000,16.4,13.7,21,,1,14.6,14.1,0,0,0,0,3,26,1,27,536,370,,175,516,496,0
W148TB,W14 8TB,W,44.9,90.6,1000,,18.8,62.4,103.1,1000,10,9.8,17.34,,6.3,9.1,8.7,0,0,0,0,4,22,1,23,657,518,,193,652,624,0
W148TD,W14 8TD,W,47.9,82.2,331,,12.5,60.4,105.5,331,10,13,36,,1,13.2,17,36,0,0,0,2,5,1,6,253,164,,115,305,299,265
W148TE,W14 8TE,W,107,92.9,205,,15,99.4,99.4,,10,9.3,21,,1,9.9,9.9,,0,0,0,1,12,0,12,499,435,,6,499,499,
W148TF,W14 8TF,W,52.4,62.2,150,,19.7,87.8,87.8,,5.6,7.2,19.53,,1.3,8,8,,0,0,0,3,5,0,5,496,360,,249,445,445,
W148TL,W14 8TL,W,17.5,16,22.25,5.3,17.6,,,,1.2,1.1,1.25,0.8,1.1,,,,1,1,2,29,0,0,0,304,155,171,302,,,
W148TP,W14 8TP,W,17.4,146.5,1000,4.5,14.4,121.4,304.5,625,1.1,0.9,1.22,0.5,1.1,0,0,0,1,0,1,11,7,4,11,230,173,36,265,0,0,0
W148TR,W14 8TR,W,10,10.2,17.07,6.9,13.4,,,,1.1,1.1,1.24,1.1,1.1,,,,0,1,19,21,0,0,0,209,137,115,249,,,
W148TT,W14 8TT,W,8.7,9.6,16.7,6.7,13.5,,,,1.1,1.1,1.26,1,1.1,,,,0,6,21,20,0,0,0,208,182,187,184,,,
W148TW,W14 8TW,W,8,10.2,65.15,6.9,13.5,65,65,,1.1,1.6,20,1.1,1.1,20,20,,1,6,20,11,1,0,1,286,218,236,301,613,613,
W148TX,W14 8TX,W,11.4,10.2,16,5.8,13.1,,,,1.1,1.1,1.26,1,1.1,,,,0,4,8,19,0,0,0,376,253,324,389,,,
W148UG,W14 8UG,W,79.7,141.4,1000,,16.7,104.1,168.1,1000,19.5,14.9,21,,1,16.9,15.7,0,0,0,0,3,13,1,14,481,411,,295,450,418,0
W148UH,W14 8UH,W,17.5,17.7,36.87,,16.9,37,37,,1.1,1.4,10,,1.1,10,10,,0,0,0,27,1,0,1,230,165,,184,538,538,
W148UJ,W14 8UJ,W,70,59.9,79.99,,16.6,67.7,67.7,,19.5,15.5,20,,2.5,17.8,17.8,,0,0,0,8,44,0,44,360,217,,157,397,397,
W148UP,W14 8UP,W,34.6,39.2,79.91,,16.7,56,56,,5.9,8.3,19.53,,1,13.5,13.5,,0,0,0,3,4,0,4,333,121,,104,505,505,
W148UQ,W14 8UQ,W,35.3,38.9,79.66,,17.8,53,53,,9.8,9.4,20,,1.3,13.3,13.3,,0,0,0,4,6,0,6,392,309,,149,489,489,
W148UW,W14 8UW,W,58.7,117.9,500,,23,67.6,126.5,500,15.9,13.7,20,,2.5,12.1,10.4,0,0,0,0,2,19,3,22,645,606,,805,493,425,0
W148UZ,W14 8UZ,W,54.8,53.6,77.17,7,,61.3,61.3,,10,12.9,20,1,,15,15,,0,0,1,0,6,0,6,323,269,1,,323,323,
W148XD,W14 8XD,W,58.9,61.6,107,,,61.6,61.6,,17.3,15.4,20,,,15.4,15.4,,0,0,0,0,8,0,8,442,358,,,442,442,
W148XH,W14 8XH,W,75.9,82,331,6.5,16,83.3,92.8,331,10,13.8,36,1,5.5,14.6,15.4,36,0,0,2,2,25,1,26,342,214,606,25,306,294,0
W148XJ,W14 8XJ,W,65.5,55.4,79.76,9,13,64.3,64.3,,16.5,14.1,20,1,1,16.8,16.8,,0,0,1,1,10,0,10,240,160,0,50,235,235,
W148XL,W14 8XL,W,47.6,44.6,70.18,,16.5,58.5,58.5,,15.7,13.2,20,,4,17.8,17.8,,0,0,0,2,4,0,4,615,268,,202,821,821,
W148XP,W14 8XP,W,64.8,54.6,79.74,8,26,63.3,63.3,,16.3,14.6,20,1,11,16.3,16.3,,0,0,1,2,12,0,12,210,103,0,81,214,214,
W148XS,W14 8XS,W,80,202.7,1000,,,98.4,202.7,750,20,19.3,20,,,6.4,5.4,0,0,0,0,0,21,4,25,445,392,,,127,107,0
W148XW,W14 8XW,W,76.5,95,500,9,15,91.3,110.8,500,19.5,13.9,20,1,1,8.8,8.4,0,0,0,2,2,20,1,21,190,141,15,71,115,109,0
W149AA,W14 9AA,W,63.2,219.9,1000,,17.5,74.7,241.2,777.8,16.5,13.5,20,,1.3,10.6,8.1,0,0,0,0,4,29,9,38,595,296,,25,427,326,0
W149AB,W14 9AB,W,150,155.3,1000,,14,101.7,160.2,666.7,12.9,13.4,20,,1,7.2,6.4,0,0,0,0,1,26,3,29,336,342,,235,172,154,0
W149AD,W14 9AD,W,61.1,97,500,6.5,17.2,87.9,118.4,500,11.2,10.9,20,1,2.4,8.6,8,0,0,0,2,5,25,2,27,456,455,11,280,308,285,0
W149AH,W14 9AH,W,62.2,53.9,74.15,,15,61.7,61.7,,18.2,14,20,,1,16.6,16.6,,0,0,0,2,10,0,10,462,330,,219,511,511,
W149AP,W14 9AP,W,54.8,49.4,79.98,8,17.3,67.1,67.1,,11.4,11.4,20,0.7,1.1,16.9,16.9,,0,0,3,11,27,0,27,388,385,88,209,495,495,
W149AR,W14 9AR,W,67.8,61.7,79.56,,17,63.7,63.7,,19.1,15.8,20,,1,16.5,16.5,,0,0,0,1,23,0,23,692,511,,110,718,718,
W149AS,W14 9AS,W,59.9,56.5,79.98,8,17.3,62.4,62.4,,18.4,14.8,20,1,2.4,16.6,16.6,,0,0,1,8,61,0,61,466,328,0,152,499,499,
W149AT,W14 9AT,W,54.8,68,205,,20,74.6,74.6,,10,10,21,,4.5,10.8,10.8,,0,0,0,4,29,0,29,378,271,,107,338,338,
W149AU,W14 9AU,W,56.9,91.5,460,2,28,75.7,95.4,460,11.9,14.4,36,0,8,13.8,14.9,36,1,0,0,1,37,2,39,424,288,210,420,383,386,443
W149AX,W14 9AX,W,59.3,95.1,331,6,26,82.3,106,331,10.8,14.2,36,1,6,13.5,15.6,36,0,0,1,2,19,2,21,608,504,35,649,610,631,829
W149BA,W14 9BA,W,54.4,49.5,71.54,,15,55.3,55.3,,16.3,14.7,20,,3.5,16.6,16.6,,0,0,0,2,12,0,12,596,528,,137,672,672,
W149BB,W14 9BB,W,62.3,53.8,79.98,4,17.3,61.8,61.8,,19.5,15.8,20,1,4.3,18.2,18.2,,0,1,0,6,34,0,34,502,352,69,267,557,557,
W149BG,W14 9BG,W,72.4,61.5,79.98,8,19.4,68.2,68.2,,19.5,15.5,20,1,2.4,17.6,17.6,,0,0,1,7,52,0,52,540,335,25,166,590,590,
W149BH,W14 9BH,W,51.9,45.2,75.15,,16.7,56.9,56.9,,10,10.1,20,,1.6,13.6,13.6,,0,0,0,7,17,0,17,339,253,,245,358,358,
W149BJ,W14 9BJ,W,65.2,55,79.98,10,18.5,67.6,67.6,,19,13.7,20,1,1.8,17.7,17.7,,0,0,1,6,21,0,21,593,260,0,150,720,720,
W149BN,W14 9BN,W,78.3,120.5,1096,9,12.3,95.1,130.6,480,10,14.4,49,1,1,13.4,15.7,38.2,0,0,3,3,59,6,65,299,187,44,11,296,283,152
W149BP,W14 9BP,W,70.1,54.8,80,6,18.2,67.7,67.7,,18.6,13.2,20,1,2.5,17,17,,0,0,1,11,35,0,35,543,299,46,274,626,626,
W149BQ,W14 9BQ,W,74.4,56.3,79.98,,18.3,71.5,71.5,,19.5,13.5,20,,1.2,18.4,18.4,,0,0,0,6,15,0,15,460,353,,88,578,578,
W149BS,W14 9BS,W,76.2,67.8,79.98,7,20.7,73.9,73.9,,19.5,17.2,20,1,5.3,18.7,18.7,,0,0,1,3,33,0,33,427,326,20,179,462,462,
W149BT,W14 9BT,W,65,61,79.74,,,61,61,,17.1,16.4,20,,,16.4,16.4,,0,0,0,0,14,0,14,420,311,,,420,420,
W149BU,W14 9BU,W,70,62.7,79.98,,23.3,66.5,66.5,,19.6,16.7,20,,7.7,17.5,17.5,,0,0,0,3,31,0,31,548,215,,140,570,570,
W149BW,W14 9BW,W,64,102.8,593,7,16.5,71.5,111,505.7,15.1,15.4,39,1,1,14.6,16.7,38,0,0,1,2,30,3,33,348,233,53,229,381,354,80
W149DA,W14 9DA,W,39.5,40.4,65.54,,22.5,46.3,46.3,,9.2,9.2,18.2,,4,10.8,10.8,,0,0,0,2,6,0,6,314,367,,287,270,270,
W149DB,W14 9DB,W,59.4,50.3,79.76,6,14.8,63.9,63.9,,13.3,11.8,20,1,1,15.8,15.8,,0,0,1,6,19,0,19,552,496,47,318,595,595,
W149DD,W14 9DD,W,40,41.3,79.75,0,16.7,60.1,60.1,,9.8,9.9,20,0,1.2,16.1,16.1,,1,0,0,6,10,0,10,419,259,0,126,511,511,
W149DF,W14 9DF,W,40,36.9,54.83,,18.4,43.3,43.3,,7,6.6,11.17,,2,8.3,8.3,,0,0,0,8,23,0,23,462,326,,232,501,501,
W149DH,W14 9DH,W,53,48.7,79.66,8,18.8,57.9,57.9,,11.6,12.3,20,1,6.3,14.4,14.4,,0,0,2,4,22,0,22,503,302,5,199,604,604,
W149DJ,W14 9DJ,W,39.5,37.5,73.98,4,18,49.1,49.1,,9.8,8.2,20,3,2.1,11.7,11.7,,0,1,0,15,28,0,28,398,241,11,203,502,502,
W149DL,W14 9DL,W,107,143.2,331,9.5,,111.5,153.5,329.6,19.8,19.7,49.95,1,,16.3,21.2,41.6,0,0,2,0,21,5,26,483,370,130,,524,510,450
